profile,pair_id,ligand,receptor,cluster
Pdyn_Oprk1,"[""Pdyn"",""Oprk1""]",Pdyn,Oprk1,3
Pdyn_Oprl1,"[""Pdyn"",""Oprl1""]",Pdyn,Oprl1,3
Pdyn_Oprm1,"[""Pdyn"",""Oprm1""]",Pdyn,Oprm1,3
Pecam1_Pecam1,"[""Pecam1"",""Pecam1""]",Pecam1,Pecam1,1
Penk_Oprd1,"[""Penk"",""Oprd1""]",Penk,Oprd1,1
Penk_Oprk1,"[""Penk"",""Oprk1""]",Penk,Oprk1,1
Penk_Oprl1,"[""Penk"",""Oprl1""]",Penk,Oprl1,2
Penk_Oprm1,"[""Penk"",""Oprm1""]",Penk,Oprm1,1
Pgf_Flt1,"[""Pgf"",""Flt1""]",Pgf,Flt1,1
Plg_F2rl3,"[""Plg"",""F2rl3""]",Plg,F2rl3,1
Plg_Pard3,"[""Plg"",""Pard3""]",Plg,Pard3,1
Pmch_Mchr1,"[""Pmch"",""Mchr1""]",Pmch,Mchr1,1
Pmch_Mertk,"[""Pmch"",""Mertk""]",Pmch,Mertk,1
Pomc_Mc1r,"[""Pomc"",""Mc1r""]",Pomc,Mc1r,1
Pomc_Mc2r,"[""Pomc"",""Mc2r""]",Pomc,Mc2r,1
Pomc_Mc4r,"[""Pomc"",""Mc4r""]",Pomc,Mc4r,1
Pomc_Oprd1,"[""Pomc"",""Oprd1""]",Pomc,Oprd1,1
Pomc_Oprk1,"[""Pomc"",""Oprk1""]",Pomc,Oprk1,1
Pomc_Oprl1,"[""Pomc"",""Oprl1""]",Pomc,Oprl1,2
Pomc_Oprm1,"[""Pomc"",""Oprm1""]",Pomc,Oprm1,1
Postn_Itgav_Itgb3,"[""Postn"",""Itgav_Itgb3""]",Postn,Itgav_Itgb3,1
Postn_Itgav_Itgb5,"[""Postn"",""Itgav_Itgb5""]",Postn,Itgav_Itgb5,1
Ppbp_Cxcr2,"[""Ppbp"",""Cxcr2""]",Ppbp,Cxcr2,1
Ppy_Gpr83,"[""Ppy"",""Gpr83""]",Ppy,Gpr83,1
Ppy_Npy1r,"[""Ppy"",""Npy1r""]",Ppy,Npy1r,1
Ppy_Npy2r,"[""Ppy"",""Npy2r""]",Ppy,Npy2r,1
Ppy_Npy5r,"[""Ppy"",""Npy5r""]",Ppy,Npy5r,2
Prok1_Prokr1,"[""Prok1"",""Prokr1""]",Prok1,Prokr1,1
Prok1_Prokr2,"[""Prok1"",""Prokr2""]",Prok1,Prokr2,1
Prok2_Prokr1,"[""Prok2"",""Prokr1""]",Prok2,Prokr1,1
Prok2_Prokr2,"[""Prok2"",""Prokr2""]",Prok2,Prokr2,1
Pros1_Axl,"[""Pros1"",""Axl""]",Pros1,Axl,1
Pros1_Tyro3,"[""Pros1"",""Tyro3""]",Pros1,Tyro3,1
Psap_Gpr37,"[""Psap"",""Gpr37""]",Psap,Gpr37,1
Psap_Gpr37l1,"[""Psap"",""Gpr37l1""]",Psap,Gpr37l1,1
Pspn_Gfra4_Ret,"[""Pspn"",""Gfra4_Ret""]",Pspn,Gfra4_Ret,1
Pth2_Pth1r,"[""Pth2"",""Pth1r""]",Pth2,Pth1r,1
Pth2_Pth2r,"[""Pth2"",""Pth2r""]",Pth2,Pth2r,1
Pthlh_Pth1r,"[""Pthlh"",""Pth1r""]",Pthlh,Pth1r,1
Ptn_Alk,"[""Ptn"",""Alk""]",Ptn,Alk,1
Ptn_Itgav_Itgb3,"[""Ptn"",""Itgav_Itgb3""]",Ptn,Itgav_Itgb3,1
Ptn_Ncl,"[""Ptn"",""Ncl""]",Ptn,Ncl,1
Ptn_Ptprz1,"[""Ptn"",""Ptprz1""]",Ptn,Ptprz1,1
Ptn_Sdc1,"[""Ptn"",""Sdc1""]",Ptn,Sdc1,1
Ptn_Sdc2,"[""Ptn"",""Sdc2""]",Ptn,Sdc2,1
Ptn_Sdc3,"[""Ptn"",""Sdc3""]",Ptn,Sdc3,1
Ptn_Sdc4,"[""Ptn"",""Sdc4""]",Ptn,Sdc4,1
Ptprc_Cd22,"[""Ptprc"",""Cd22""]",Ptprc,Cd22,1
Ptprc_Mrc1,"[""Ptprc"",""Mrc1""]",Ptprc,Mrc1,1
Ptprm_Ptprm,"[""Ptprm"",""Ptprm""]",Ptprm,Ptprm,1
Pvr_Cd226,"[""Pvr"",""Cd226""]",Pvr,Cd226,1
Pvr_Tigit,"[""Pvr"",""Tigit""]",Pvr,Tigit,1
Pyy_Gpr83,"[""Pyy"",""Gpr83""]",Pyy,Gpr83,1
Pyy_Npy1r,"[""Pyy"",""Npy1r""]",Pyy,Npy1r,2
Pyy_Npy2r,"[""Pyy"",""Npy2r""]",Pyy,Npy2r,1
Pyy_Npy5r,"[""Pyy"",""Npy5r""]",Pyy,Npy5r,2
Qrfp_Qrfpr,"[""Qrfp"",""Qrfpr""]",Qrfp,Qrfpr,1
Rarres2_Cmklr1,"[""Rarres2"",""Cmklr1""]",Rarres2,Cmklr1,1
Rarres2_Gpr1,"[""Rarres2"",""Gpr1""]",Rarres2,Gpr1,1
Reln_Itga3_Itgb1,"[""Reln"",""Itga3_Itgb1""]",Reln,Itga3_Itgb1,1
Retn_Cap1,"[""Retn"",""Cap1""]",Retn,Cap1,1
Retn_Tlr4,"[""Retn"",""Tlr4""]",Retn,Tlr4,1
Rln1_Rxfp1,"[""Rln1"",""Rxfp1""]",Rln1,Rxfp1,1
Rln1_Rxfp2,"[""Rln1"",""Rxfp2""]",Rln1,Rxfp2,1
Rln1_Rxfp3,"[""Rln1"",""Rxfp3""]",Rln1,Rxfp3,1
Rln3_Rxfp1,"[""Rln3"",""Rxfp1""]",Rln3,Rxfp1,1
Rln3_Rxfp2,"[""Rln3"",""Rxfp2""]",Rln3,Rxfp2,1
Rln3_Rxfp3,"[""Rln3"",""Rxfp3""]",Rln3,Rxfp3,1
Saa2_Fpr2,"[""Saa2"",""Fpr2""]",Saa2,Fpr2,1
Scgb3a2_Marco,"[""Scgb3a2"",""Marco""]",Scgb3a2,Marco,2
Sct_Sctr,"[""Sct"",""Sctr""]",Sct,Sctr,1
Sell_Cd34,"[""Sell"",""Cd34""]",Sell,Cd34,2
Sell_Madcam1,"[""Sell"",""Madcam1""]",Sell,Madcam1,2
Sell_Podxl,"[""Sell"",""Podxl""]",Sell,Podxl,1
Selplg_Sell,"[""Selplg"",""Sell""]",Selplg,Sell,2
Selplg_Selp,"[""Selplg"",""Selp""]",Selplg,Selp,1
Sema3a_Nrp1_Plxna1,"[""Sema3a"",""Nrp1_Plxna1""]",Sema3a,Nrp1_Plxna1,1
Sema3a_Nrp1_Plxna2,"[""Sema3a"",""Nrp1_Plxna2""]",Sema3a,Nrp1_Plxna2,1
Sema3a_Nrp1_Plxna3,"[""Sema3a"",""Nrp1_Plxna3""]",Sema3a,Nrp1_Plxna3,1
Sema3a_Nrp1_Plxna4,"[""Sema3a"",""Nrp1_Plxna4""]",Sema3a,Nrp1_Plxna4,1
Sema3b_Nrp1_Plxna1,"[""Sema3b"",""Nrp1_Plxna1""]",Sema3b,Nrp1_Plxna1,1
Sema3b_Nrp1_Plxna2,"[""Sema3b"",""Nrp1_Plxna2""]",Sema3b,Nrp1_Plxna2,1
Sema3b_Nrp1_Plxna3,"[""Sema3b"",""Nrp1_Plxna3""]",Sema3b,Nrp1_Plxna3,1
Sema3b_Nrp1_Plxna4,"[""Sema3b"",""Nrp1_Plxna4""]",Sema3b,Nrp1_Plxna4,1
Sema3b_Nrp2_Plxna1,"[""Sema3b"",""Nrp2_Plxna1""]",Sema3b,Nrp2_Plxna1,1
Sema3b_Nrp2_Plxna2,"[""Sema3b"",""Nrp2_Plxna2""]",Sema3b,Nrp2_Plxna2,1
Sema3b_Nrp2_Plxna3,"[""Sema3b"",""Nrp2_Plxna3""]",Sema3b,Nrp2_Plxna3,1
Sema3b_Nrp2_Plxna4,"[""Sema3b"",""Nrp2_Plxna4""]",Sema3b,Nrp2_Plxna4,1
Sema3c_Nrp1_Nrp2_Plxnd1,"[""Sema3c"",""Nrp1_Nrp2_Plxnd1""]",Sema3c,Nrp1_Nrp2_Plxnd1,1
Sema3c_Nrp1_Plxna1,"[""Sema3c"",""Nrp1_Plxna1""]",Sema3c,Nrp1_Plxna1,1
Sema3c_Nrp1_Plxna2,"[""Sema3c"",""Nrp1_Plxna2""]",Sema3c,Nrp1_Plxna2,1
Sema3c_Nrp1_Plxna3,"[""Sema3c"",""Nrp1_Plxna3""]",Sema3c,Nrp1_Plxna3,1
Sema3c_Nrp1_Plxna4,"[""Sema3c"",""Nrp1_Plxna4""]",Sema3c,Nrp1_Plxna4,1
Sema3c_Nrp2_Plxna1,"[""Sema3c"",""Nrp2_Plxna1""]",Sema3c,Nrp2_Plxna1,1
Sema3c_Nrp2_Plxna2,"[""Sema3c"",""Nrp2_Plxna2""]",Sema3c,Nrp2_Plxna2,1
Sema3c_Nrp2_Plxna3,"[""Sema3c"",""Nrp2_Plxna3""]",Sema3c,Nrp2_Plxna3,1
Sema3c_Nrp2_Plxna4,"[""Sema3c"",""Nrp2_Plxna4""]",Sema3c,Nrp2_Plxna4,1
Sema3c_Plxnd1,"[""Sema3c"",""Plxnd1""]",Sema3c,Plxnd1,1
Sema3d_Nrp1_Plxna1,"[""Sema3d"",""Nrp1_Plxna1""]",Sema3d,Nrp1_Plxna1,1
Sema3d_Nrp1_Plxna2,"[""Sema3d"",""Nrp1_Plxna2""]",Sema3d,Nrp1_Plxna2,1
Sema3d_Nrp1_Plxna3,"[""Sema3d"",""Nrp1_Plxna3""]",Sema3d,Nrp1_Plxna3,1
Sema3d_Nrp1_Plxna4,"[""Sema3d"",""Nrp1_Plxna4""]",Sema3d,Nrp1_Plxna4,1
Sema3d_Nrp2_Plxna1,"[""Sema3d"",""Nrp2_Plxna1""]",Sema3d,Nrp2_Plxna1,1
Sema3d_Nrp2_Plxna2,"[""Sema3d"",""Nrp2_Plxna2""]",Sema3d,Nrp2_Plxna2,1
Sema3d_Nrp2_Plxna3,"[""Sema3d"",""Nrp2_Plxna3""]",Sema3d,Nrp2_Plxna3,1
Sema3d_Nrp2_Plxna4,"[""Sema3d"",""Nrp2_Plxna4""]",Sema3d,Nrp2_Plxna4,1
Sema3e_Plxnd1,"[""Sema3e"",""Plxnd1""]",Sema3e,Plxnd1,1
Sema3f_Nrp2_Plxna1,"[""Sema3f"",""Nrp2_Plxna1""]",Sema3f,Nrp2_Plxna1,1
Sema3f_Nrp2_Plxna2,"[""Sema3f"",""Nrp2_Plxna2""]",Sema3f,Nrp2_Plxna2,1
Sema3f_Nrp2_Plxna3,"[""Sema3f"",""Nrp2_Plxna3""]",Sema3f,Nrp2_Plxna3,1
Sema3f_Nrp2_Plxna4,"[""Sema3f"",""Nrp2_Plxna4""]",Sema3f,Nrp2_Plxna4,1
Sema3g_Nrp2_Plxna1,"[""Sema3g"",""Nrp2_Plxna1""]",Sema3g,Nrp2_Plxna1,1
Sema3g_Nrp2_Plxna2,"[""Sema3g"",""Nrp2_Plxna2""]",Sema3g,Nrp2_Plxna2,1
Sema3g_Nrp2_Plxna3,"[""Sema3g"",""Nrp2_Plxna3""]",Sema3g,Nrp2_Plxna3,1
Sema3g_Nrp2_Plxna4,"[""Sema3g"",""Nrp2_Plxna4""]",Sema3g,Nrp2_Plxna4,1
Sema4a_Nrp1_Plxna1,"[""Sema4a"",""Nrp1_Plxna1""]",Sema4a,Nrp1_Plxna1,1
Sema4a_Nrp1_Plxna2,"[""Sema4a"",""Nrp1_Plxna2""]",Sema4a,Nrp1_Plxna2,1
Sema4a_Nrp1_Plxna3,"[""Sema4a"",""Nrp1_Plxna3""]",Sema4a,Nrp1_Plxna3,2
Sema4a_Nrp1_Plxna4,"[""Sema4a"",""Nrp1_Plxna4""]",Sema4a,Nrp1_Plxna4,1
Sema4a_Plxnb1,"[""Sema4a"",""Plxnb1""]",Sema4a,Plxnb1,1
Sema4a_Plxnb2,"[""Sema4a"",""Plxnb2""]",Sema4a,Plxnb2,1
Sema4a_Plxnb3,"[""Sema4a"",""Plxnb3""]",Sema4a,Plxnb3,1
Sema4a_Timd2,"[""Sema4a"",""Timd2""]",Sema4a,Timd2,2
Sema4c_Plxnb2,"[""Sema4c"",""Plxnb2""]",Sema4c,Plxnb2,1
Sema4d_Cd72,"[""Sema4d"",""Cd72""]",Sema4d,Cd72,1
Sema4d_Plxnb1,"[""Sema4d"",""Plxnb1""]",Sema4d,Plxnb1,1
Sema4d_Plxnb2,"[""Sema4d"",""Plxnb2""]",Sema4d,Plxnb2,1
Sema4d_Plxnb3,"[""Sema4d"",""Plxnb3""]",Sema4d,Plxnb3,1
Sema4g_Plxnb2,"[""Sema4g"",""Plxnb2""]",Sema4g,Plxnb2,1
Sema5a_Plxna1,"[""Sema5a"",""Plxna1""]",Sema5a,Plxna1,1
Sema5a_Plxna3,"[""Sema5a"",""Plxna3""]",Sema5a,Plxna3,1
Sema5a_Plxnb3,"[""Sema5a"",""Plxnb3""]",Sema5a,Plxnb3,1
Sema5b_Plxna1,"[""Sema5b"",""Plxna1""]",Sema5b,Plxna1,1
Sema5b_Plxna3,"[""Sema5b"",""Plxna3""]",Sema5b,Plxna3,1
Sema6a_Plxna2,"[""Sema6a"",""Plxna2""]",Sema6a,Plxna2,1
Sema6a_Plxna4,"[""Sema6a"",""Plxna4""]",Sema6a,Plxna4,1
Sema6b_Plxna2,"[""Sema6b"",""Plxna2""]",Sema6b,Plxna2,1
Sema6b_Plxna4,"[""Sema6b"",""Plxna4""]",Sema6b,Plxna4,1
Sema6d_Plxna1,"[""Sema6d"",""Plxna1""]",Sema6d,Plxna1,1
Sema6d_Plxna1_Kdr,"[""Sema6d"",""Plxna1_Kdr""]",Sema6d,Plxna1_Kdr,1
Sema6d_Plxna1_Trem2_Tyrobp,"[""Sema6d"",""Plxna1_Trem2_Tyrobp""]",Sema6d,Plxna1_Trem2_Tyrobp,1
Sema7a_Itgb1_Itga1,"[""Sema7a"",""Itgb1_Itga1""]",Sema7a,Itgb1_Itga1,1
Sema7a_Plxnc1,"[""Sema7a"",""Plxnc1""]",Sema7a,Plxnc1,1
Shh_Ptch1_Smo,"[""Shh"",""Ptch1_Smo""]",Shh,Ptch1_Smo,1
Shh_Ptch2_Smo,"[""Shh"",""Ptch2_Smo""]",Shh,Ptch2_Smo,1
Siglec1_Spn,"[""Siglec1"",""Spn""]",Siglec1,Spn,1
Slurp1_Chrna1,"[""Slurp1"",""Chrna1""]",Slurp1,Chrna1,1
Slurp1_Chrna2,"[""Slurp1"",""Chrna2""]",Slurp1,Chrna2,1
Slurp1_Chrna3,"[""Slurp1"",""Chrna3""]",Slurp1,Chrna3,2
Slurp1_Chrna4,"[""Slurp1"",""Chrna4""]",Slurp1,Chrna4,3
Slurp1_Chrna5,"[""Slurp1"",""Chrna5""]",Slurp1,Chrna5,1
Slurp1_Chrna6,"[""Slurp1"",""Chrna6""]",Slurp1,Chrna6,1
Slurp1_Chrna7,"[""Slurp1"",""Chrna7""]",Slurp1,Chrna7,1
Slurp1_Chrna9,"[""Slurp1"",""Chrna9""]",Slurp1,Chrna9,1
Slurp1_Chrnb1,"[""Slurp1"",""Chrnb1""]",Slurp1,Chrnb1,1
Slurp1_Chrnb2,"[""Slurp1"",""Chrnb2""]",Slurp1,Chrnb2,3
Slurp1_Chrnb3,"[""Slurp1"",""Chrnb3""]",Slurp1,Chrnb3,1
Slurp1_Chrnb4,"[""Slurp1"",""Chrnb4""]",Slurp1,Chrnb4,1
Slurp1_Chrnd,"[""Slurp1"",""Chrnd""]",Slurp1,Chrnd,1
Slurp1_Chrne,"[""Slurp1"",""Chrne""]",Slurp1,Chrne,1
Slurp1_Chrng,"[""Slurp1"",""Chrng""]",Slurp1,Chrng,1
Slurp2_Chrna1,"[""Slurp2"",""Chrna1""]",Slurp2,Chrna1,1
Slurp2_Chrna2,"[""Slurp2"",""Chrna2""]",Slurp2,Chrna2,2
Slurp2_Chrna3,"[""Slurp2"",""Chrna3""]",Slurp2,Chrna3,1
Slurp2_Chrna4,"[""Slurp2"",""Chrna4""]",Slurp2,Chrna4,2
Slurp2_Chrna5,"[""Slurp2"",""Chrna5""]",Slurp2,Chrna5,1
Slurp2_Chrna6,"[""Slurp2"",""Chrna6""]",Slurp2,Chrna6,1
Slurp2_Chrna7,"[""Slurp2"",""Chrna7""]",Slurp2,Chrna7,1
Slurp2_Chrna9,"[""Slurp2"",""Chrna9""]",Slurp2,Chrna9,1
Slurp2_Chrnb1,"[""Slurp2"",""Chrnb1""]",Slurp2,Chrnb1,1
Slurp2_Chrnb2,"[""Slurp2"",""Chrnb2""]",Slurp2,Chrnb2,2
Slurp2_Chrnb3,"[""Slurp2"",""Chrnb3""]",Slurp2,Chrnb3,1
Slurp2_Chrnb4,"[""Slurp2"",""Chrnb4""]",Slurp2,Chrnb4,1
Slurp2_Chrnd,"[""Slurp2"",""Chrnd""]",Slurp2,Chrnd,1
Slurp2_Chrne,"[""Slurp2"",""Chrne""]",Slurp2,Chrne,1
Slurp2_Chrng,"[""Slurp2"",""Chrng""]",Slurp2,Chrng,1
Spp1_Cd44,"[""Spp1"",""Cd44""]",Spp1,Cd44,3
Spp1_Itga4_Itgb1,"[""Spp1"",""Itga4_Itgb1""]",Spp1,Itga4_Itgb1,1
Spp1_Itga5_Itgb1,"[""Spp1"",""Itga5_Itgb1""]",Spp1,Itga5_Itgb1,1
Spp1_Itga8_Itgb1,"[""Spp1"",""Itga8_Itgb1""]",Spp1,Itga8_Itgb1,1
Spp1_Itga9_Itgb1,"[""Spp1"",""Itga9_Itgb1""]",Spp1,Itga9_Itgb1,1
Spp1_Itgav_Itgb1,"[""Spp1"",""Itgav_Itgb1""]",Spp1,Itgav_Itgb1,1
Spp1_Itgav_Itgb3,"[""Spp1"",""Itgav_Itgb3""]",Spp1,Itgav_Itgb3,1
Spp1_Itgav_Itgb5,"[""Spp1"",""Itgav_Itgb5""]",Spp1,Itgav_Itgb5,1
Spp1_Itgav_Itgb6,"[""Spp1"",""Itgav_Itgb6""]",Spp1,Itgav_Itgb6,1
Sst_Sstr1,"[""Sst"",""Sstr1""]",Sst,Sstr1,2
Sst_Sstr2,"[""Sst"",""Sstr2""]",Sst,Sstr2,2
Sst_Sstr3,"[""Sst"",""Sstr3""]",Sst,Sstr3,2
Sst_Sstr4,"[""Sst"",""Sstr4""]",Sst,Sstr4,1
Sst_Sstr5,"[""Sst"",""Sstr5""]",Sst,Sstr5,2
Tac1_Tacr1,"[""Tac1"",""Tacr1""]",Tac1,Tacr1,2
Tac1_Tacr2,"[""Tac1"",""Tacr2""]",Tac1,Tacr2,1
Tac2_Tacr3,"[""Tac2"",""Tacr3""]",Tac2,Tacr3,2
Tac4_Tacr1,"[""Tac4"",""Tacr1""]",Tac4,Tacr1,1
Tgfa_Egfr,"[""Tgfa"",""Egfr""]",Tgfa,Egfr,1
Tgfa_Egfr_Erbb2,"[""Tgfa"",""Egfr_Erbb2""]",Tgfa,Egfr_Erbb2,1
Tgfb1_Acvr1_Tgfbr1_Tgfbr2,"[""Tgfb1"",""Acvr1_Tgfbr1_Tgfbr2""]",Tgfb1,Acvr1_Tgfbr1_Tgfbr2,1
Tgfb1_Acvr1b_Tgfbr2,"[""Tgfb1"",""Acvr1b_Tgfbr2""]",Tgfb1,Acvr1b_Tgfbr2,1
Tgfb1_Acvr1c_Tgfbr2,"[""Tgfb1"",""Acvr1c_Tgfbr2""]",Tgfb1,Acvr1c_Tgfbr2,1
Tgfb1_Tgfbr1_Tgfbr2,"[""Tgfb1"",""Tgfbr1_Tgfbr2""]",Tgfb1,Tgfbr1_Tgfbr2,1
Tgfb2_Acvr1_Tgfbr1_Tgfbr2,"[""Tgfb2"",""Acvr1_Tgfbr1_Tgfbr2""]",Tgfb2,Acvr1_Tgfbr1_Tgfbr2,1
Tgfb2_Acvr1b_Tgfbr2,"[""Tgfb2"",""Acvr1b_Tgfbr2""]",Tgfb2,Acvr1b_Tgfbr2,1
Tgfb2_Acvr1c_Tgfbr2,"[""Tgfb2"",""Acvr1c_Tgfbr2""]",Tgfb2,Acvr1c_Tgfbr2,1
Tgfb2_Tgfbr1_Tgfbr2,"[""Tgfb2"",""Tgfbr1_Tgfbr2""]",Tgfb2,Tgfbr1_Tgfbr2,1
Tgfb3_Acvr1_Tgfbr1_Tgfbr2,"[""Tgfb3"",""Acvr1_Tgfbr1_Tgfbr2""]",Tgfb3,Acvr1_Tgfbr1_Tgfbr2,1
Tgfb3_Acvr1b_Tgfbr2,"[""Tgfb3"",""Acvr1b_Tgfbr2""]",Tgfb3,Acvr1b_Tgfbr2,1
Tgfb3_Acvr1c_Tgfbr2,"[""Tgfb3"",""Acvr1c_Tgfbr2""]",Tgfb3,Acvr1c_Tgfbr2,1
Tgfb3_Tgfbr1_Tgfbr2,"[""Tgfb3"",""Tgfbr1_Tgfbr2""]",Tgfb3,Tgfbr1_Tgfbr2,1
Thbs1_Cd36,"[""Thbs1"",""Cd36""]",Thbs1,Cd36,1
Thbs1_Cd47,"[""Thbs1"",""Cd47""]",Thbs1,Cd47,1
Thbs1_Itga3_Itgb1,"[""Thbs1"",""Itga3_Itgb1""]",Thbs1,Itga3_Itgb1,1
Thbs1_Itgav_Itgb3,"[""Thbs1"",""Itgav_Itgb3""]",Thbs1,Itgav_Itgb3,1
Thbs1_Sdc1,"[""Thbs1"",""Sdc1""]",Thbs1,Sdc1,1
Thbs1_Sdc4,"[""Thbs1"",""Sdc4""]",Thbs1,Sdc4,1
Thbs2_Cd36,"[""Thbs2"",""Cd36""]",Thbs2,Cd36,1
Thbs2_Cd47,"[""Thbs2"",""Cd47""]",Thbs2,Cd47,1
Thbs2_Itga3_Itgb1,"[""Thbs2"",""Itga3_Itgb1""]",Thbs2,Itga3_Itgb1,1
Thbs2_Itgav_Itgb3,"[""Thbs2"",""Itgav_Itgb3""]",Thbs2,Itgav_Itgb3,1
Thbs2_Sdc1,"[""Thbs2"",""Sdc1""]",Thbs2,Sdc1,1
Thbs2_Sdc4,"[""Thbs2"",""Sdc4""]",Thbs2,Sdc4,1
Thbs3_Cd36,"[""Thbs3"",""Cd36""]",Thbs3,Cd36,1
Thbs3_Cd47,"[""Thbs3"",""Cd47""]",Thbs3,Cd47,1
Thbs3_Itga3_Itgb1,"[""Thbs3"",""Itga3_Itgb1""]",Thbs3,Itga3_Itgb1,1
Thbs3_Itgav_Itgb3,"[""Thbs3"",""Itgav_Itgb3""]",Thbs3,Itgav_Itgb3,1
Thbs3_Sdc1,"[""Thbs3"",""Sdc1""]",Thbs3,Sdc1,1
Thbs3_Sdc4,"[""Thbs3"",""Sdc4""]",Thbs3,Sdc4,1
Thbs4_Cd36,"[""Thbs4"",""Cd36""]",Thbs4,Cd36,1
Thbs4_Cd47,"[""Thbs4"",""Cd47""]",Thbs4,Cd47,1
Thbs4_Itga3_Itgb1,"[""Thbs4"",""Itga3_Itgb1""]",Thbs4,Itga3_Itgb1,1
Thbs4_Itgav_Itgb3,"[""Thbs4"",""Itgav_Itgb3""]",Thbs4,Itgav_Itgb3,1
Thbs4_Sdc1,"[""Thbs4"",""Sdc1""]",Thbs4,Sdc1,1
Thbs4_Sdc4,"[""Thbs4"",""Sdc4""]",Thbs4,Sdc4,1
Thpo_Mpl,"[""Thpo"",""Mpl""]",Thpo,Mpl,1
Thy1_Itgam_Itgb2,"[""Thy1"",""Itgam_Itgb2""]",Thy1,Itgam_Itgb2,1
Thy1_Itgav_Itgb3,"[""Thy1"",""Itgav_Itgb3""]",Thy1,Itgav_Itgb3,1
Thy1_Itgax_Itgb2,"[""Thy1"",""Itgax_Itgb2""]",Thy1,Itgax_Itgb2,1
Tigit_Nectin2,"[""Tigit"",""Nectin2""]",Tigit,Nectin2,1
Tigit_Pvr,"[""Tigit"",""Pvr""]",Tigit,Pvr,1
Tnc_Itga2b_Itgb3,"[""Tnc"",""Itga2b_Itgb3""]",Tnc,Itga2b_Itgb3,1
Tnc_Itga8_Itgb1,"[""Tnc"",""Itga8_Itgb1""]",Tnc,Itga8_Itgb1,1
Tnc_Itga9_Itgb1,"[""Tnc"",""Itga9_Itgb1""]",Tnc,Itga9_Itgb1,1
Tnc_Itgav_Itgb3,"[""Tnc"",""Itgav_Itgb3""]",Tnc,Itgav_Itgb3,1
Tnc_Itgav_Itgb6,"[""Tnc"",""Itgav_Itgb6""]",Tnc,Itgav_Itgb6,1
Tnc_Sdc1,"[""Tnc"",""Sdc1""]",Tnc,Sdc1,1
Tnc_Sdc4,"[""Tnc"",""Sdc4""]",Tnc,Sdc4,1
Tnfsf10_Tnfrsf10b,"[""Tnfsf10"",""Tnfrsf10b""]",Tnfsf10,Tnfrsf10b,1
Tnfsf11_Tnfrsf11a,"[""Tnfsf11"",""Tnfrsf11a""]",Tnfsf11,Tnfrsf11a,1
Tnfsf11_Tnfrsf11b,"[""Tnfsf11"",""Tnfrsf11b""]",Tnfsf11,Tnfrsf11b,1
Tnfsf12_Tnfrsf12a,"[""Tnfsf12"",""Tnfrsf12a""]",Tnfsf12,Tnfrsf12a,1
Tnfsf13b_Tnfrsf13b,"[""Tnfsf13b"",""Tnfrsf13b""]",Tnfsf13b,Tnfrsf13b,1
Tnfsf13b_Tnfrsf13c,"[""Tnfsf13b"",""Tnfrsf13c""]",Tnfsf13b,Tnfrsf13c,1
Tnfsf13b_Tnfrsf17,"[""Tnfsf13b"",""Tnfrsf17""]",Tnfsf13b,Tnfrsf17,1
Tnfsf14_Ltbr,"[""Tnfsf14"",""Ltbr""]",Tnfsf14,Ltbr,1
Tnfsf14_Tnfrsf14,"[""Tnfsf14"",""Tnfrsf14""]",Tnfsf14,Tnfrsf14,1
Tnfsf15_Tnfrsf25,"[""Tnfsf15"",""Tnfrsf25""]",Tnfsf15,Tnfrsf25,1
Tnfsf18_Tnfrsf18,"[""Tnfsf18"",""Tnfrsf18""]",Tnfsf18,Tnfrsf18,1
Tnfsf4_Tnfrsf4,"[""Tnfsf4"",""Tnfrsf4""]",Tnfsf4,Tnfrsf4,1
Tnfsf8_Tnfrsf8,"[""Tnfsf8"",""Tnfrsf8""]",Tnfsf8,Tnfrsf8,1
Tnfsf9_Tnfrsf9,"[""Tnfsf9"",""Tnfrsf9""]",Tnfsf9,Tnfrsf9,1
Tnn_Itga2b_Itgb3,"[""Tnn"",""Itga2b_Itgb3""]",Tnn,Itga2b_Itgb3,1
Tnn_Itga8_Itgb1,"[""Tnn"",""Itga8_Itgb1""]",Tnn,Itga8_Itgb1,1
Tnn_Itga9_Itgb1,"[""Tnn"",""Itga9_Itgb1""]",Tnn,Itga9_Itgb1,1
Tnn_Itgav_Itgb3,"[""Tnn"",""Itgav_Itgb3""]",Tnn,Itgav_Itgb3,1
Tnn_Itgav_Itgb6,"[""Tnn"",""Itgav_Itgb6""]",Tnn,Itgav_Itgb6,1
Tnn_Sdc1,"[""Tnn"",""Sdc1""]",Tnn,Sdc1,1
Tnn_Sdc4,"[""Tnn"",""Sdc4""]",Tnn,Sdc4,1
Tnr_Itga2b_Itgb3,"[""Tnr"",""Itga2b_Itgb3""]",Tnr,Itga2b_Itgb3,1
Tnr_Itga8_Itgb1,"[""Tnr"",""Itga8_Itgb1""]",Tnr,Itga8_Itgb1,1
Tnr_Itga9_Itgb1,"[""Tnr"",""Itga9_Itgb1""]",Tnr,Itga9_Itgb1,1
Tnr_Itgav_Itgb3,"[""Tnr"",""Itgav_Itgb3""]",Tnr,Itgav_Itgb3,1
Tnr_Itgav_Itgb6,"[""Tnr"",""Itgav_Itgb6""]",Tnr,Itgav_Itgb6,1
Tnr_Sdc1,"[""Tnr"",""Sdc1""]",Tnr,Sdc1,1
Tnr_Sdc4,"[""Tnr"",""Sdc4""]",Tnr,Sdc4,2
