"test_ligand","auroc","aupr","aupr_corrected","pearson","activity_rank","window","baseline_model_time","response_model_time","n_background","n_targets"
"Lgals3bp",0.681360544217687,0.254634621686091,0.109285784476789,0.138999583463461,10,"t1p45_to_t1p50",1.45,1.5,344,50
"Vcan",0.672789115646258,0.250046357220979,0.104697520011677,0.191718177327316,11,"t1p45_to_t1p50",1.45,1.5,344,50
"Sema3d",0.677619047619048,0.249602379653457,0.104253542444154,0.170511533050172,12,"t1p45_to_t1p50",1.45,1.5,344,50
"Ccn2",0.669047619047619,0.248797114630967,0.103448277421664,0.187372245332717,13,"t1p45_to_t1p50",1.45,1.5,344,50
"Clu",0.681836734693877,0.248693659450027,0.103344822240724,0.188593549978315,14,"t1p45_to_t1p50",1.45,1.5,344,50
"Sema3e",0.679795918367347,0.246742789944433,0.101393952735131,0.170635707305646,15,"t1p45_to_t1p50",1.45,1.5,344,50
"Cd300c2",0.687823129251699,0.246272564433735,0.100923727224432,0.0601301855066161,16,"t1p45_to_t1p50",1.45,1.5,344,50
"Dcn",0.677959183673468,0.244188226345264,0.0988393891359615,0.169364996659338,17,"t1p45_to_t1p50",1.45,1.5,344,50
"Fn1",0.672653061224489,0.243923312326291,0.0985744751169891,0.184388001556136,18,"t1p45_to_t1p50",1.45,1.5,344,50
"Cdh4",0.655170068027211,0.240315807567658,0.0949669703583558,0.175732077985017,19,"t1p45_to_t1p50",1.45,1.5,344,50
"Ntng1",0.674829931972789,0.239637115817404,0.0942882786081021,0.15622990256408,20,"t1p45_to_t1p50",1.45,1.5,344,50
"Sema3a",0.669115646258502,0.233905124008508,0.0885562867992058,0.183902487085301,21,"t1p45_to_t1p50",1.45,1.5,344,50
"Igf2",0.629863945578231,0.218289124608552,0.0729402873992497,0.0241463581764664,22,"t1p45_to_t1p50",1.45,1.5,344,50
"Igf1",0.639183673469386,0.200947373284065,0.0555985360747629,0.0196781506818793,23,"t1p45_to_t1p50",1.45,1.5,344,50
"C1qa",0.677823129251699,0.252899065786522,0.10755022857722,0.181861870532431,1,"t1p50_to_t1p55",1.5,1.55,344,50
"Col1a1",0.669319727891155,0.247783389619439,0.102434552410136,0.186152303006178,2,"t1p50_to_t1p55",1.5,1.55,344,50
"Spp1",0.65877551020408,0.246896318231594,0.101547481022292,0.143593576825456,3,"t1p50_to_t1p55",1.5,1.55,344,50
"C1qb",0.666258503401359,0.246228832626412,0.10087999541711,0.1643016886561,4,"t1p50_to_t1p55",1.5,1.55,344,50
"C3",0.666326530612244,0.246112961985885,0.100764124776582,0.168982009086633,5,"t1p50_to_t1p55",1.5,1.55,344,50
"Apoe",0.67095238095238,0.245229753978362,0.0998809167690593,0.114761619259777,6,"t1p50_to_t1p55",1.5,1.55,344,50
"Lgals3bp",0.667619047619046,0.243631663202874,0.0982828259935722,0.124286314230524,7,"t1p50_to_t1p55",1.5,1.55,344,50
"Fn1",0.660952380952379,0.240615969733171,0.0952671325238685,0.175039046734266,8,"t1p50_to_t1p55",1.5,1.55,344,50
"Nts",0.658707482993197,0.23883682694225,0.0934879897329479,0.0505728430160854,9,"t1p50_to_t1p55",1.5,1.55,344,50
"Pecam1",0.654285714285713,0.238480588122589,0.0931317509132867,0.17376901707113,10,"t1p50_to_t1p55",1.5,1.55,344,50
"Cd300c2",0.677074829931971,0.238451821414732,0.0931029842054296,0.0538997724035264,11,"t1p50_to_t1p55",1.5,1.55,344,50
"Clu",0.665714285714285,0.238173160096413,0.0928243228871104,0.170538016892255,12,"t1p50_to_t1p55",1.5,1.55,344,50
"Vcan",0.660748299319727,0.237693818855685,0.0923449816463827,0.170394380850425,13,"t1p50_to_t1p55",1.5,1.55,344,50
"Lcn2",0.674149659863944,0.237668595047403,0.0923197578381007,0.0552079789316606,14,"t1p50_to_t1p55",1.5,1.55,344,50
"Dcn",0.667006802721087,0.235582291972564,0.0902334547632612,0.154910884725002,15,"t1p50_to_t1p55",1.5,1.55,344,50
"Sema3d",0.656734693877551,0.232052008417627,0.0867031712083249,0.143681625821602,16,"t1p50_to_t1p55",1.5,1.55,344,50
"Sema3e",0.658775510204081,0.229768398995512,0.0844195617862097,0.142362156386083,17,"t1p50_to_t1p55",1.5,1.55,344,50
"Cdh4",0.642857142857143,0.227447895921914,0.0820990587126119,0.1583252827822,18,"t1p50_to_t1p55",1.5,1.55,344,50
"Ccn2",0.644625850340135,0.226517165694081,0.081168328484779,0.153156709007829,19,"t1p50_to_t1p55",1.5,1.55,344,50
"Ntng1",0.65142857142857,0.226237617112445,0.080888779903143,0.133718580489799,20,"t1p50_to_t1p55",1.5,1.55,344,50
"Sema3a",0.655238095238094,0.219085881751827,0.0737370445425245,0.159499136847742,21,"t1p50_to_t1p55",1.5,1.55,344,50
"Igf2",0.618571428571428,0.212902141024848,0.0675533038155455,0.0211227477621977,22,"t1p50_to_t1p55",1.5,1.55,344,50
"Igf1",0.625918367346938,0.193787060826456,0.0484382236171532,0.00506319533167464,23,"t1p50_to_t1p55",1.5,1.55,344,50
"C1qb",0.699999999999999,0.295984726178745,0.150635888969443,0.238340458103337,1,"t1p55_to_t1p60",1.55,1.6,344,50
"Col1a1",0.696734693877551,0.274602582258192,0.12925374504889,0.223349638680817,2,"t1p55_to_t1p60",1.55,1.6,344,50
"C1qa",0.702448979591836,0.273147281267921,0.127798444058618,0.209435766694743,3,"t1p55_to_t1p60",1.55,1.6,344,50
"C3",0.694421768707482,0.271907681289273,0.126558844079971,0.20466190130603,4,"t1p55_to_t1p60",1.55,1.6,344,50
"Lcn2",0.708571428571429,0.271659405613947,0.126310568404645,0.0777052286201543,5,"t1p55_to_t1p60",1.55,1.6,344,50
"Spp1",0.688435374149658,0.269988887371632,0.12464005016233,0.158301222257608,6,"t1p55_to_t1p60",1.55,1.6,344,50
"Apoe",0.698843537414966,0.26736850660418,0.122019669394878,0.137000268884707,7,"t1p55_to_t1p60",1.55,1.6,344,50
"Nts",0.687823129251701,0.266103598594341,0.120754761385039,0.0661201573844179,8,"t1p55_to_t1p60",1.55,1.6,344,50
"Pecam1",0.6878231292517,0.265524935451903,0.1201760982426,0.211927916301293,9,"t1p55_to_t1p60",1.55,1.6,344,50
"Lgals3bp",0.691564625850339,0.262946829159222,0.11759799194992,0.147315248608797,10,"t1p55_to_t1p60",1.55,1.6,344,50
"Vcan",0.685170068027211,0.259152806211001,0.113803969001699,0.203666834393826,11,"t1p55_to_t1p60",1.55,1.6,344,50
"Sema3d",0.692721088435374,0.259119097680851,0.113770260471548,0.183026684491084,12,"t1p55_to_t1p60",1.55,1.6,344,50
"Ccn2",0.686734693877549,0.259022159088727,0.113673321879424,0.203964374945875,13,"t1p55_to_t1p60",1.55,1.6,344,50
"Clu",0.69503401360544,0.256827175530946,0.111478338321644,0.200559875956873,14,"t1p55_to_t1p60",1.55,1.6,344,50
"Sema3e",0.692517006802721,0.254688164733866,0.109339327524564,0.181875471732934,15,"t1p55_to_t1p60",1.55,1.6,344,50
"Cd300c2",0.699183673469387,0.25249130532936,0.107142468120058,0.063900594825158,16,"t1p55_to_t1p60",1.55,1.6,344,50
"Fn1",0.684829931972788,0.250773271427143,0.10542443421784,0.195477195319434,17,"t1p55_to_t1p60",1.55,1.6,344,50
"Dcn",0.688911564625849,0.250656151771605,0.105307314562302,0.177616521591205,18,"t1p55_to_t1p60",1.55,1.6,344,50
"Ntng1",0.688775510204081,0.246781842181314,0.101433004972012,0.166380635087759,19,"t1p55_to_t1p60",1.55,1.6,344,50
"Cdh4",0.66829931972789,0.245016121582367,0.0996672843730644,0.186124955724585,20,"t1p55_to_t1p60",1.55,1.6,344,50
"Sema3a",0.680068027210884,0.23845435267265,0.0931055154633481,0.19265420061925,21,"t1p55_to_t1p60",1.55,1.6,344,50
"Igf2",0.644421768707482,0.229289820887229,0.0839409836779264,0.0494355814996889,22,"t1p55_to_t1p60",1.55,1.6,344,50
"Igf1",0.652380952380951,0.208924098408527,0.0635752611992242,0.033511385692547,23,"t1p55_to_t1p60",1.55,1.6,344,50
"C1qb",0.695374149659863,0.288126275985646,0.142777438776343,0.230586347992049,1,"t1p60_to_t1p65",1.6,1.65,344,50
"Col1a1",0.694081632653062,0.272183115112556,0.126834277903253,0.219804298574116,2,"t1p60_to_t1p65",1.6,1.65,344,50
"C3",0.693197278911564,0.267193994724991,0.121845157515689,0.20057967733867,3,"t1p60_to_t1p65",1.6,1.65,344,50
"C1qa",0.698095238095237,0.266580513054205,0.121231675844902,0.203336654093993,4,"t1p60_to_t1p65",1.6,1.65,344,50
"Lcn2",0.704965986394558,0.266172874469773,0.120824037260471,0.0752682793999722,5,"t1p60_to_t1p65",1.6,1.65,344,50
"Spp1",0.685102040816325,0.265391175107672,0.120042337898369,0.15618855086696,6,"t1p60_to_t1p65",1.6,1.65,344,50
"Apoe",0.697619047619048,0.262474241269143,0.117125404059841,0.134530586484588,7,"t1p60_to_t1p65",1.6,1.65,344,50
"Pecam1",0.684421768707482,0.260288753828658,0.114939916619356,0.206888701020574,8,"t1p60_to_t1p65",1.6,1.65,344,50
"Lgals3bp",0.692040816326531,0.258340717150121,0.112991879940818,0.145336193835074,9,"t1p60_to_t1p65",1.6,1.65,344,50
"Nts",0.680340136054422,0.257302407364587,0.111953570155285,0.0625165825946263,10,"t1p60_to_t1p65",1.6,1.65,344,50
"Vcan",0.685850340136054,0.255994714687238,0.110645877477936,0.201858749804943,11,"t1p60_to_t1p65",1.6,1.65,344,50
"Sema3d",0.68687074829932,0.25210480071226,0.106755963502958,0.176147240775258,12,"t1p60_to_t1p65",1.6,1.65,344,50
"Clu",0.688435374149658,0.251134026249341,0.105785189040039,0.193791288446057,13,"t1p60_to_t1p65",1.6,1.65,344,50
"Cd300c2",0.697891156462585,0.249864801087755,0.104515963878453,0.0629158069510038,14,"t1p60_to_t1p65",1.6,1.65,344,50
"Sema3e",0.688571428571428,0.249133290943543,0.10378445373424,0.176088902369848,15,"t1p60_to_t1p65",1.6,1.65,344,50
"Ccn2",0.670544217687075,0.249130364708721,0.103781527499418,0.188571018576141,16,"t1p60_to_t1p65",1.6,1.65,344,50
"Dcn",0.689387755102039,0.248674184639638,0.103325347430335,0.176664409283047,17,"t1p60_to_t1p65",1.6,1.65,344,50
"Fn1",0.683809523809523,0.248062942884836,0.102714105675534,0.193325589347274,18,"t1p60_to_t1p65",1.6,1.65,344,50
"Cdh4",0.668639455782312,0.246785596878848,0.101436759669546,0.186962041974467,19,"t1p60_to_t1p65",1.6,1.65,344,50
"Ntng1",0.681972789115646,0.241749789398508,0.0964009521892055,0.160667159131435,20,"t1p60_to_t1p65",1.6,1.65,344,50
"Sema3a",0.680748299319727,0.237624469567487,0.0922756323581846,0.192427068133594,21,"t1p60_to_t1p65",1.6,1.65,344,50
"Igf2",0.639319727891156,0.221094167120711,0.0757453299114083,0.0252084212389903,22,"t1p60_to_t1p65",1.6,1.65,344,50
"Igf1",0.647278911564625,0.203428943204942,0.0580801059956399,0.0204813635004524,23,"t1p60_to_t1p65",1.6,1.65,344,50
"C1qb",0.6912925170068,0.293846258394832,0.14849742118553,0.232409317816902,1,"t1p65_to_t1p70",1.65,1.7,344,50
"C1qa",0.700476190476189,0.275255977966888,0.129907140757586,0.207616602397085,2,"t1p65_to_t1p70",1.65,1.7,344,50
"Col1a1",0.692857142857142,0.274057798022937,0.128708960813634,0.218043409183543,3,"t1p65_to_t1p70",1.65,1.7,344,50
"Nts",0.687687074829931,0.271018413582906,0.125669576373603,0.0667016620250238,4,"t1p65_to_t1p70",1.65,1.7,344,50
"Spp1",0.681156462585032,0.270632896920099,0.125284059710797,0.157106585318597,5,"t1p65_to_t1p70",1.65,1.7,344,50
"C3",0.686802721088433,0.270346203487553,0.12499736627825,0.196311973773367,6,"t1p65_to_t1p70",1.65,1.7,344,50
"Apoe",0.69455782312925,0.269602002544895,0.124253165335592,0.134258618494574,7,"t1p65_to_t1p70",1.65,1.7,344,50
"Lcn2",0.695510204081631,0.267282042782693,0.121933205573391,0.0724376873547994,8,"t1p65_to_t1p70",1.65,1.7,344,50
"Fn1",0.683673469387754,0.264083975190333,0.11873513798103,0.203068679703909,9,"t1p65_to_t1p70",1.65,1.7,344,50
"Ccn2",0.684285714285714,0.263821275988664,0.118472438779362,0.203905655920662,10,"t1p65_to_t1p70",1.65,1.7,344,50
"Pecam1",0.680272108843536,0.26373014455683,0.118381307347527,0.20678620626861,11,"t1p65_to_t1p70",1.65,1.7,344,50
"Lgals3bp",0.68503401360544,0.263558754264987,0.118209917055685,0.14166251768631,12,"t1p65_to_t1p70",1.65,1.7,344,50
"Cd300c2",0.700816326530611,0.263010715501626,0.117661878292323,0.0669703475196242,13,"t1p65_to_t1p70",1.65,1.7,344,50
"Ntng1",0.685374149659864,0.261970791420938,0.116621954211636,0.179558352795847,14,"t1p65_to_t1p70",1.65,1.7,344,50
"Clu",0.688639455782312,0.259848126883372,0.11449928967407,0.195648956441774,15,"t1p65_to_t1p70",1.65,1.7,344,50
"Sema3e",0.685714285714285,0.259526854256706,0.114178017047403,0.182019296023443,16,"t1p65_to_t1p70",1.65,1.7,344,50
"Vcan",0.680136054421767,0.258849771061939,0.113500933852636,0.195846205025998,17,"t1p65_to_t1p70",1.65,1.7,344,50
"Sema3d",0.681224489795917,0.257797898903028,0.112449061693726,0.175319621675088,18,"t1p65_to_t1p70",1.65,1.7,344,50
"Dcn",0.687414965986393,0.254788760576972,0.109439923367669,0.177614958315205,19,"t1p65_to_t1p70",1.65,1.7,344,50
"Cdh4",0.660136054421768,0.242288363653451,0.0969395264441484,0.179919902247648,20,"t1p65_to_t1p70",1.65,1.7,344,50
"Sema3a",0.676394557823128,0.242221399758767,0.0968725625494646,0.194158516268223,21,"t1p65_to_t1p70",1.65,1.7,344,50
"Igf2",0.643333333333333,0.231211966939458,0.0858631297301553,0.0492631856945372,22,"t1p65_to_t1p70",1.65,1.7,344,50
"Igf1",0.657278911564625,0.217081073434424,0.0717322362251213,0.0467077440646627,23,"t1p65_to_t1p70",1.65,1.7,344,50
"C1qa",0.66517006802721,0.237515812564394,0.0921669753550914,0.165680133587382,1,"t1p70_to_t1p75",1.7,1.75,344,50
"C3",0.653401360544218,0.234745642856781,0.089396805647479,0.157499117824848,2,"t1p70_to_t1p75",1.7,1.75,344,50
"Col1a1",0.647006802721087,0.232092087803598,0.0867432505942959,0.162228367757201,3,"t1p70_to_t1p75",1.7,1.75,344,50
"Pecam1",0.639047619047618,0.231636227811852,0.0862873906025492,0.160577871143862,4,"t1p70_to_t1p75",1.7,1.75,344,50
"Apoe",0.652448979591836,0.230566254510379,0.0852174173010769,0.101260465482762,5,"t1p70_to_t1p75",1.7,1.75,344,50
"Lgals3bp",0.65204081632653,0.230400386822399,0.0850515496130965,0.112175092505017,6,"t1p70_to_t1p75",1.7,1.75,344,50
"C1qb",0.64673469387755,0.229874429928777,0.0845255927194747,0.145131551365306,7,"t1p70_to_t1p75",1.7,1.75,344,50
"Spp1",0.635714285714285,0.227862616543696,0.082513779334394,0.13100737411095,8,"t1p70_to_t1p75",1.7,1.75,344,50
"Vcan",0.648707482993196,0.22758182892353,0.082232991714228,0.158138051238366,9,"t1p70_to_t1p75",1.7,1.75,344,50
"Lcn2",0.652448979591836,0.22643657776081,0.0810877405515076,0.0480864612930742,10,"t1p70_to_t1p75",1.7,1.75,344,50
"Dcn",0.650884353741495,0.224476806088162,0.0791279688788599,0.140589137802349,11,"t1p70_to_t1p75",1.7,1.75,344,50
"Nts",0.634081632653061,0.223968805171241,0.0786199679619384,0.0414236496112033,12,"t1p70_to_t1p75",1.7,1.75,344,50
"Cd300c2",0.654761904761904,0.221949517802458,0.0766006805931559,0.0443326500106663,13,"t1p70_to_t1p75",1.7,1.75,344,50
"Clu",0.641496598639455,0.221680996628838,0.0763321594195361,0.147429428076705,14,"t1p70_to_t1p75",1.7,1.75,344,50
"Cdh4",0.629047619047618,0.219348042494289,0.0739992052849864,0.143769412814063,15,"t1p70_to_t1p75",1.7,1.75,344,50
"Sema3d",0.635374149659863,0.219296422441945,0.0739475852326424,0.126522562936396,16,"t1p70_to_t1p75",1.7,1.75,344,50
"Fn1",0.639727891156462,0.219078293223132,0.0737294560138298,0.147597747136526,17,"t1p70_to_t1p75",1.7,1.75,344,50
"Ccn2",0.624149659863945,0.217523405255638,0.0721745680463355,0.135379919453001,18,"t1p70_to_t1p75",1.7,1.75,344,50
"Sema3e",0.639251700680271,0.217180624856645,0.071831787647343,0.126425379763759,19,"t1p70_to_t1p75",1.7,1.75,344,50
"Igf2",0.606870748299319,0.21125835383285,0.0659095166235472,0.0421554983607997,20,"t1p70_to_t1p75",1.7,1.75,344,50
"Ntng1",0.628095238095238,0.211131283482821,0.0657824462735183,0.110300897700638,21,"t1p70_to_t1p75",1.7,1.75,344,50
"Sema3a",0.634217687074828,0.201353832626331,0.0560049954170289,0.132446479938245,22,"t1p70_to_t1p75",1.7,1.75,344,50
"Igf1",0.610544217687074,0.184838461570781,0.0394896243614785,-0.00252438599100985,23,"t1p70_to_t1p75",1.7,1.75,344,50
"C1qa",0.690408163265305,0.258856383553267,0.113507546343965,0.193815860774407,1,"t1p75_to_t1p80",1.75,1.8,344,50
"C1qb",0.677619047619047,0.252040616995768,0.106691779786465,0.176319850525841,2,"t1p75_to_t1p80",1.75,1.8,344,50
"Col1a1",0.677959183673469,0.251060763825411,0.105711926616108,0.194571420608916,3,"t1p75_to_t1p80",1.75,1.8,344,50
"Apoe",0.683197278911564,0.25103730051879,0.105688463309488,0.123064645706743,4,"t1p75_to_t1p80",1.75,1.8,344,50
"C3",0.678775510204081,0.250833987436343,0.105485150227041,0.181361219119283,5,"t1p75_to_t1p80",1.75,1.8,344,50
"Lgals3bp",0.681156462585034,0.250365786393519,0.105016949184217,0.135034037176564,6,"t1p75_to_t1p80",1.75,1.8,344,50
"Spp1",0.664897959183672,0.248545532068133,0.103196694858831,0.145697089548966,7,"t1p75_to_t1p80",1.75,1.8,344,50
"Vcan",0.673809523809523,0.244543661660957,0.0991948244516542,0.183883050105694,8,"t1p75_to_t1p80",1.75,1.8,344,50
"Fn1",0.670680272108843,0.244327540998404,0.0989787037891018,0.185345174452297,9,"t1p75_to_t1p80",1.75,1.8,344,50
"Pecam1",0.663469387755101,0.243989598489568,0.0986407612802653,0.182191327478765,10,"t1p75_to_t1p80",1.75,1.8,344,50
"Clu",0.675578231292516,0.243603317915489,0.098254480706187,0.182023276604254,11,"t1p75_to_t1p80",1.75,1.8,344,50
"Nts",0.667074829931972,0.242777665362854,0.0974288281535521,0.0534340763396207,12,"t1p75_to_t1p80",1.75,1.8,344,50
"Lcn2",0.683877551020407,0.241958640647468,0.0966098034381653,0.059550842262888,13,"t1p75_to_t1p80",1.75,1.8,344,50
"Dcn",0.675510204081632,0.238441916099864,0.0930930788905614,0.162062227451361,14,"t1p75_to_t1p80",1.75,1.8,344,50
"Sema3d",0.665578231292518,0.236077125468481,0.0907282882591785,0.152462919066011,15,"t1p75_to_t1p80",1.75,1.8,344,50
"Cd300c2",0.682789115646257,0.2360266901922,0.0906778529828976,0.0545942790272119,16,"t1p75_to_t1p80",1.75,1.8,344,50
"Sema3e",0.67,0.234340950405584,0.0889921131962817,0.153260803867416,17,"t1p75_to_t1p80",1.75,1.8,344,50
"Ccn2",0.656394557823129,0.233682362046587,0.0883335248372844,0.166428012790109,18,"t1p75_to_t1p80",1.75,1.8,344,50
"Ntng1",0.660816326530611,0.229536433507713,0.0841875962984107,0.140744376531006,19,"t1p75_to_t1p80",1.75,1.8,344,50
"Cdh4",0.650952380952381,0.22942509276806,0.084076255558758,0.163960611851825,20,"t1p75_to_t1p80",1.75,1.8,344,50
"Igf2",0.634013605442176,0.222667415408831,0.0773185781995289,0.0467797586359796,21,"t1p75_to_t1p80",1.75,1.8,344,50
"Sema3a",0.659931972789115,0.21740635328896,0.0720575160796575,0.161614072009463,22,"t1p75_to_t1p80",1.75,1.8,344,50
"Igf1",0.639999999999999,0.200404228065893,0.0550553908565907,0.0190689392719635,23,"t1p75_to_t1p80",1.75,1.8,344,50
"C1qa",0.644693877551018,0.233890487067607,0.0885416498583048,0.14531068344911,1,"t1p80_to_t1p85",1.8,1.85,344,50
"C3",0.63673469387755,0.23070076550481,0.0853519282955081,0.142107265705413,2,"t1p80_to_t1p85",1.8,1.85,344,50
"Lgals3bp",0.635714285714284,0.230490548503889,0.0851417112945863,0.0992829503008903,3,"t1p80_to_t1p85",1.8,1.85,344,50
"Pecam1",0.637278911564625,0.229985654788667,0.084636817579365,0.156689701345496,4,"t1p80_to_t1p85",1.8,1.85,344,50
"Apoe",0.640748299319727,0.229403900456738,0.0840550632474357,0.0913594632120955,5,"t1p80_to_t1p85",1.8,1.85,344,50
"C1qb",0.633061224489795,0.227218646734246,0.0818698095249436,0.129916048153222,6,"t1p80_to_t1p85",1.8,1.85,344,50
"Clu",0.638163265306122,0.226442833900637,0.0810939966913343,0.147552745270927,7,"t1p80_to_t1p85",1.8,1.85,344,50
"Col1a1",0.634285714285714,0.224759437675386,0.0794106004660841,0.143336423727579,8,"t1p80_to_t1p85",1.8,1.85,344,50
"Spp1",0.621088435374149,0.22348026484981,0.0781314276405073,0.124264766346228,9,"t1p80_to_t1p85",1.8,1.85,344,50
"Lcn2",0.641292517006801,0.223370865186763,0.078022027977461,0.0418058913737095,10,"t1p80_to_t1p85",1.8,1.85,344,50
"Nts",0.618571428571428,0.220298018900286,0.0749491816909833,0.0341863574321815,11,"t1p80_to_t1p85",1.8,1.85,344,50
"Fn1",0.630340136054421,0.219747462972365,0.0743986257630624,0.138176210166449,12,"t1p80_to_t1p85",1.8,1.85,344,50
"Dcn",0.634965986394556,0.219138781344964,0.0737899441356616,0.122902758100575,13,"t1p80_to_t1p85",1.8,1.85,344,50
"Sema3d",0.625034013605442,0.217090280893828,0.071741443684526,0.114606150367554,14,"t1p80_to_t1p85",1.8,1.85,344,50
"Vcan",0.626530612244897,0.216924020227003,0.0715751830177012,0.129672590759687,15,"t1p80_to_t1p85",1.8,1.85,344,50
"Cdh4",0.626666666666666,0.216406900725935,0.0710580635166327,0.138637442444273,16,"t1p80_to_t1p85",1.8,1.85,344,50
"Cd300c2",0.640680272108842,0.215688562570506,0.0703397253612039,0.0383435796222914,17,"t1p80_to_t1p85",1.8,1.85,344,50
"Ccn2",0.616326530612244,0.214115048424085,0.0687662112147825,0.124748342114907,18,"t1p80_to_t1p85",1.8,1.85,344,50
"Sema3e",0.627278911564626,0.210742712386176,0.0653938751768733,0.108689208930582,19,"t1p80_to_t1p85",1.8,1.85,344,50
"Ntng1",0.617210884353741,0.206192649612045,0.0608438124027425,0.0999846274106171,20,"t1p80_to_t1p85",1.8,1.85,344,50
"Sema3a",0.622108843537414,0.196234632665388,0.050885795456086,0.115287083245202,21,"t1p80_to_t1p85",1.8,1.85,344,50
"Igf1",0.595510204081631,0.182645889115527,0.037297051906225,-0.0049070158262658,22,"t1p80_to_t1p85",1.8,1.85,344,50
"Igf2",0.58408163265306,0.182454262024822,0.03710542481552,0.0146943651658466,23,"t1p80_to_t1p85",1.8,1.85,344,50
"C1qa",0.657210884353741,0.235143825630231,0.089794988420929,0.160511367352987,1,"t1p85_to_t1p90",1.85,1.9,344,50
"Spp1",0.631768707482993,0.233538429673119,0.088189592463817,0.133535981826806,2,"t1p85_to_t1p90",1.85,1.9,344,50
"Col1a1",0.640340136054421,0.232166947904509,0.0868181106952065,0.1608071226325,3,"t1p85_to_t1p90",1.85,1.9,344,50
"C3",0.644149659863945,0.231207492311674,0.0858586551023715,0.150987044210646,4,"t1p85_to_t1p90",1.85,1.9,344,50
"Apoe",0.643877551020408,0.230307791182127,0.0849589539728248,0.0992535262233831,5,"t1p85_to_t1p90",1.85,1.9,344,50
"Pecam1",0.630204081632653,0.226927383297998,0.0815785460886956,0.152255805720974,6,"t1p85_to_t1p90",1.85,1.9,344,50
"Lgals3bp",0.642380952380952,0.225997319515709,0.0806484823064062,0.105682493379036,7,"t1p85_to_t1p90",1.85,1.9,344,50
"Lcn2",0.64517006802721,0.224843957694085,0.0794951204847824,0.0460758679577081,8,"t1p85_to_t1p90",1.85,1.9,344,50
"Dcn",0.647346938775508,0.224684861906272,0.0793360246969692,0.140430068135581,9,"t1p85_to_t1p90",1.85,1.9,344,50
"C1qb",0.634557823129251,0.224417908446409,0.0790690712371062,0.136460230263852,10,"t1p85_to_t1p90",1.85,1.9,344,50
"Nts",0.635238095238095,0.223479897312135,0.0781310601028324,0.0413681588790901,11,"t1p85_to_t1p90",1.85,1.9,344,50
"Fn1",0.63721088435374,0.223362792480585,0.0780139552712826,0.150286935956127,12,"t1p85_to_t1p90",1.85,1.9,344,50
"Vcan",0.638571428571427,0.22311239664951,0.0777635594402078,0.150700718135081,13,"t1p85_to_t1p90",1.85,1.9,344,50
"Clu",0.635714285714285,0.221146204437866,0.0757973672285637,0.144022380096713,14,"t1p85_to_t1p90",1.85,1.9,344,50
"Cd300c2",0.648911564625849,0.219672698234006,0.0743238610247038,0.042816341586839,15,"t1p85_to_t1p90",1.85,1.9,344,50
"Ccn2",0.626326530612244,0.21876800607515,0.073419168865848,0.138581894913508,16,"t1p85_to_t1p90",1.85,1.9,344,50
"Cdh4",0.619727891156462,0.217138832494827,0.0717899952855244,0.13744652767593,17,"t1p85_to_t1p90",1.85,1.9,344,50
"Sema3d",0.629047619047619,0.216736372138254,0.0713875349289518,0.122171883350162,18,"t1p85_to_t1p90",1.85,1.9,344,50
"Ntng1",0.631496598639456,0.216621942761236,0.0712731055519337,0.118781748955843,19,"t1p85_to_t1p90",1.85,1.9,344,50
"Sema3e",0.635374149659863,0.214734809372398,0.0693859721630959,0.122966713603623,20,"t1p85_to_t1p90",1.85,1.9,344,50
"Sema3a",0.630272108843536,0.20511051815529,0.0597616809459879,0.136021860803494,21,"t1p85_to_t1p90",1.85,1.9,344,50
"Igf2",0.596122448979591,0.203238220437741,0.0578893832284383,0.0179771021607954,22,"t1p85_to_t1p90",1.85,1.9,344,50
"Igf1",0.605442176870747,0.184823669027232,0.0394748318179299,0.00252700808977693,23,"t1p85_to_t1p90",1.85,1.9,344,50
"C1qa",0.655850340136053,0.229896832846373,0.0845479956370705,0.149004648157745,1,"t1p90_to_t1p95",1.9,1.95,344,50
"C3",0.641836734693877,0.223513340554508,0.078164503345206,0.140341847148934,2,"t1p90_to_t1p95",1.9,1.95,344,50
"Lgals3bp",0.641972789115646,0.222887709386041,0.0775388721767387,0.0992903341589002,3,"t1p90_to_t1p95",1.9,1.95,344,50
"Apoe",0.639863945578231,0.218927499592751,0.0735786623834482,0.0851329497346321,4,"t1p90_to_t1p95",1.9,1.95,344,50
"Pecam1",0.628775510204081,0.218819278415743,0.0734704412064408,0.14252764316835,5,"t1p90_to_t1p95",1.9,1.95,344,50
"C1qb",0.632585034013605,0.218378370198119,0.0730295329888168,0.12306025548714,6,"t1p90_to_t1p95",1.9,1.95,344,50
"Nts",0.633809523809524,0.217650074818352,0.0723012376090499,0.0354886604362558,7,"t1p90_to_t1p95",1.9,1.95,344,50
"Col1a1",0.635578231292516,0.216635465664771,0.0712866284554689,0.135503612915316,8,"t1p90_to_t1p95",1.9,1.95,344,50
"Spp1",0.62469387755102,0.215166814118844,0.0698179769095418,0.121049879566961,9,"t1p90_to_t1p95",1.9,1.95,344,50
"Lcn2",0.640680272108843,0.214633396572326,0.0692845593630236,0.0385479788882868,10,"t1p90_to_t1p95",1.9,1.95,344,50
"Clu",0.633469387755101,0.214615971261191,0.0692671340518884,0.132841123996267,11,"t1p90_to_t1p95",1.9,1.95,344,50
"Vcan",0.635578231292516,0.212829386011734,0.0674805488024321,0.1311009950997,12,"t1p90_to_t1p95",1.9,1.95,344,50
