"test_ligand","auroc","aupr","aupr_corrected","pearson","activity_rank","window","baseline_model_time","response_model_time","n_background","n_targets"
"Sema3a",0.589455782312925,0.205418791090613,0.0600699538813108,0.128397553570238,3,"t0p55_to_t0p60",0.55,0.6,344,50
"Pecam1",0.589659863945578,0.2004345542827,0.0550857170733978,0.116176034510816,4,"t0p55_to_t0p60",0.55,0.6,344,50
"Nts",0.57265306122449,0.198588723318445,0.0532398861091432,0.143727797889713,5,"t0p55_to_t0p60",0.55,0.6,344,50
"C1qa",0.56891156462585,0.197682124204609,0.0523332869953062,0.102759924705659,6,"t0p55_to_t0p60",0.55,0.6,344,50
"Col1a1",0.578775510204082,0.196894650823654,0.0515458136143521,0.100025967711472,7,"t0p55_to_t0p60",0.55,0.6,344,50
"Vcan",0.574829931972789,0.19565152451524,0.0503026873059381,0.0981186462106963,8,"t0p55_to_t0p60",0.55,0.6,344,50
"Cdh4",0.588367346938776,0.194564837644014,0.0492160004347115,0.102812413197804,9,"t0p55_to_t0p60",0.55,0.6,344,50
"Clu",0.56142857142857,0.191974824568994,0.0466259873596921,0.0931979292810654,10,"t0p55_to_t0p60",0.55,0.6,344,50
"Fn1",0.569455782312925,0.191081048492055,0.045732211282753,0.0955876076031574,11,"t0p55_to_t0p60",0.55,0.6,344,50
"C3",0.582517006802721,0.189703147584671,0.0443543103753688,0.112333032810845,12,"t0p55_to_t0p60",0.55,0.6,344,50
"Sema3e",0.563265306122449,0.189154100316785,0.0438052631074824,0.0809288038141612,13,"t0p55_to_t0p60",0.55,0.6,344,50
"Spp1",0.59265306122449,0.188513625282037,0.0431647880727348,0.0319701580808562,14,"t0p55_to_t0p60",0.55,0.6,344,50
"Ccn2",0.546190476190476,0.187310085169762,0.04196124796046,0.0784328087679544,15,"t0p55_to_t0p60",0.55,0.6,344,50
"Lcn2",0.587891156462584,0.183642151044707,0.0382933138354044,0.0242787957933676,16,"t0p55_to_t0p60",0.55,0.6,344,50
"C1qb",0.569183673469387,0.179860010085349,0.0345111728760466,0.0857634142872232,17,"t0p55_to_t0p60",0.55,0.6,344,50
"Ntng1",0.56938775510204,0.17946328584479,0.0341144486354874,0.0869569228628695,18,"t0p55_to_t0p60",0.55,0.6,344,50
"Apoe",0.574081632653061,0.17590064091147,0.0305518037021678,0.0544799867440792,19,"t0p55_to_t0p60",0.55,0.6,344,50
"Sema3d",0.572108843537414,0.175827764223618,0.0304789270143159,0.0743390229816825,20,"t0p55_to_t0p60",0.55,0.6,344,50
"Lgals3bp",0.559591836734693,0.173511637521855,0.0281628003125524,0.0507651442205702,21,"t0p55_to_t0p60",0.55,0.6,344,50
"Igf1",0.551632653061224,0.173337063833661,0.0279882266243588,0.0620328526902137,22,"t0p55_to_t0p60",0.55,0.6,344,50
"Igf2",0.525918367346939,0.161213618094987,0.015864780885685,0.0040596795603298,23,"t0p55_to_t0p60",0.55,0.6,344,50
"Dcn",0.606598639455781,0.247080511835834,0.101731674626532,0.171216369483863,1,"t0p60_to_t0p65",0.6,0.65,344,50
"Cd300c2",0.648571428571428,0.229682713956042,0.0843338767467393,0.0553014289234235,2,"t0p60_to_t0p65",0.6,0.65,344,50
"Col1a1",0.603877551020408,0.229110593728545,0.0837617565192423,0.144391979814853,3,"t0p60_to_t0p65",0.6,0.65,344,50
"C1qa",0.587482993197278,0.221936196373626,0.0765873591643237,0.127945867053214,4,"t0p60_to_t0p65",0.6,0.65,344,50
"Ntng1",0.601156462585034,0.221683904412128,0.0763350672028256,0.147184851764675,5,"t0p60_to_t0p65",0.6,0.65,344,50
"Clu",0.593265306122448,0.219919256153129,0.0745704189438263,0.129226663822769,6,"t0p60_to_t0p65",0.6,0.65,344,50
"Spp1",0.60265306122449,0.219863603881158,0.0745147666718552,0.127019167182685,7,"t0p60_to_t0p65",0.6,0.65,344,50
"Nts",0.581564625850339,0.219336141922769,0.0739873047134663,0.154722422882133,8,"t0p60_to_t0p65",0.6,0.65,344,50
"Vcan",0.587006802721088,0.217239838094154,0.0718910008848514,0.121769844200616,9,"t0p60_to_t0p65",0.6,0.65,344,50
"Fn1",0.593537414965986,0.216116115682646,0.0707672784733434,0.129986739651143,10,"t0p60_to_t0p65",0.6,0.65,344,50
"Sema3a",0.600204081632653,0.214690200431628,0.0693413632223252,0.13169636228092,11,"t0p60_to_t0p65",0.6,0.65,344,50
"Pecam1",0.577959183673469,0.214491263451058,0.0691424262417554,0.121576994921231,12,"t0p60_to_t0p65",0.6,0.65,344,50
"C3",0.596190476190476,0.213460407393026,0.0681115701837235,0.137313378166687,13,"t0p60_to_t0p65",0.6,0.65,344,50
"Ccn2",0.572312925170068,0.209917847271711,0.0645690100624087,0.115252006296225,14,"t0p60_to_t0p65",0.6,0.65,344,50
"Cdh4",0.57408163265306,0.20802824155688,0.062679404347578,0.107125527395744,15,"t0p60_to_t0p65",0.6,0.65,344,50
"Sema3e",0.584761904761904,0.207010634827922,0.0616617976186198,0.105617406325776,16,"t0p60_to_t0p65",0.6,0.65,344,50
"Apoe",0.599455782312925,0.204272603374971,0.0589237661656689,0.0827863228724139,17,"t0p60_to_t0p65",0.6,0.65,344,50
"Igf1",0.582585034013604,0.201196383851378,0.0558475466420755,0.0986718957860737,18,"t0p60_to_t0p65",0.6,0.65,344,50
"Lgals3bp",0.588843537414965,0.199630407165241,0.0542815699559384,0.0784879106765189,19,"t0p60_to_t0p65",0.6,0.65,344,50
"Lcn2",0.60408163265306,0.198687418202253,0.0533385809929511,0.0333407838627276,20,"t0p60_to_t0p65",0.6,0.65,344,50
"Sema3d",0.590612244897959,0.194206412468028,0.048857575258726,0.0985466497566457,21,"t0p60_to_t0p65",0.6,0.65,344,50
"C1qb",0.574217687074829,0.194091194585733,0.0487423573764311,0.0989933450138177,22,"t0p60_to_t0p65",0.6,0.65,344,50
"Igf2",0.55095238095238,0.182777668430165,0.0374288312208626,0.033079059688719,23,"t0p60_to_t0p65",0.6,0.65,344,50
"Dcn",0.632414965986394,0.259943046943268,0.114594209733966,0.192265313693738,1,"t0p65_to_t0p70",0.65,0.7,344,50
"Cd300c2",0.674931972789114,0.248452204488571,0.103103367279269,0.0670779987350393,2,"t0p65_to_t0p70",0.65,0.7,344,50
"C1qa",0.614251700680272,0.237059922202122,0.09171108499282,0.155416251321594,3,"t0p65_to_t0p70",0.65,0.7,344,50
"Nts",0.601326530612245,0.235306817714494,0.089957980505192,0.163704896607666,4,"t0p65_to_t0p70",0.65,0.7,344,50
"Col1a1",0.61343537414966,0.231998848492688,0.0866500112833855,0.147748433648819,5,"t0p65_to_t0p70",0.65,0.7,344,50
"Spp1",0.622210884353741,0.229180239555563,0.0838314023462606,0.135022797940201,6,"t0p65_to_t0p70",0.65,0.7,344,50
"Pecam1",0.608741496598639,0.22666547155947,0.0813166343501679,0.150545856852083,7,"t0p65_to_t0p70",0.65,0.7,344,50
"C3",0.618401360544217,0.226381776001835,0.0810329387925326,0.157786032490527,8,"t0p65_to_t0p70",0.65,0.7,344,50
"Vcan",0.603095238095237,0.225481209473151,0.0801323722638486,0.139394782967692,9,"t0p65_to_t0p70",0.65,0.7,344,50
"Cdh4",0.616564625850339,0.22528365977986,0.0799348225705573,0.146095798643262,10,"t0p65_to_t0p70",0.65,0.7,344,50
"Fn1",0.604795918367346,0.224031236822042,0.0786823996127398,0.141364744906957,11,"t0p65_to_t0p70",0.65,0.7,344,50
"Clu",0.597312925170067,0.220223407964409,0.0748745707551066,0.135162690887693,12,"t0p65_to_t0p70",0.65,0.7,344,50
"Sema3a",0.610034013605441,0.21946480445479,0.074115967245488,0.147091893296022,13,"t0p65_to_t0p70",0.65,0.7,344,50
"Ntng1",0.617857142857143,0.218384735377701,0.0730358981683985,0.145761352126486,14,"t0p65_to_t0p70",0.65,0.7,344,50
"Sema3e",0.597448979591836,0.216909434240646,0.0715605970313437,0.118277394616913,15,"t0p65_to_t0p70",0.65,0.7,344,50
"Ccn2",0.577857142857142,0.215363361723011,0.0700145245137083,0.121696572237995,16,"t0p65_to_t0p70",0.65,0.7,344,50
"Apoe",0.614863945578231,0.21417260431631,0.0688237671070074,0.0955856021936565,17,"t0p65_to_t0p70",0.65,0.7,344,50
"Lcn2",0.621734693877551,0.211384494810105,0.0660356576008023,0.0424689951524682,18,"t0p65_to_t0p70",0.65,0.7,344,50
"C1qb",0.599013605442177,0.210055426485082,0.0647065892757792,0.12327288791636,19,"t0p65_to_t0p70",0.65,0.7,344,50
"Lgals3bp",0.595680272108843,0.20623211463416,0.0608832774248574,0.0871950875287016,20,"t0p65_to_t0p70",0.65,0.7,344,50
"Sema3d",0.604251700680271,0.204297186500276,0.0589483492909739,0.114581141302734,21,"t0p65_to_t0p70",0.65,0.7,344,50
"Igf2",0.568673469387754,0.185967095971575,0.040618258762273,0.0363863284967851,22,"t0p65_to_t0p70",0.65,0.7,344,50
"Igf1",0.577993197278911,0.184599793337886,0.0392509561285834,0.0574567441223634,23,"t0p65_to_t0p70",0.65,0.7,344,50
"Dcn",0.629455782312924,0.26425763744685,0.118908800237548,0.196080471815029,1,"t0p70_to_t0p75",0.7,0.75,344,50
"Cd300c2",0.673401360544216,0.251695496476957,0.106346659267655,0.0696256118510709,2,"t0p70_to_t0p75",0.7,0.75,344,50
"C1qa",0.618163265306122,0.237582031158104,0.0922331939488018,0.152784384845582,3,"t0p70_to_t0p75",0.7,0.75,344,50
"Col1a1",0.613401360544218,0.236373070779859,0.0910242335705569,0.151729573091136,4,"t0p70_to_t0p75",0.7,0.75,344,50
"Pecam1",0.614557823129251,0.236287483829903,0.0909386466206008,0.162949797294049,5,"t0p70_to_t0p75",0.7,0.75,344,50
"Nts",0.599183673469388,0.235020353472002,0.0896715162626996,0.163030331891152,6,"t0p70_to_t0p75",0.7,0.75,344,50
"Spp1",0.622448979591836,0.233886010908456,0.0885371736991533,0.137855628735611,7,"t0p70_to_t0p75",0.7,0.75,344,50
"Cdh4",0.61625850340136,0.230376063751468,0.0850272265421653,0.152482823204795,8,"t0p70_to_t0p75",0.7,0.75,344,50
"Vcan",0.605102040816326,0.226737641833302,0.0813888046239997,0.140776865483687,9,"t0p70_to_t0p75",0.7,0.75,344,50
"C3",0.618231292517007,0.224813746713749,0.0794649095044465,0.155498530739267,10,"t0p70_to_t0p75",0.7,0.75,344,50
"Clu",0.60095238095238,0.224517919265205,0.0791690820559028,0.139354824051744,11,"t0p70_to_t0p75",0.7,0.75,344,50
"Ccn2",0.579251700680271,0.220668591908287,0.0753197546989842,0.126575870077792,12,"t0p70_to_t0p75",0.7,0.75,344,50
"Sema3e",0.601224489795918,0.220591319356926,0.0752424821476238,0.122719977021951,13,"t0p70_to_t0p75",0.7,0.75,344,50
"Fn1",0.601156462585033,0.219403447707038,0.0740546104977357,0.133429060979738,14,"t0p70_to_t0p75",0.7,0.75,344,50
"Apoe",0.61891156462585,0.217536939933896,0.0721881027245935,0.0992191032528813,15,"t0p70_to_t0p75",0.7,0.75,344,50
"Lcn2",0.623945578231292,0.216320611209609,0.0709717740003069,0.0459600848320224,16,"t0p70_to_t0p75",0.7,0.75,344,50
"Sema3a",0.602585034013605,0.213850464714986,0.0685016275056833,0.134909958946507,17,"t0p70_to_t0p75",0.7,0.75,344,50
"Ntng1",0.607619047619047,0.213705367391646,0.0683565301823438,0.138249442837774,18,"t0p70_to_t0p75",0.7,0.75,344,50
"C1qb",0.601088435374149,0.20992410627946,0.0645752690701577,0.121879957814446,19,"t0p70_to_t0p75",0.7,0.75,344,50
"Lgals3bp",0.598843537414966,0.208208757183044,0.0628599199737417,0.0898626897597843,20,"t0p70_to_t0p75",0.7,0.75,344,50
"Sema3d",0.601768707482992,0.204789969014891,0.0594411318055887,0.116315626998838,21,"t0p70_to_t0p75",0.7,0.75,344,50
"Igf1",0.575782312925169,0.180520851440637,0.0351720142313349,0.0395947460506789,22,"t0p70_to_t0p75",0.7,0.75,344,50
"Igf2",0.565918367346938,0.171604272181635,0.0262554349723327,-0.0105969711656797,23,"t0p70_to_t0p75",0.7,0.75,344,50
"Dcn",0.658571428571427,0.283245544191734,0.137896706982432,0.222406926670117,1,"t0p75_to_t0p80",0.75,0.8,344,50
"Pecam1",0.635374149659863,0.259565826921685,0.114216989712383,0.191870399616619,2,"t0p75_to_t0p80",0.75,0.8,344,50
"Cd300c2",0.682380952380951,0.259416046261056,0.114067209051753,0.0735934910129454,3,"t0p75_to_t0p80",0.75,0.8,344,50
"Spp1",0.645850340136053,0.25469000490037,0.109341167691068,0.152387581211321,4,"t0p75_to_t0p80",0.75,0.8,344,50
"Cdh4",0.638707482993196,0.247074974145994,0.101726136936692,0.177345659717994,5,"t0p75_to_t0p80",0.75,0.8,344,50
"C1qa",0.638571428571427,0.245956921563854,0.100608084354551,0.166746565321931,6,"t0p75_to_t0p80",0.75,0.8,344,50
"Col1a1",0.636054421768707,0.245828110759999,0.100479273550697,0.172823681576997,7,"t0p75_to_t0p80",0.75,0.8,344,50
"Nts",0.622721088435373,0.245477049755879,0.100128212546577,0.170480022180862,8,"t0p75_to_t0p80",0.75,0.8,344,50
"Ccn2",0.610544217687074,0.24169940834042,0.0963505711311173,0.162724649303473,9,"t0p75_to_t0p80",0.75,0.8,344,50
"Vcan",0.628639455782312,0.2384966709791,0.0931478337697978,0.162186364744838,10,"t0p75_to_t0p80",0.75,0.8,344,50
"Sema3e",0.631632653061225,0.23762889988474,0.0922800626754377,0.152837366190932,11,"t0p75_to_t0p80",0.75,0.8,344,50
"Clu",0.631156462585033,0.237490966195299,0.092142128985997,0.166623624382326,12,"t0p75_to_t0p80",0.75,0.8,344,50
"C3",0.638299319727891,0.237222519670789,0.0918736824614862,0.174164596218096,13,"t0p75_to_t0p80",0.75,0.8,344,50
"Lcn2",0.6478231292517,0.234682191797156,0.0893333545878534,0.058461067528026,14,"t0p75_to_t0p80",0.75,0.8,344,50
"Ntng1",0.624421768707483,0.233110705592185,0.0877618683828827,0.159960856242566,15,"t0p75_to_t0p80",0.75,0.8,344,50
"Fn1",0.624965986394557,0.231977563271131,0.0866287260618282,0.158818026383691,16,"t0p75_to_t0p80",0.75,0.8,344,50
"Apoe",0.640544217687074,0.231487891205248,0.0861390539959455,0.11403966205243,17,"t0p75_to_t0p80",0.75,0.8,344,50
"Sema3a",0.635918367346938,0.228869239763369,0.0835204025540671,0.16368800677066,18,"t0p75_to_t0p80",0.75,0.8,344,50
"Sema3d",0.635034013605442,0.225796651891921,0.0804478146826189,0.148349099156602,19,"t0p75_to_t0p80",0.75,0.8,344,50
"C1qb",0.624557823129251,0.224381564506843,0.0790327272975405,0.145801222170906,20,"t0p75_to_t0p80",0.75,0.8,344,50
"Lgals3bp",0.623877551020408,0.221197396613899,0.0758485594045969,0.107040959692282,21,"t0p75_to_t0p80",0.75,0.8,344,50
"Igf1",0.590136054421767,0.183130138699583,0.0377813014902811,0.0273842212016108,22,"t0p75_to_t0p80",0.75,0.8,344,50
"Igf2",0.57408163265306,0.172202775169194,0.0268539379598914,-0.0322392533042134,23,"t0p75_to_t0p80",0.75,0.8,344,50
"Dcn",0.644965986394556,0.26950116208962,0.124152324880317,0.205631661343045,1,"t0p80_to_t0p85",0.8,0.85,344,50
"Cd300c2",0.684829931972787,0.251815817409558,0.106466980200256,0.071044281056769,2,"t0p80_to_t0p85",0.8,0.85,344,50
"Pecam1",0.625918367346938,0.247070868671865,0.101722031462562,0.177808674206214,3,"t0p80_to_t0p85",0.8,0.85,344,50
"Cdh4",0.632653061224489,0.243873771890995,0.0985249346816932,0.172211061957829,4,"t0p80_to_t0p85",0.8,0.85,344,50
"Col1a1",0.627551020408163,0.242093656421504,0.0967448192122014,0.1629955549945,5,"t0p80_to_t0p85",0.8,0.85,344,50
"Nts",0.615918367346938,0.240589164973225,0.095240327763923,0.168603689419034,6,"t0p80_to_t0p85",0.8,0.85,344,50
"Spp1",0.636258503401359,0.238749889992606,0.0934010527833039,0.14235075909429,7,"t0p80_to_t0p85",0.8,0.85,344,50
"C1qa",0.623129251700679,0.237477943305786,0.0921291060964834,0.154627548712386,8,"t0p80_to_t0p85",0.8,0.85,344,50
"Ccn2",0.599319727891156,0.232044922332042,0.0866960851227395,0.146516019594431,9,"t0p80_to_t0p85",0.8,0.85,344,50
"C3",0.631904761904762,0.231219596140331,0.0858707589310288,0.166195688114115,10,"t0p80_to_t0p85",0.8,0.85,344,50
"Vcan",0.617278911564625,0.230492531640723,0.0851436944314211,0.148549226358767,11,"t0p80_to_t0p85",0.8,0.85,344,50
"Clu",0.616326530612244,0.228229476365546,0.0828806391562439,0.150139654108646,12,"t0p80_to_t0p85",0.8,0.85,344,50
"Fn1",0.618639455782313,0.225861197355074,0.0805123601457718,0.146976030016952,13,"t0p80_to_t0p85",0.8,0.85,344,50
"Lcn2",0.63986394557823,0.225594440938437,0.0802456037291345,0.0525522496300078,14,"t0p80_to_t0p85",0.8,0.85,344,50
"Sema3e",0.614013605442177,0.224625495042307,0.0792766578330042,0.130968143528204,15,"t0p80_to_t0p85",0.8,0.85,344,50
"Sema3a",0.633197278911563,0.223966766129872,0.0786179289205692,0.15766993639078,16,"t0p80_to_t0p85",0.8,0.85,344,50
"Apoe",0.628503401360544,0.223739229645831,0.0783903924365291,0.105727570703295,17,"t0p80_to_t0p85",0.8,0.85,344,50
"Ntng1",0.619455782312925,0.220581959513598,0.0752331223042953,0.145690249064481,18,"t0p80_to_t0p85",0.8,0.85,344,50
"Lgals3bp",0.61251700680272,0.214600846390899,0.0692520091815971,0.099105419379871,19,"t0p80_to_t0p85",0.8,0.85,344,50
"C1qb",0.614761904761904,0.214066631626468,0.0687177944171657,0.130892415099046,20,"t0p80_to_t0p85",0.8,0.85,344,50
"Sema3d",0.621632653061223,0.212226492255578,0.0668776550462753,0.130770942926986,21,"t0p80_to_t0p85",0.8,0.85,344,50
"Igf1",0.574285714285713,0.176518498994495,0.0311696617851923,0.0251279701666937,22,"t0p80_to_t0p85",0.8,0.85,344,50
"Igf2",0.556666666666666,0.166031405586072,0.0206825683767692,-0.0348356970392447,23,"t0p80_to_t0p85",0.8,0.85,344,50
"Col1a1",0.665034013605441,0.282889568587324,0.137540731378022,0.221019351275855,1,"t0p85_to_t0p90",0.85,0.9,344,50
"C1qa",0.667074829931971,0.269653772908147,0.124304935698845,0.205945799944742,2,"t0p85_to_t0p90",0.85,0.9,344,50
"Pecam1",0.66081632653061,0.268968175403917,0.123619338194615,0.213753573905552,3,"t0p85_to_t0p90",0.85,0.9,344,50
"Cd300c2",0.693605442176869,0.268121067428936,0.122772230219634,0.0789784333120454,4,"t0p85_to_t0p90",0.85,0.9,344,50
"Spp1",0.663469387755101,0.266327236088879,0.120978398879577,0.161730752340541,5,"t0p85_to_t0p90",0.85,0.9,344,50
"Vcan",0.652108843537414,0.262288250080686,0.116939412871384,0.198716982497452,6,"t0p85_to_t0p90",0.85,0.9,344,50
"Nts",0.644829931972789,0.261169134727614,0.115820297518311,0.183377267933832,7,"t0p85_to_t0p90",0.85,0.9,344,50
"Cdh4",0.658027210884353,0.260165857735128,0.114817020525825,0.199244125306833,8,"t0p85_to_t0p90",0.85,0.9,344,50
"Fn1",0.648435374149659,0.254254213424477,0.108905376215175,0.192279918009581,9,"t0p85_to_t0p90",0.85,0.9,344,50
"Ntng1",0.659251700680271,0.254215931695378,0.108867094486076,0.19471187173137,10,"t0p85_to_t0p90",0.85,0.9,344,50
"C3",0.661836734693878,0.252640924929623,0.107292087720321,0.199360603115409,11,"t0p85_to_t0p90",0.85,0.9,344,50
"Apoe",0.665918367346938,0.252619545159785,0.107270707950483,0.137452523371362,12,"t0p85_to_t0p90",0.85,0.9,344,50
"Clu",0.652789115646257,0.252274278759774,0.106925441550472,0.192412349145249,13,"t0p85_to_t0p90",0.85,0.9,344,50
"Sema3e",0.648979591836734,0.248560366073087,0.103211528863785,0.173108276658904,14,"t0p85_to_t0p90",0.85,0.9,344,50
"Dcn",0.66829931972789,0.248296065395363,0.10294722818606,0.189080805609033,15,"t0p85_to_t0p90",0.85,0.9,344,50
"Ccn2",0.62251700680272,0.248259815627791,0.102910978418489,0.175783174716802,16,"t0p85_to_t0p90",0.85,0.9,344,50
"Sema3a",0.652380952380951,0.247951743340697,0.102602906131395,0.189895950020471,17,"t0p85_to_t0p90",0.85,0.9,344,50
"Lcn2",0.664217687074829,0.243071471503249,0.0977226342939471,0.0656024803605778,18,"t0p85_to_t0p90",0.85,0.9,344,50
"C1qb",0.648163265306122,0.239562558466843,0.0942137212575404,0.174515721747797,19,"t0p85_to_t0p90",0.85,0.9,344,50
"Lgals3bp",0.650408163265306,0.239484597248453,0.0941357600391505,0.133872660523919,20,"t0p85_to_t0p90",0.85,0.9,344,50
"Sema3d",0.656530612244897,0.236546070856421,0.091197233647119,0.170938838984077,21,"t0p85_to_t0p90",0.85,0.9,344,50
"Igf2",0.607414965986394,0.224222242003428,0.078873404794126,0.0215055090532347,22,"t0p85_to_t0p90",0.85,0.9,344,50
"Igf1",0.623401360544217,0.208405297178325,0.0630564599690228,0.0838670730708041,23,"t0p85_to_t0p90",0.85,0.9,344,50
"Pecam1",0.624285714285713,0.246701958548869,0.101353121339567,0.175417266265588,1,"t0p90_to_t0p95",0.9,0.95,344,50
"Spp1",0.633469387755101,0.244924786313241,0.0995759491039382,0.146104791510403,2,"t0p90_to_t0p95",0.9,0.95,344,50
"Cd300c2",0.67455782312925,0.244535990421649,0.0991871532123464,0.0666871267456128,3,"t0p90_to_t0p95",0.9,0.95,344,50
"C1qa",0.640340136054421,0.242082916366985,0.0967340791576822,0.164365526855276,4,"t0p90_to_t0p95",0.9,0.95,344,50
"Col1a1",0.628979591836733,0.238382998892015,0.0930341616827131,0.163914253279182,5,"t0p90_to_t0p95",0.9,0.95,344,50
"Nts",0.616462585034013,0.237334210113881,0.0919853729045786,0.166234588199745,6,"t0p90_to_t0p95",0.9,0.95,344,50
"Cdh4",0.632585034013605,0.236355063804362,0.0910062265950599,0.164340807596396,7,"t0p90_to_t0p95",0.9,0.95,344,50
"Ccn2",0.60578231292517,0.235530034777781,0.0901811975684782,0.153376844431467,8,"t0p90_to_t0p95",0.9,0.95,344,50
"Vcan",0.624149659863945,0.231648211257037,0.0862993740477347,0.152920544189633,9,"t0p90_to_t0p95",0.9,0.95,344,50
"Ntng1",0.622380952380951,0.231234964956233,0.0858861277469303,0.1563672840539,10,"t0p90_to_t0p95",0.9,0.95,344,50
"Clu",0.631768707482992,0.230996722293768,0.0856478850844652,0.161602912316299,11,"t0p90_to_t0p95",0.9,0.95,344,50
"C3",0.633809523809524,0.228474412230229,0.0831255750209264,0.164853668735304,12,"t0p90_to_t0p95",0.9,0.95,344,50
"Lcn2",0.641836734693877,0.227970800385037,0.0826219631757351,0.0541804912565241,13,"t0p90_to_t0p95",0.9,0.95,344,50
"Sema3e",0.619319727891156,0.226267549066582,0.0809187118572793,0.136487220523586,14,"t0p90_to_t0p95",0.9,0.95,344,50
"Dcn",0.640068027210883,0.225643553502931,0.0802947162936291,0.154232763841126,15,"t0p90_to_t0p95",0.9,0.95,344,50
"Fn1",0.619795918367346,0.225567721884166,0.0802188846748638,0.149195634513758,16,"t0p90_to_t0p95",0.9,0.95,344,50
"Apoe",0.637687074829931,0.224832461123542,0.0794836239142397,0.108393894397206,17,"t0p90_to_t0p95",0.9,0.95,344,50
"Sema3a",0.631632653061223,0.224421491920075,0.079072654710773,0.156941769254693,18,"t0p90_to_t0p95",0.9,0.95,344,50
"Lgals3bp",0.626598639455782,0.219477326837772,0.0741284896284699,0.106430679530383,19,"t0p90_to_t0p95",0.9,0.95,344,50
"C1qb",0.618095238095238,0.218680861635655,0.0733320244263523,0.138931130505869,20,"t0p90_to_t0p95",0.9,0.95,344,50
"Sema3d",0.630680272108844,0.217146121063698,0.071797283854396,0.137765585109235,21,"t0p90_to_t0p95",0.9,0.95,344,50
"Igf1",0.59251700680272,0.188141793920002,0.0427929567106997,0.0460060765147506,22,"t0p90_to_t0p95",0.9,0.95,344,50
"Igf2",0.569795918367346,0.169817045899942,0.02446820869064,-0.0334846414751034,23,"t0p90_to_t0p95",0.9,0.95,344,50
"C1qb",0.665102040816326,0.326911074926472,0.18156223771717,0.261469710201345,1,"t0p95_to_t1p00",0.95,1,344,50
"Spp1",0.655306122448979,0.321094160246883,0.17574532303758,0.179864231925759,2,"t0p95_to_t1p00",0.95,1,344,50
"Ntng1",0.682312925170067,0.320025344810895,0.174676507601593,0.255657213871142,3,"t0p95_to_t1p00",0.95,1,344,50
"Col1a1",0.675918367346938,0.315582987423132,0.170234150213829,0.255540571121199,4,"t0p95_to_t1p00",0.95,1,344,50
"Pecam1",0.657142857142857,0.315141546711465,0.169792709502163,0.237300271104238,5,"t0p95_to_t1p00",0.95,1,344,50
"Ccn2",0.650340136054421,0.307033241273535,0.161684404064232,0.242816307450877,6,"t0p95_to_t1p00",0.95,1,344,50
"Vcan",0.650748299319727,0.30411075912602,0.158761921916717,0.226767350850631,7,"t0p95_to_t1p00",0.95,1,344,50
"Nts",0.663537414965986,0.303742493615207,0.158393656405905,0.198903713514453,8,"t0p95_to_t1p00",0.95,1,344,50
"Lcn2",0.664285714285714,0.297519531212219,0.152170694002917,0.0859747052741779,9,"t0p95_to_t1p00",0.95,1,344,50
"C3",0.654489795918366,0.294273207186666,0.148924369977364,0.226384861540266,10,"t0p95_to_t1p00",0.95,1,344,50
"Fn1",0.65299319727891,0.293812039019667,0.148463201810365,0.226288387092333,11,"t0p95_to_t1p00",0.95,1,344,50
"C1qa",0.660340136054421,0.293635365357962,0.14828652814866,0.222341158601344,12,"t0p95_to_t1p00",0.95,1,344,50
"Sema3e",0.656802721088435,0.290895619212075,0.145546782002773,0.220182529641221,13,"t0p95_to_t1p00",0.95,1,344,50
"Sema3a",0.637755102040816,0.286816640073728,0.141467802864426,0.215641986984908,14,"t0p95_to_t1p00",0.95,1,344,50
"Clu",0.648095238095239,0.284982077111644,0.139633239902342,0.208913638203075,15,"t0p95_to_t1p00",0.95,1,344,50
"Cdh4",0.631632653061223,0.282412885266549,0.137064048057247,0.201523307689657,16,"t0p95_to_t1p00",0.95,1,344,50
"Apoe",0.661904761904761,0.280230092379953,0.134881255170651,0.149656891527125,17,"t0p95_to_t1p00",0.95,1,344,50
"Lgals3bp",0.656394557823127,0.270598534828765,0.125249697619463,0.154780060341072,18,"t0p95_to_t1p00",0.95,1,344,50
"Sema3d",0.643741496598639,0.26719766096206,0.121848823752758,0.186381633982625,19,"t0p95_to_t1p00",0.95,1,344,50
"Dcn",0.651292517006801,0.266698934656181,0.121350097446879,0.198840360313748,20,"t0p95_to_t1p00",0.95,1,344,50
"Cd300c2",0.659795918367345,0.2545845211658,0.109235683956497,0.0670440587043873,21,"t0p95_to_t1p00",0.95,1,344,50
"Igf2",0.611020408163264,0.25208666010956,0.106737822900258,0.0491513393116096,22,"t0p95_to_t1p00",0.95,1,344,50
"Igf1",0.637142857142857,0.234555549067278,0.0892067118579759,0.130329033856404,23,"t0p95_to_t1p00",0.95,1,344,50
"Cdh4",0.489455782312925,0.142893797799091,-0.00245503941021111,-0.0125563146798937,1,"t1p00_to_t1p05",1,1.05,344,50
"Lgals3bp",0.47047619047619,0.141239345953798,-0.00410949125550428,0.0106722147203623,2,"t1p00_to_t1p05",1,1.05,344,50
"Pecam1",0.489455782312925,0.140819796593374,-0.00452904061592874,-0.019187024629484,3,"t1p00_to_t1p05",1,1.05,344,50
"Lcn2",0.463809523809524,0.139296813127785,-0.00605202408151781,-0.0360331625746249,4,"t1p00_to_t1p05",1,1.05,344,50
"Dcn",0.490340136054421,0.13899906680061,-0.00634977040869208,-0.025083724066465,5,"t1p00_to_t1p05",1,1.05,344,50
