time,pair_id,ligand,receptor,pair,score,max_edge,nonzero_edges,n_cell_types,n_expression_supported_cell_types,n_expression_unsupported_cell_types,n_expression_supported_type_edges,peak_sender,peak_receiver,cluster,representativeness_rank_within_pattern,distance_to_pattern_prototype,display_order
4.0,"[""WNT10B"",""FZD4_LRP6""]",WNT10B,FZD4_LRP6,WNT10B_FZD4_LRP6,0.0030871272943254,0.0015236334830643,126,20,20,0,400,sfrpEGC,sfrpEGC,2,17,0.3011582848175665,42
0.0,"[""COL6A6"",""ITGA3_ITGB1""]",COL6A6,ITGA3_ITGB1,COL6A6_ITGA3_ITGB1,0.0102337524566452,0.0024735195638429,152,18,18,0,324,reaEGC,wntEGC,2,18,0.3092343446699029,43
0.5,"[""COL6A6"",""ITGA3_ITGB1""]",COL6A6,ITGA3_ITGB1,COL6A6_ITGA3_ITGB1,0.0098314541236507,0.0023539643718041,120,19,19,0,361,wntEGC,wntEGC,2,18,0.3092343446699029,43
1.0,"[""COL6A6"",""ITGA3_ITGB1""]",COL6A6,ITGA3_ITGB1,COL6A6_ITGA3_ITGB1,0.007759752426626,0.0016938023817919,139,19,19,0,361,sfrpEGC,wntEGC,2,18,0.3092343446699029,43
1.5,"[""COL6A6"",""ITGA3_ITGB1""]",COL6A6,ITGA3_ITGB1,COL6A6_ITGA3_ITGB1,0.0145580931070677,0.0040787149867653,126,19,19,0,361,wntEGC,wntEGC,2,18,0.3092343446699029,43
2.0,"[""COL6A6"",""ITGA3_ITGB1""]",COL6A6,ITGA3_ITGB1,COL6A6_ITGA3_ITGB1,0.0251204020052403,0.0043619252377477,190,18,18,0,324,CP,sfrpEGC,2,18,0.3092343446699029,43
2.5,"[""COL6A6"",""ITGA3_ITGB1""]",COL6A6,ITGA3_ITGB1,COL6A6_ITGA3_ITGB1,0.0348648402227139,0.0067844968243168,191,22,22,0,484,sfrpEGC,sfrpEGC,2,18,0.3092343446699029,43
3.0,"[""COL6A6"",""ITGA3_ITGB1""]",COL6A6,ITGA3_ITGB1,COL6A6_ITGA3_ITGB1,0.0307026695674034,0.0087025428565491,213,21,21,0,441,CP,CP,2,18,0.3092343446699029,43
3.5,"[""COL6A6"",""ITGA3_ITGB1""]",COL6A6,ITGA3_ITGB1,COL6A6_ITGA3_ITGB1,0.0542048431788987,0.0106908932482252,197,21,21,0,441,sfrpEGC,sfrpEGC,2,18,0.3092343446699029,43
4.0,"[""COL6A6"",""ITGA3_ITGB1""]",COL6A6,ITGA3_ITGB1,COL6A6_ITGA3_ITGB1,0.0200128821759614,0.0060168028359591,151,20,20,0,400,wntEGC,wntEGC,2,18,0.3092343446699029,43
0.0,"[""EFNA5"",""EPHB2""]",EFNA5,EPHB2,EFNA5_EPHB2,0.491857425322428,0.087217672205052,164,18,18,0,324,reaEGC,wntEGC,2,19,0.3129424990414348,44
0.5,"[""EFNA5"",""EPHB2""]",EFNA5,EPHB2,EFNA5_EPHB2,0.6678267404092301,0.1998682664586214,120,19,19,0,361,wntEGC,wntEGC,2,19,0.3129424990414348,44
1.0,"[""EFNA5"",""EPHB2""]",EFNA5,EPHB2,EFNA5_EPHB2,0.6766367381230678,0.1314143591807287,140,19,19,0,361,ribEGC,wntEGC,2,19,0.3129424990414348,44
1.5,"[""EFNA5"",""EPHB2""]",EFNA5,EPHB2,EFNA5_EPHB2,1.033019739277104,0.2800733365044749,126,19,19,0,361,wntEGC,wntEGC,2,19,0.3129424990414348,44
2.0,"[""EFNA5"",""EPHB2""]",EFNA5,EPHB2,EFNA5_EPHB2,0.9912681293012092,0.2837782702074783,190,18,18,0,324,reaEGC,reaEGC,2,19,0.3129424990414348,44
2.5,"[""EFNA5"",""EPHB2""]",EFNA5,EPHB2,EFNA5_EPHB2,1.8409415369260969,0.4524356916511417,191,22,22,0,484,sfrpEGC,sfrpEGC,2,19,0.3129424990414348,44
3.0,"[""EFNA5"",""EPHB2""]",EFNA5,EPHB2,EFNA5_EPHB2,1.7764828870190397,0.3677180708035171,224,21,21,0,441,reaEGC,sfrpEGC,2,19,0.3129424990414348,44
3.5,"[""EFNA5"",""EPHB2""]",EFNA5,EPHB2,EFNA5_EPHB2,3.1877838151306994,0.6891483661669304,197,21,21,0,441,sfrpEGC,sfrpEGC,2,19,0.3129424990414348,44
4.0,"[""EFNA5"",""EPHB2""]",EFNA5,EPHB2,EFNA5_EPHB2,1.207139409768478,0.3006449913661214,163,20,20,0,400,sfrpEGC,wntEGC,2,19,0.3129424990414348,44
0.0,"[""LAMC1"",""ITGA7_ITGB1""]",LAMC1,ITGA7_ITGB1,LAMC1_ITGA7_ITGB1,0.034761645839104,0.0075324751705922,147,18,18,0,324,sfrpEGC,wntEGC,2,20,0.3143059579847411,45
0.5,"[""LAMC1"",""ITGA7_ITGB1""]",LAMC1,ITGA7_ITGB1,LAMC1_ITGA7_ITGB1,0.0456991786249729,0.0145995858005952,120,19,19,0,361,wntEGC,wntEGC,2,20,0.3143059579847411,45
1.0,"[""LAMC1"",""ITGA7_ITGB1""]",LAMC1,ITGA7_ITGB1,LAMC1_ITGA7_ITGB1,0.0394257918206652,0.0112388721492814,135,19,19,0,361,sfrpEGC,sfrpEGC,2,20,0.3143059579847411,45
1.5,"[""LAMC1"",""ITGA7_ITGB1""]",LAMC1,ITGA7_ITGB1,LAMC1_ITGA7_ITGB1,0.0728184156750583,0.0220965842293315,126,19,19,0,361,wntEGC,wntEGC,2,20,0.3143059579847411,45
2.0,"[""LAMC1"",""ITGA7_ITGB1""]",LAMC1,ITGA7_ITGB1,LAMC1_ITGA7_ITGB1,0.0868647931409598,0.0261939776282722,176,18,18,0,324,wntEGC,wntEGC,2,20,0.3143059579847411,45
2.5,"[""LAMC1"",""ITGA7_ITGB1""]",LAMC1,ITGA7_ITGB1,LAMC1_ITGA7_ITGB1,0.1088508092378359,0.030386176743727,191,22,22,0,484,sfrpEGC,sfrpEGC,2,20,0.3143059579847411,45
3.0,"[""LAMC1"",""ITGA7_ITGB1""]",LAMC1,ITGA7_ITGB1,LAMC1_ITGA7_ITGB1,0.1033386569574396,0.0288658820307886,213,21,21,0,441,sfrpEGC,sfrpEGC,2,20,0.3143059579847411,45
3.5,"[""LAMC1"",""ITGA7_ITGB1""]",LAMC1,ITGA7_ITGB1,LAMC1_ITGA7_ITGB1,0.1517586824196929,0.0358638799499287,197,21,21,0,441,sfrpEGC,sfrpEGC,2,20,0.3143059579847411,45
4.0,"[""LAMC1"",""ITGA7_ITGB1""]",LAMC1,ITGA7_ITGB1,LAMC1_ITGA7_ITGB1,0.0628037299857747,0.0217667310857494,161,20,20,0,400,wntEGC,wntEGC,2,20,0.3143059579847411,45
0.0,"[""COL6A3"",""ITGA3_ITGB1""]",COL6A3,ITGA3_ITGB1,COL6A3_ITGA3_ITGB1,0.0241281516743735,0.0058140709046298,156,18,18,0,324,reaEGC,reaEGC,2,21,0.3154159140545545,46
0.5,"[""COL6A3"",""ITGA3_ITGB1""]",COL6A3,ITGA3_ITGB1,COL6A3_ITGA3_ITGB1,0.0335979664693923,0.0060943828249076,120,19,19,0,361,Oligo,VLMC,2,21,0.3154159140545545,46
1.0,"[""COL6A3"",""ITGA3_ITGB1""]",COL6A3,ITGA3_ITGB1,COL6A3_ITGA3_ITGB1,0.0297054073852898,0.0058352862173319,139,19,19,0,361,VLMC,sfrpEGC,2,21,0.3154159140545545,46
1.5,"[""COL6A3"",""ITGA3_ITGB1""]",COL6A3,ITGA3_ITGB1,COL6A3_ITGA3_ITGB1,0.0578532188883689,0.0166871690897672,126,19,19,0,361,wntEGC,wntEGC,2,21,0.3154159140545545,46
2.0,"[""COL6A3"",""ITGA3_ITGB1""]",COL6A3,ITGA3_ITGB1,COL6A3_ITGA3_ITGB1,0.0508741232599336,0.0088370309028324,179,18,18,0,324,reaEGC,reaEGC,2,21,0.3154159140545545,46
2.5,"[""COL6A3"",""ITGA3_ITGB1""]",COL6A3,ITGA3_ITGB1,COL6A3_ITGA3_ITGB1,0.1444969805907583,0.0285224227165605,191,22,22,0,484,wntEGC,sfrpEGC,2,21,0.3154159140545545,46
3.0,"[""COL6A3"",""ITGA3_ITGB1""]",COL6A3,ITGA3_ITGB1,COL6A3_ITGA3_ITGB1,0.0813904837504558,0.0178362003143593,213,21,21,0,441,CP,reaEGC,2,21,0.3154159140545545,46
3.5,"[""COL6A3"",""ITGA3_ITGB1""]",COL6A3,ITGA3_ITGB1,COL6A3_ITGA3_ITGB1,0.194399921649934,0.0406276496521687,197,21,21,0,441,sfrpEGC,sfrpEGC,2,21,0.3154159140545545,46
4.0,"[""COL6A3"",""ITGA3_ITGB1""]",COL6A3,ITGA3_ITGB1,COL6A3_ITGA3_ITGB1,0.0376705859444232,0.012790536307973,157,20,20,0,400,sfrpEGC,sfrpEGC,2,21,0.3154159140545545,46
0.0,"[""COL4A2"",""SDC4""]",COL4A2,SDC4,COL4A2_SDC4,0.4528483369628464,0.1335565371910036,164,18,18,0,324,reaEGC,reaEGC,2,22,0.3161242193941506,47
0.5,"[""COL4A2"",""SDC4""]",COL4A2,SDC4,COL4A2_SDC4,0.2616465366048656,0.0952244960193122,120,19,19,0,361,wntEGC,wntEGC,2,22,0.3161242193941506,47
1.0,"[""COL4A2"",""SDC4""]",COL4A2,SDC4,COL4A2_SDC4,0.2527165260437224,0.1350462392694463,140,19,19,0,361,wntEGC,wntEGC,2,22,0.3161242193941506,47
1.5,"[""COL4A2"",""SDC4""]",COL4A2,SDC4,COL4A2_SDC4,0.4629055491205316,0.1868050054623046,126,19,19,0,361,wntEGC,wntEGC,2,22,0.3161242193941506,47
2.0,"[""COL4A2"",""SDC4""]",COL4A2,SDC4,COL4A2_SDC4,0.3202908782970054,0.0469254803342324,190,18,18,0,324,sfrpEGC,sfrpEGC,2,22,0.3161242193941506,47
2.5,"[""COL4A2"",""SDC4""]",COL4A2,SDC4,COL4A2_SDC4,0.8990281397657944,0.2256594850292025,191,22,22,0,484,sfrpEGC,sfrpEGC,2,22,0.3161242193941506,47
3.0,"[""COL4A2"",""SDC4""]",COL4A2,SDC4,COL4A2_SDC4,0.6014125359522782,0.1447956883357091,224,21,21,0,441,wntEGC,wntEGC,2,22,0.3161242193941506,47
3.5,"[""COL4A2"",""SDC4""]",COL4A2,SDC4,COL4A2_SDC4,1.2609037323749963,0.3261348936622006,197,21,21,0,441,sfrpEGC,sfrpEGC,2,22,0.3161242193941506,47
4.0,"[""COL4A2"",""SDC4""]",COL4A2,SDC4,COL4A2_SDC4,0.5333194504602897,0.2144561044373383,157,20,20,0,400,wntEGC,wntEGC,2,22,0.3161242193941506,47
0.0,"[""EFNA5"",""EPHA2""]",EFNA5,EPHA2,EFNA5_EPHA2,0.1306470321952225,0.0255761156249444,164,18,18,0,324,ribEGC,wntEGC,2,23,0.3201402367464602,48
0.5,"[""EFNA5"",""EPHA2""]",EFNA5,EPHA2,EFNA5_EPHA2,0.1049729597913658,0.0347372115199541,120,19,19,0,361,wntEGC,wntEGC,2,23,0.3201402367464602,48
1.0,"[""EFNA5"",""EPHA2""]",EFNA5,EPHA2,EFNA5_EPHA2,0.1063398389445164,0.0201794652045531,115,19,19,0,361,ribEGC,sfrpEGC,2,23,0.3201402367464602,48
1.5,"[""EFNA5"",""EPHA2""]",EFNA5,EPHA2,EFNA5_EPHA2,0.1720765430010022,0.0523095278202257,126,19,19,0,361,wntEGC,wntEGC,2,23,0.3201402367464602,48
2.0,"[""EFNA5"",""EPHA2""]",EFNA5,EPHA2,EFNA5_EPHA2,0.1630082144724454,0.0475897917338287,157,18,18,0,324,reaEGC,reaEGC,2,23,0.3201402367464602,48
2.5,"[""EFNA5"",""EPHA2""]",EFNA5,EPHA2,EFNA5_EPHA2,0.3204502619486851,0.0894309237036529,191,22,22,0,484,sfrpEGC,sfrpEGC,2,23,0.3201402367464602,48
3.0,"[""EFNA5"",""EPHA2""]",EFNA5,EPHA2,EFNA5_EPHA2,0.2685778023734845,0.0698294538363397,218,21,21,0,441,reaEGC,reaEGC,2,23,0.3201402367464602,48
3.5,"[""EFNA5"",""EPHA2""]",EFNA5,EPHA2,EFNA5_EPHA2,0.4938653692155427,0.1196814476860167,197,21,21,0,441,sfrpEGC,sfrpEGC,2,23,0.3201402367464602,48
4.0,"[""EFNA5"",""EPHA2""]",EFNA5,EPHA2,EFNA5_EPHA2,0.2264647876899955,0.0886254224012782,150,20,20,0,400,wntEGC,wntEGC,2,23,0.3201402367464602,48
0.0,"[""NFASC"",""CNTN1_CNTNAP1""]",NFASC,CNTN1_CNTNAP1,NFASC_CNTN1_CNTNAP1,0.013223224262336,0.0039880791194219,89,18,18,0,324,sfrpEGC,sfrpEGC,2,24,0.3206285162018142,49
0.5,"[""NFASC"",""CNTN1_CNTNAP1""]",NFASC,CNTN1_CNTNAP1,NFASC_CNTN1_CNTNAP1,0.0202875886229072,0.0063561397117895,120,19,19,0,361,wntEGC,wntEGC,2,24,0.3206285162018142,49
1.0,"[""NFASC"",""CNTN1_CNTNAP1""]",NFASC,CNTN1_CNTNAP1,NFASC_CNTN1_CNTNAP1,0.0004217377713263,7.545375028624424e-05,44,19,19,0,361,wntEGC,cckIN,2,24,0.3206285162018142,49
1.5,"[""NFASC"",""CNTN1_CNTNAP1""]",NFASC,CNTN1_CNTNAP1,NFASC_CNTN1_CNTNAP1,0.0225407178592164,0.0066150184683976,126,19,19,0,361,wntEGC,wntEGC,2,24,0.3206285162018142,49
2.0,"[""NFASC"",""CNTN1_CNTNAP1""]",NFASC,CNTN1_CNTNAP1,NFASC_CNTN1_CNTNAP1,0.0152810063262049,0.0053184829376122,114,18,18,0,324,sfrpEGC,sfrpEGC,2,24,0.3206285162018142,49
2.5,"[""NFASC"",""CNTN1_CNTNAP1""]",NFASC,CNTN1_CNTNAP1,NFASC_CNTN1_CNTNAP1,0.0372554940726093,0.0077184772387681,191,22,22,0,484,sfrpEGC,sfrpEGC,2,24,0.3206285162018142,49
3.0,"[""NFASC"",""CNTN1_CNTNAP1""]",NFASC,CNTN1_CNTNAP1,NFASC_CNTN1_CNTNAP1,0.0399646439864605,0.0096546155361788,189,21,21,0,441,wntEGC,wntEGC,2,24,0.3206285162018142,49
3.5,"[""NFASC"",""CNTN1_CNTNAP1""]",NFASC,CNTN1_CNTNAP1,NFASC_CNTN1_CNTNAP1,0.0897462109796867,0.0170194708218013,197,21,21,0,441,sfrpEGC,sfrpEGC,2,24,0.3206285162018142,49
4.0,"[""NFASC"",""CNTN1_CNTNAP1""]",NFASC,CNTN1_CNTNAP1,NFASC_CNTN1_CNTNAP1,0.0198618349742178,0.0110568279557332,81,20,20,0,400,sfrpEGC,sfrpEGC,2,24,0.3206285162018142,49
0.0,"[""CSPG4"",""ITGA3_ITGB1""]",CSPG4,ITGA3_ITGB1,CSPG4_ITGA3_ITGB1,0.0140306816570126,0.0059762419018731,142,18,18,0,324,wntEGC,wntEGC,2,25,0.322199199393587,50
0.5,"[""CSPG4"",""ITGA3_ITGB1""]",CSPG4,ITGA3_ITGB1,CSPG4_ITGA3_ITGB1,0.0156641882906295,0.0053294365115554,120,19,19,0,361,wntEGC,wntEGC,2,25,0.322199199393587,50
1.0,"[""CSPG4"",""ITGA3_ITGB1""]",CSPG4,ITGA3_ITGB1,CSPG4_ITGA3_ITGB1,0.0174237478588105,0.006452839063141,130,19,19,0,361,wntEGC,wntEGC,2,25,0.322199199393587,50
1.5,"[""CSPG4"",""ITGA3_ITGB1""]",CSPG4,ITGA3_ITGB1,CSPG4_ITGA3_ITGB1,0.0240008216068177,0.0088338229802512,126,19,19,0,361,wntEGC,wntEGC,2,25,0.322199199393587,50
2.0,"[""CSPG4"",""ITGA3_ITGB1""]",CSPG4,ITGA3_ITGB1,CSPG4_ITGA3_ITGB1,0.0277891843317875,0.0044593556825216,190,18,18,0,324,CP,tlNBL,2,25,0.322199199393587,50
2.5,"[""CSPG4"",""ITGA3_ITGB1""]",CSPG4,ITGA3_ITGB1,CSPG4_ITGA3_ITGB1,0.0471900442497952,0.0094930690823808,191,22,22,0,484,wntEGC,sfrpEGC,2,25,0.322199199393587,50
3.0,"[""CSPG4"",""ITGA3_ITGB1""]",CSPG4,ITGA3_ITGB1,CSPG4_ITGA3_ITGB1,0.0296931445723476,0.0039109169657204,208,21,21,0,441,CP,reaEGC,2,25,0.322199199393587,50
3.5,"[""CSPG4"",""ITGA3_ITGB1""]",CSPG4,ITGA3_ITGB1,CSPG4_ITGA3_ITGB1,0.074946832908667,0.0136227915509479,197,21,21,0,441,sfrpEGC,sfrpEGC,2,25,0.322199199393587,50
4.0,"[""CSPG4"",""ITGA3_ITGB1""]",CSPG4,ITGA3_ITGB1,CSPG4_ITGA3_ITGB1,0.0294686361077962,0.0122368818956514,143,20,20,0,400,sfrpEGC,sfrpEGC,2,25,0.322199199393587,50
