pair_id,ligand,receptor,pair,auc,peak_time,peak_score,start_score,end_score,delta_end_start,score_range,cluster
"[""BMP7"",""BMPR1A_ACVR2A""]",BMP7,BMPR1A_ACVR2A,BMP7_BMPR1A_ACVR2A,0.5857044996113518,3.5,0.2553866352746701,0.03587621574437327,0.07873469515387509,0.04285847940950182,0.21951041953029682,2
"[""BMP7"",""BMPR1A_BMPR2""]",BMP7,BMPR1A_BMPR2,BMP7_BMPR1A_BMPR2,0.5857044996113518,3.5,0.2553866352746701,0.03587621574437327,0.07873469515387509,0.04285847940950182,0.21951041953029682,2
"[""BTC"",""ERBB2_ERBB4""]",BTC,ERBB2_ERBB4,BTC_ERBB2_ERBB4,0.03970386703013301,1.5,0.01599438422701425,0.008584068448945445,0.013064766468724452,0.0044806980197790065,0.012966513960453134,2
"[""BTC"",""ERBB4""]",BTC,ERBB4,BTC_ERBB4,0.13288503686899367,1.5,0.07139945638742624,0.027634090236775807,0.0382949026009518,0.010660812364175994,0.06205886409511098,2
"[""CALCB"",""CALCR""]",CALCB,CALCR,CALCB_CALCR,0.06842135421659659,3.5,0.039795333249126666,0.002697149566652546,0.00742700673187961,0.0047298571652270634,0.03709818368247412,2
"[""CALCB"",""CALCRL""]",CALCB,CALCRL,CALCB_CALCRL,0.1115031567062588,3.5,0.06953670626996084,0.007694683581133457,0.01315355993008496,0.005458876348951502,0.06184202268882738,2
"[""CCK"",""CCKAR""]",CCK,CCKAR,CCK_CCKAR,3.1550222591513646,3.5,3.0087171743125483,0.023110447197899314,0.2790443492535862,0.2559339020556869,2.985606727114649,2
"[""CCL19"",""ACKR4""]",CCL19,ACKR4,CCL19_ACKR4,0.005344857459027529,0.0,0.002499381267885819,0.002499381267885819,0.0005715240402734488,-0.0019278572276123704,0.00206413027986863,2
"[""CD34"",""SELP""]",CD34,SELP,CD34_SELP,0.13792778110947443,2.0,0.06933321221918085,0.024452690047316164,0.021104829840783497,-0.003347860206532667,0.06074449462390791,2
"[""CD40LG"",""ITGA5_ITGB1""]",CD40LG,ITGA5_ITGB1,CD40LG_ITGA5_ITGB1,0.05436577134553826,1.5,0.019337686048795384,0.011856568294518066,0.00923885566836397,-0.002617712626154095,0.014711860260859522,2
"[""CD40LG"",""ITGAM_ITGB2""]",CD40LG,ITGAM_ITGB2,CD40LG_ITGAM_ITGB2,0.016570034566168887,2.5,0.008877070381885031,0.0028475238209202517,0.0015046148832904799,-0.0013429089376297719,0.007603370994885634,2
"[""CDH1"",""CDH1""]",CDH1,CDH1,CDH1_CDH1,0.7880714911785258,1.0,0.2970335683587705,0.2656952907340437,0.18609359129848754,-0.07960169943555614,0.2887522886014059,2
"[""CDH1"",""ITGAE_ITGB7""]",CDH1,ITGAE_ITGB7,CDH1_ITGAE_ITGB7,0.05754114285833753,2.5,0.028025893947225072,0.00556303923344246,0.005591717462246854,2.8678228804393698e-05,0.025996062534082414,2
"[""CDH15"",""CDH15""]",CDH15,CDH15,CDH15_CDH15,0.0008781410565648256,1.0,0.0005240904051506374,7.355048942407286e-07,0.000166870199051747,0.00016613469415750626,0.0005233549002563966,2
"[""CDH2"",""CDH2""]",CDH2,CDH2,CDH2_CDH2,42.862013602389474,3.5,15.681001985805535,10.178666933942669,10.240959341167986,0.0622924072253177,8.794582839070376,2
"[""CDH5"",""CDH5""]",CDH5,CDH5,CDH5_CDH5,0.07764729574137269,2.5,0.04372357840052174,0.02454458509583207,0.0021966699992759637,-0.022347915096556106,0.041526908401245774,2
"[""CLDN11"",""CLDN11""]",CLDN11,CLDN11,CLDN11_CLDN11,0.41083389584446867,0.0,1.143784999192513,1.143784999192513,0.014959865320169737,-1.1288251338723434,1.1403250168061299,1
"[""CNTN1"",""NRCAM""]",CNTN1,NRCAM,CNTN1_NRCAM,61.69741659131738,3.5,25.35541926965754,13.136875093055888,12.30241132573619,-0.8344637673196988,17.650620040791726,2
"[""CNTN2"",""CNTN2""]",CNTN2,CNTN2,CNTN2_CNTN2,0.24524768791857798,3.5,0.2201459799697165,0.011270073896825923,0.05632413540195515,0.04505406150512922,0.21004786752610421,2
"[""CNTN2"",""L1CAM""]",CNTN2,L1CAM,CNTN2_L1CAM,4.501492433098086,3.5,3.8039049767699975,0.31681548988373187,1.0463125998665708,0.7294971099828389,3.538963536423312,2
"[""COL1A1"",""CD44""]",COL1A1,CD44,COL1A1_CD44,0.14320139433292398,2.5,0.08793078236182378,0.0017463692631305007,0.020341427145043032,0.01859505788191253,0.08618441309869328,2
"[""COL1A1"",""ITGA10_ITGB1""]",COL1A1,ITGA10_ITGB1,COL1A1_ITGA10_ITGB1,0.028510767912625516,2.5,0.021560239810694513,0.0007996964799900576,0.0022090904637736474,0.0014093939837835899,0.020760543330704456,2
"[""COL1A1"",""ITGA1_ITGB1""]",COL1A1,ITGA1_ITGB1,COL1A1_ITGA1_ITGB1,0.28871917643823186,2.5,0.1947803076786399,0.014309959645958572,0.004366158050669977,-0.009943801595288595,0.19041414962796993,2
"[""COL1A1"",""ITGA3_ITGB1""]",COL1A1,ITGA3_ITGB1,COL1A1_ITGA3_ITGB1,0.975241604149465,3.5,0.5653462357928489,0.03471349545874823,0.08499659372616233,0.0502830982674141,0.5307202171746804,2
"[""COL1A1"",""ITGA9_ITGB1""]",COL1A1,ITGA9_ITGB1,COL1A1_ITGA9_ITGB1,0.27757751655797397,2.5,0.1875449762798797,0.010980410855427515,0.013895829797353945,0.0029154189419264304,0.1765645654244522,2
"[""COL1A1"",""SDC4""]",COL1A1,SDC4,COL1A1_SDC4,5.371079505883057,2.5,3.428918336902556,0.2733598597240827,0.3070814728700259,0.033721613145943186,3.247224167097494,2
"[""COL1A2"",""CD44""]",COL1A2,CD44,COL1A2_CD44,0.2141816039635842,3.5,0.13016907970201624,0.00459004643784975,0.03136357388870557,0.026773527450855823,0.1255790332641665,2
"[""COL1A2"",""ITGA10_ITGB1""]",COL1A2,ITGA10_ITGB1,COL1A2_ITGA10_ITGB1,0.04535651435752262,3.5,0.03313952375871618,0.0011797636658918151,0.004721221498813138,0.0035414578329213227,0.03195976009282436,2
"[""COL1A2"",""ITGA1_ITGB1""]",COL1A2,ITGA1_ITGB1,COL1A2_ITGA1_ITGB1,0.4517494942704742,2.5,0.25070659549150887,0.030462995818929042,0.007823493844298608,-0.022639501974630435,0.24288310164721025,2
"[""COL1A2"",""ITGA3_ITGB1""]",COL1A2,ITGA3_ITGB1,COL1A2_ITGA3_ITGB1,1.7716389526383267,3.5,1.149964883561479,0.08680501445680017,0.16339565104225062,0.07659063658545046,1.0631598691046789,2
"[""COL1A2"",""ITGA9_ITGB1""]",COL1A2,ITGA9_ITGB1,COL1A2_ITGA9_ITGB1,0.4494348152990336,2.5,0.24422819921405933,0.022091179298513387,0.028303935443831255,0.006212756145317869,0.22213701991554594,2
"[""COL1A2"",""SDC4""]",COL1A2,SDC4,COL1A2_SDC4,9.412120111475577,3.5,5.5391094448105,0.6774449796161546,0.6085623933953446,-0.06888258622081,5.112794342024038,2
"[""COL4A1"",""CD44""]",COL4A1,CD44,COL4A1_CD44,0.07231094997840595,3.5,0.03814743949470643,0.0034998554253162888,0.03223002849472131,0.028730173069405025,0.03464758406939014,2
"[""COL4A1"",""ITGA10_ITGB1""]",COL4A1,ITGA10_ITGB1,COL4A1_ITGA10_ITGB1,0.015407414108376014,3.5,0.009533763020235397,0.000912437234842465,0.003687158152092367,0.0027747209172499024,0.008930841567429734,2
"[""COL4A1"",""ITGA1_ITGB1""]",COL4A1,ITGA1_ITGB1,COL4A1_ITGA1_ITGB1,0.13313108670132912,2.5,0.0764891600888509,0.024439904072640812,0.005323432902186013,-0.0191164711704548,0.07125919855276983,2
"[""COL4A1"",""ITGA3_ITGB1""]",COL4A1,ITGA3_ITGB1,COL4A1_ITGA3_ITGB1,0.5178339402961477,3.5,0.33251649224451096,0.06934832499030938,0.13232805124303065,0.06297972625272127,0.3024481273694564,2
"[""COL4A1"",""ITGA9_ITGB1""]",COL4A1,ITGA9_ITGB1,COL4A1_ITGA9_ITGB1,0.13667273174869732,2.5,0.07366213979625186,0.01816629419145393,0.02099140385882447,0.00282510966737054,0.06312235050658231,2
"[""COL4A1"",""SDC4""]",COL4A1,SDC4,COL4A1_SDC4,2.815845717523349,3.5,1.6038145721697386,0.5727925764537091,0.48353047195412735,-0.08926210449958172,1.452447747915865,2
"[""COL4A2"",""CD44""]",COL4A2,CD44,COL4A2_CD44,0.06380845955780678,4.0,0.04115171516151227,0.0028298922504267176,0.04115171516151227,0.03832182291108555,0.03832182291108555,2
"[""COL4A2"",""ITGA10_ITGB1""]",COL4A2,ITGA10_ITGB1,COL4A2_ITGA10_ITGB1,0.013100893161129435,3.5,0.007524760091550699,0.0005493343124634376,0.0038956610797129068,0.003346326767249469,0.007113516741947638,2
"[""COL4A2"",""ITGA1_ITGB1""]",COL4A2,ITGA1_ITGB1,COL4A2_ITGA1_ITGB1,0.09612993566581063,2.5,0.050924927466328936,0.015671686699271138,0.005352075487797356,-0.010319611211473782,0.04557285197853158,2
"[""COL4A2"",""ITGA3_ITGB1""]",COL4A2,ITGA3_ITGB1,COL4A2_ITGA3_ITGB1,0.4177966852511926,3.5,0.26021458749545406,0.052837090559724936,0.14788509956950413,0.0950480090097792,0.216840023070472,2
"[""COL4A2"",""ITGA9_ITGB1""]",COL4A2,ITGA9_ITGB1,COL4A2_ITGA9_ITGB1,0.10974292352704276,3.5,0.04937333622281943,0.01373109365945736,0.022597613438821707,0.008866519779364347,0.03564224256336207,2
"[""COL4A2"",""SDC4""]",COL4A2,SDC4,COL4A2_SDC4,2.275993895935381,3.5,1.2609037323749965,0.45284833696284643,0.5333194504602897,0.08047111349744329,1.0081872063312742,2
"[""COL6A1"",""CD44""]",COL6A1,CD44,COL6A1_CD44,0.11162866565861375,3.5,0.07404031211786016,0.0014476976525292496,0.044123795814375595,0.042676098161846344,0.07259261446533091,2
"[""COL6A1"",""ITGA10_ITGB1""]",COL6A1,ITGA10_ITGB1,COL6A1_ITGA10_ITGB1,0.026500284610459023,3.5,0.01945107268701774,0.00047650519708083256,0.006815012305199157,0.006338507108118324,0.018974567489936908,2
"[""COL6A1"",""ITGA1_ITGB1""]",COL6A1,ITGA1_ITGB1,COL6A1_ITGA1_ITGB1,0.18826209842957609,2.5,0.10280112849879999,0.011140670069472544,0.007265815241055778,-0.0038748548284167662,0.09553531325774421,2
"[""COL6A1"",""ITGA3_ITGB1""]",COL6A1,ITGA3_ITGB1,COL6A1_ITGA3_ITGB1,0.8186054920896093,3.5,0.6601127841355353,0.030951491450036263,0.2137945034269637,0.18284301197692746,0.629161292685499,2
"[""COL6A1"",""ITGA9_ITGB1""]",COL6A1,ITGA9_ITGB1,COL6A1_ITGA9_ITGB1,0.20508354621528785,3.5,0.12385553567063906,0.0097170546927239,0.03368513483747026,0.023968080144746357,0.11413848097791517,2
"[""COL6A1"",""SDC4""]",COL6A1,SDC4,COL6A1_SDC4,4.32418003105236,3.5,3.117968203263807,0.2487025071930724,0.7983873177272418,0.5496848105341694,2.869265696070735,2
"[""COL6A2"",""CD44""]",COL6A2,CD44,COL6A2_CD44,0.08304217754313598,3.5,0.05157257934044719,0.0018448816352415794,0.02430897226371264,0.02246409062847106,0.04972769770520561,2
"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,0.017971816251218208,3.5,0.013061869566206344,0.0004486183453602207,0.003273927140211415,0.002825308794851194,0.012613251220846123,2
"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,0.16064750465550826,2.5,0.1033747178777324,0.012410862672268333,0.0038450247842151115,-0.008565837888053221,0.0995296930935173,2
"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,0.6170074508670614,3.5,0.4479328085812519,0.03782978863829779,0.10781873597082767,0.06998894733252987,0.41919369696133724,2
"[""COL6A2"",""ITGA9_ITGB1""]",COL6A2,ITGA9_ITGB1,COL6A2_ITGA9_ITGB1,0.15907662997132166,2.5,0.10086005561244252,0.011459055503554645,0.01696787475509375,0.005508819251539104,0.09203652529199133,2
"[""COL6A2"",""SDC4""]",COL6A2,SDC4,COL6A2_SDC4,3.3126630523356524,3.5,2.1490056001781523,0.3329572936615872,0.3983432565432794,0.06538596288169218,2.0095941179137604,2
"[""COL6A3"",""CD44""]",COL6A3,CD44,COL6A3_CD44,0.04364510082801085,3.5,0.02228914879413545,0.0012802188156980589,0.010850196737116003,0.009569977921417944,0.021008929978437393,2
"[""COL6A3"",""ITGA10_ITGB1""]",COL6A3,ITGA10_ITGB1,COL6A3_ITGA10_ITGB1,0.008897269069812122,3.5,0.005585522375143331,0.000309256751737074,0.0008622796453267694,0.0005530228935896954,0.005276265623406258,2
"[""COL6A3"",""ITGA1_ITGB1""]",COL6A3,ITGA1_ITGB1,COL6A3_ITGA1_ITGB1,0.08373201078927531,2.5,0.05020886703585017,0.00827699069573167,0.0018438049413381946,-0.006433185754393476,0.048365062094511975,2
"[""COL6A3"",""ITGA3_ITGB1""]",COL6A3,ITGA3_ITGB1,COL6A3_ITGA3_ITGB1,0.3116087354017657,3.5,0.19439992164993403,0.024128151674373512,0.03767058594442329,0.013542434270049777,0.1702717699755605,2
"[""COL6A3"",""ITGA9_ITGB1""]",COL6A3,ITGA9_ITGB1,COL6A3_ITGA9_ITGB1,0.08437323278260611,2.5,0.0485330017408922,0.0073716951185008196,0.005999496393583303,-0.0013721987249175165,0.042533505347308896,2
"[""COL6A3"",""SDC4""]",COL6A3,SDC4,COL6A3_SDC4,1.6643312002281592,3.5,0.9386997337391526,0.2249307205757134,0.13297857515527362,-0.09195214542043978,0.805721158583879,2
"[""COL6A6"",""CD44""]",COL6A6,CD44,COL6A6_CD44,0.014530561267503881,2.0,0.0065578854910474755,0.0005508791957520466,0.005053105565056966,0.00450222636930492,0.006007006295295429,2
"[""COL6A6"",""ITGA10_ITGB1""]",COL6A6,ITGA10_ITGB1,COL6A6_ITGA10_ITGB1,0.002625147792632775,3.5,0.0015787037906334908,4.9578853983697294e-05,0.0005525066045646731,0.0005029277505809758,0.0015291249366497935,2
"[""COL6A6"",""ITGA1_ITGB1""]",COL6A6,ITGA1_ITGB1,COL6A6_ITGA1_ITGB1,0.024456374191407584,2.5,0.01212232782926064,0.0032804612765802515,0.0007968907251715045,-0.002483570551408747,0.011325437104089136,2
"[""COL6A6"",""ITGA3_ITGB1""]",COL6A6,ITGA3_ITGB1,COL6A6_ITGA3_ITGB1,0.09608268597395227,3.5,0.05420484317889877,0.010233752456645229,0.020012882175961404,0.009779129719316175,0.04644509075227273,2
"[""COL6A6"",""ITGA9_ITGB1""]",COL6A6,ITGA9_ITGB1,COL6A6_ITGA9_ITGB1,0.02449753795163665,2.5,0.011838933863215148,0.002351432208280221,0.003184827031150619,0.000833394822870398,0.009487501654934928,2
"[""COL6A6"",""SDC4""]",COL6A6,SDC4,COL6A6_SDC4,0.5208104973219518,3.5,0.2628872808812178,0.09108560562805344,0.07214033550272964,-0.018945270125323807,0.22127144554165787,2
"[""COL9A2"",""CD44""]",COL9A2,CD44,COL9A2_CD44,0.02316745561820517,4.0,0.01506877310274297,0.0008624360811571572,0.01506877310274297,0.014206337021585812,0.014206337021585812,2
"[""COL9A2"",""ITGA10_ITGB1""]",COL9A2,ITGA10_ITGB1,COL9A2_ITGA10_ITGB1,0.004782618515291005,4.0,0.0023703021170233185,5.902035978336244e-05,0.0023703021170233185,0.002311281757239956,0.002311281757239956,2
"[""COL9A2"",""ITGA1_ITGB1""]",COL9A2,ITGA1_ITGB1,COL9A2_ITGA1_ITGB1,0.02865784483470775,2.5,0.011891955029217891,0.0035335211311276387,0.0021290128204140895,-0.0014045083107135491,0.0097629422088038,2
"[""COL9A2"",""ITGA3_ITGB1""]",COL9A2,ITGA3_ITGB1,COL9A2_ITGA3_ITGB1,0.13636861908386821,4.0,0.07355538293931412,0.012620077674182079,0.07355538293931412,0.060935305265132036,0.060935305265132036,2
"[""COL9A2"",""ITGA9_ITGB1""]",COL9A2,ITGA9_ITGB1,COL9A2_ITGA9_ITGB1,0.03509236103128349,1.5,0.013803573207138603,0.0023729758456906523,0.011697700671112846,0.009324724825422194,0.01143059736144795,2
"[""COL9A2"",""SDC4""]",COL9A2,SDC4,COL9A2_SDC4,0.7564171006817144,3.5,0.2954695458818846,0.1111921578808696,0.2798453441599135,0.1686531862790439,0.1861241471473361,2
"[""COMP"",""ITGA3_ITGB1""]",COMP,ITGA3_ITGB1,COMP_ITGA3_ITGB1,0.2994532941323572,3.5,0.1974258245069655,0.03576547292649963,0.05477417730921104,0.019008704382711412,0.16809027869612148,2
"[""COMP"",""SDC4""]",COMP,SDC4,COMP_SDC4,1.629735038398414,3.5,0.921412274758871,0.2822744921469039,0.2084957109822555,-0.07377878116464842,0.7129165637766155,2
"[""CSPG4"",""ITGA3_ITGB1""]",CSPG4,ITGA3_ITGB1,CSPG4_ITGA3_ITGB1,0.1292288113506299,3.5,0.07494683290866705,0.014030681657012692,0.029468636107796244,0.015437954450783551,0.06091615125165436,2
"[""CXCL12"",""ACKR3""]",CXCL12,ACKR3,CXCL12_ACKR3,0.27997513359370707,2.5,0.16473939962673012,0.017062592879355753,0.00968467462796523,-0.007377918251390524,0.1607101104428799,2
"[""CXCL12"",""CXCR4""]",CXCL12,CXCR4,CXCL12_CXCR4,2.5087725628423403,2.5,1.5304350068347576,0.09022775788887909,0.1691650206281438,0.0789372627392647,1.476025070634063,2
"[""DLL1"",""NOTCH3""]",DLL1,NOTCH3,DLL1_NOTCH3,0.1683318567264031,3.5,0.07395984484020496,0.03334691432862435,0.06185796010549212,0.02851104577686777,0.051683518551627755,2
"[""DLL4"",""NOTCH3""]",DLL4,NOTCH3,DLL4_NOTCH3,0.04462933097810675,3.5,0.017152196130613667,0.004861053889661222,0.014795991904579496,0.009934938014918274,0.012291142240952445,2
"[""EDN1"",""EDNRA""]",EDN1,EDNRA,EDN1_EDNRA,0.007761874083879256,2.5,0.004969619491491986,0.0005199319735703924,0.0006186418317714908,9.87098582010984e-05,0.004659222959441587,2
"[""EDN1"",""EDNRB""]",EDN1,EDNRB,EDN1_EDNRB,0.39264981541492916,4.0,0.1582588146727517,0.028620086977962186,0.1582588146727517,0.1296387276947895,0.1296387276947895,2
"[""EDN2"",""EDNRA""]",EDN2,EDNRA,EDN2_EDNRA,0.029517697723531418,3.5,0.026819442642958387,0.0019018810077825877,0.01137036825037875,0.009468487242596161,0.026473799253812838,2
"[""EDN2"",""EDNRB""]",EDN2,EDNRB,EDN2_EDNRB,1.6606000247413182,4.0,1.9006278503867349,0.16322738365210987,1.9006278503867349,1.737400466734625,1.8247273062517826,2
"[""EFNA1"",""EPHA2""]",EFNA1,EPHA2,EFNA1_EPHA2,0.29655449945369683,3.5,0.10481414097292455,0.08049625848798614,0.08764434981934656,0.0071480913313604205,0.06901474213949615,2
"[""EFNA1"",""EPHA3""]",EFNA1,EPHA3,EFNA1_EPHA3,1.6251686248720274,2.5,0.553566993573131,0.34634627636799364,0.2672164426255453,-0.07912983374244836,0.2863505509475857,2
"[""EFNA1"",""EPHA4""]",EFNA1,EPHA4,EFNA1_EPHA4,2.3430962417442105,3.5,0.8900655019870669,0.6133719238974402,0.5702347747702075,-0.043137149127232766,0.5974686263006443,2
"[""EFNA1"",""EPHA5""]",EFNA1,EPHA5,EFNA1_EPHA5,5.326115044571328,2.0,1.7612256517083156,1.494896226160597,1.6045898741217026,0.1096936479611057,0.9280163384070754,2
"[""EFNA1"",""EPHA8""]",EFNA1,EPHA8,EFNA1_EPHA8,0.2755158627694828,3.5,0.09642010446044226,0.03651612210047419,0.06839803755462448,0.03188191545415029,0.05990398235996807,2
"[""EFNA3"",""EPHA2""]",EFNA3,EPHA2,EFNA3_EPHA2,0.5769370567052967,3.5,0.2421142736202754,0.1030871509471201,0.21411134639411075,0.11102419544699066,0.1521609264933318,2
"[""EFNA3"",""EPHA3""]",EFNA3,EPHA3,EFNA3_EPHA3,3.4004255452879812,1.5,1.449992808051216,0.45835535038588,0.838563875608069,0.380208525222189,1.0300497176700125,2
"[""EFNA3"",""EPHA4""]",EFNA3,EPHA4,EFNA3_EPHA4,4.582576135644236,3.5,2.10451133031531,0.7813946016287417,1.5792710632544018,0.7978764616256601,1.429478267187334,2
"[""EFNA3"",""EPHA5""]",EFNA3,EPHA5,EFNA3_EPHA5,10.117660258486683,4.0,3.895215643606993,1.891011531373224,3.895215643606993,2.0042041122337686,2.3926478963388575,2
"[""EFNA3"",""EPHA8""]",EFNA3,EPHA8,EFNA3_EPHA8,0.6027414745597313,1.5,0.2745094825631372,0.04860128241756191,0.17981154732031918,0.13121026490275728,0.22590820014557528,2
"[""EFNA5"",""EPHA2""]",EFNA5,EPHA2,EFNA5_EPHA2,0.9039234498448258,3.5,0.4938653692155427,0.1306470321952225,0.2264647876899955,0.095817755494773,0.3888924094241768,2
"[""EFNA5"",""EPHA3""]",EFNA5,EPHA3,EFNA5_EPHA3,5.243354168826737,2.5,2.3029486488971873,0.6116868331274675,0.9401714796635459,0.32848464653607834,1.6912618157697197,2
"[""EFNA5"",""EPHA4""]",EFNA5,EPHA4,EFNA5_EPHA4,7.037187566260663,3.5,4.2082262470615115,1.0419733216652085,1.722234679376793,0.6802613577115846,3.500173264181853,2
"[""EFNA5"",""EPHA5""]",EFNA5,EPHA5,EFNA5_EPHA5,15.369386813408044,3.5,7.710802033633982,2.5188760500229184,4.129242071396575,1.610366021373657,5.841649975626852,2
"[""EFNA5"",""EPHA8""]",EFNA5,EPHA8,EFNA5_EPHA8,0.9058115009343,3.5,0.4884088896428165,0.0766086465945278,0.19600622930544362,0.11939758271091581,0.41180024304828866,2
"[""EFNA5"",""EPHB2""]",EFNA5,EPHB2,EFNA5_EPHB2,5.51172900186595,3.5,3.1877838151306994,0.491857425322428,1.207139409768478,0.7152819844460501,2.6959263898082715,2
"[""EFNB1"",""EPHA4""]",EFNB1,EPHA4,EFNB1_EPHA4,19.33600528886742,3.5,8.548264340254295,5.590115625612883,5.873026664373005,0.2829110387601217,6.025376190827387,2
"[""EFNB1"",""EPHB1""]",EFNB1,EPHB1,EFNB1_EPHB1,8.187910270668443,3.5,3.607479406688163,1.3800654494225602,1.547785427036557,0.16771997761399682,2.495667266674265,2
"[""EFNB1"",""EPHB2""]",EFNB1,EPHB2,EFNB1_EPHB2,15.351180135274785,3.5,6.69078329374734,2.8503962932875484,4.115596933456546,1.2652006401689975,3.910038695689548,2
"[""EFNB1"",""EPHB3""]",EFNB1,EPHB3,EFNB1_EPHB3,1.3599231337725923,3.5,0.5943492414512028,0.384328874881967,0.41041055473266863,0.026081679850701645,0.42477204513450273,2
"[""EFNB2"",""EPHA4""]",EFNB2,EPHA4,EFNB2_EPHA4,7.490055039473546,3.5,3.628423209942821,1.9827223966180298,2.6747094066554307,0.6919870100374008,2.606338440744992,2
