raw_gene,variance,rank,display_gene,gene_symbol,raw_cluster,pattern
PEX11G,1.599107966922854e-05,1188,PEX11G,PEX11G,1,2
LOC115470720[nr] | AMEX60DD006289,1.5910624406537134e-05,1189,LOC115470720,LOC115470720,2,1
FUOM,1.587381460516439e-05,1190,FUOM,FUOM,2,1
PSMB8,1.5806099156378767e-05,1191,PSMB8,PSMB8,1,2
GAS6,1.580202491233556e-05,1192,GAS6,GAS6,1,2
AKAP14,1.5789918989003586e-05,1193,AKAP14,AKAP14,1,2
DNAJC1,1.5687610427158447e-05,1194,DNAJC1,DNAJC1,1,2
LRRC10B,1.567264025610689e-05,1195,LRRC10B,LRRC10B,1,2
PARP16,1.551717682516935e-05,1196,PARP16,PARP16,1,2
TRMT44,1.5489878109424394e-05,1197,TRMT44,TRMT44,1,2
MTG1,1.5454251995025332e-05,1198,MTG1,MTG1,2,1
TRIP13,1.5443925747830445e-05,1199,TRIP13,TRIP13,1,2
NINL,1.5401842298320315e-05,1200,NINL,NINL,2,1
KCNA2,1.5344956598743358e-05,1201,KCNA2,KCNA2,1,2
LRRC75A,1.523909441447422e-05,1202,LRRC75A,LRRC75A,2,1
ZBTB8A,1.5213990416217562e-05,1203,ZBTB8A,ZBTB8A,1,2
PDGFC,1.5187855082421059e-05,1204,PDGFC,PDGFC,1,2
ADIPOR2,1.5146615815995066e-05,1205,ADIPOR2,ADIPOR2,1,2
TSPAN3,1.5145091292344766e-05,1206,TSPAN3,TSPAN3,1,2
TRIM32,1.5077395284945213e-05,1207,TRIM32,TRIM32,1,2
GALK2,1.5060452838769692e-05,1208,GALK2,GALK2,1,2
XELAEV_18033097MG[nr] | AMEX60DD022813,1.5055987567962573e-05,1209,XELAEV_18033097MG,XELAEV_18033097MG,1,2
ACER2,1.4973976903731553e-05,1210,ACER2,ACER2,1,2
nan | AMEX60DD026400,1.4924642457640174e-05,1211,AMEX60DD026400,,1,2
IQCG,1.4892554304904764e-05,1212,IQCG,IQCG,1,2
USP45,1.4827819093766535e-05,1213,USP45,USP45,1,2
TACR1,1.481544347071618e-05,1214,TACR1,TACR1,1,2
AMEX60DD003016,1.4671200383957561e-05,1215,AMEX60DD003016,,1,2
TRIM55,1.4621627799171055e-05,1216,TRIM55,TRIM55,1,2
SLC2A12,1.4611476203434937e-05,1217,SLC2A12,SLC2A12,1,2
AMEX60DD003896,1.450533229899173e-05,1218,AMEX60DD003896,,1,2
AMEX60DD024430,1.4499750155781803e-05,1219,AMEX60DD024430,,2,1
ANAPC5[nr] | AMEX60DD000647,1.4458097544870984e-05,1220,ANAPC5,ANAPC5,1,2
AMEX60DD043203,1.4412349700723725e-05,1221,AMEX60DD043203,,2,1
LRIG3,1.4309422714224743e-05,1222,LRIG3,LRIG3,1,2
PRELID2,1.4298587630359781e-05,1223,PRELID2,PRELID2,1,2
FBP1,1.4279978052788442e-05,1224,FBP1,FBP1,1,2
OTUD3,1.4272113363788171e-05,1225,OTUD3,OTUD3,1,2
LOX,1.4271375443942726e-05,1226,LOX,LOX,1,2
ANGPT1__2,1.4261484260801948e-05,1227,ANGPT1__2,ANGPT1__2,2,1
PRKAA2,1.4144333353140666e-05,1228,PRKAA2,PRKAA2,2,1
ZC3H6,1.4133255928518453e-05,1229,ZC3H6,ZC3H6,1,2
LRP5,1.4111886361454018e-05,1230,LRP5,LRP5,2,1
AXIN2,1.4063718584081728e-05,1231,AXIN2,AXIN2,1,2
TMUB1,1.4048304921734316e-05,1232,TMUB1,TMUB1,1,2
TATDN1,1.4036229524575137e-05,1233,TATDN1,TATDN1,1,2
PAPLN,1.4003703530785208e-05,1234,PAPLN,PAPLN,1,2
COX7A2L,1.3976058398619655e-05,1235,COX7A2L,COX7A2L,2,1
AMEX60DD020662,1.3955131580888766e-05,1236,AMEX60DD020662,,2,1
SULF1,1.3943832265855986e-05,1237,SULF1,SULF1,1,2
SLC4A1,1.3845583379967728e-05,1238,SLC4A1,SLC4A1,1,2
POLR3C,1.3839341151318459e-05,1239,POLR3C,POLR3C,1,2
PITPNB,1.3795645524717111e-05,1240,PITPNB,PITPNB,1,2
TPBGL,1.3755404392079803e-05,1241,TPBGL,TPBGL,1,2
TMEM101,1.3748831126553357e-05,1242,TMEM101,TMEM101,1,2
EXOSC8,1.3699782249778911e-05,1243,EXOSC8,EXOSC8,1,2
AMEX60DD032018,1.366689801185766e-05,1244,AMEX60DD032018,,1,2
CALCRL,1.3633852372056105e-05,1245,CALCRL,CALCRL,1,2
AMEX60DD052103,1.3579752208984506e-05,1246,AMEX60DD052103,,1,2
PCOLCE2,1.3507141374092987e-05,1247,PCOLCE2,PCOLCE2,2,1
FGF9,1.3278316652949108e-05,1248,FGF9,FGF9,2,1
NUP155,1.3244712573776891e-05,1249,NUP155,NUP155,1,2
PDGFRA,1.3126578371458322e-05,1250,PDGFRA,PDGFRA,1,2
JCAD,1.3078427316455874e-05,1251,JCAD,JCAD,1,2
FGF2,1.299424310234425e-05,1252,FGF2,FGF2,1,2
CBLN1[nr] | AMEX60DD016578,1.2964465046397805e-05,1253,CBLN1,CBLN1,1,2
PRLR,1.2907559263074985e-05,1254,PRLR,PRLR,2,1
NHLH1,1.2885442104440875e-05,1255,NHLH1,NHLH1,1,2
GUSB,1.2882418528337998e-05,1256,GUSB,GUSB,1,2
MKNK2,1.2862750418700988e-05,1257,MKNK2,MKNK2,1,2
SLC4A2,1.2791863775399468e-05,1258,SLC4A2,SLC4A2,1,2
PLXNB3,1.2709671482082666e-05,1259,PLXNB3,PLXNB3,2,1
ROHU_031334[nr] | AMEX60DD040792,1.2665664246921781e-05,1260,ROHU_031334,ROHU_031334,2,1
METTL22,1.2579063867639958e-05,1261,METTL22,METTL22,2,1
ATP9B,1.2563528850575286e-05,1262,ATP9B,ATP9B,1,2
FYB1,1.2537446259222613e-05,1263,FYB1,FYB1,1,2
KLHL7,1.2528507719081053e-05,1264,KLHL7,KLHL7,1,2
FOXC1,1.251959630341306e-05,1265,FOXC1,FOXC1,1,2
CCDC113,1.2506065437875874e-05,1266,CCDC113,CCDC113,1,2
TMEM244,1.2481212771330765e-05,1267,TMEM244,TMEM244,1,2
CKS1B,1.2468075413476797e-05,1268,CKS1B,CKS1B,1,2
ITGA6,1.2447476126242685e-05,1269,ITGA6,ITGA6,1,2
ALOX5AP,1.233663622731188e-05,1270,ALOX5AP,ALOX5AP,1,2
FTH1,1.2272255547747003e-05,1271,FTH1,FTH1,1,2
VEGFA,1.226906083684699e-05,1272,VEGFA,VEGFA,2,1
PMP22,1.2264927262257112e-05,1273,PMP22,PMP22,1,2
AMEX60DD001643,1.2259272370529382e-05,1274,AMEX60DD001643,,1,2
GRB7,1.2241054947331775e-05,1275,GRB7,GRB7,1,2
AMEX60DD052125,1.2213238500258617e-05,1276,AMEX60DD052125,,2,1
AMEX60DD008935,1.2197052151739672e-05,1277,AMEX60DD008935,,1,2
NCAPD2,1.2160029908785777e-05,1278,NCAPD2,NCAPD2,1,2
ADORA1,1.21260434703584e-05,1279,ADORA1,ADORA1,2,1
ADRA1A,1.2094125084231557e-05,1280,ADRA1A,ADRA1A,2,1
AMEX60DD047990,1.2030652839439136e-05,1281,AMEX60DD047990,,1,2
TRIM69,1.2012722850276614e-05,1282,TRIM69,TRIM69,1,2
ADAM9,1.1977676571603132e-05,1283,ADAM9,ADAM9,1,2
POGLUT2,1.1952613499018675e-05,1284,POGLUT2,POGLUT2,1,2
SLA,1.1947061544117612e-05,1285,SLA,SLA,1,2
LOC108714500[nr] | AMEX60DD018174,1.184107654334195e-05,1286,LOC108714500,LOC108714500,2,1
nan | AMEX60DD026396,1.1769280694660893e-05,1287,AMEX60DD026396,,1,2
PTPRM,1.172805031241447e-05,1288,PTPRM,PTPRM,2,1
IL6R,1.1698662719476875e-05,1289,IL6R,IL6R,1,2
SHC4,1.1679417563463779e-05,1290,SHC4,SHC4,1,2
ZNF420__3,1.1642366107972619e-05,1291,ZNF420__3,ZNF420__3,1,2
ITGA8,1.1640409052445745e-05,1292,ITGA8,ITGA8,1,2
DNAJC15,1.1618824243442246e-05,1293,DNAJC15,DNAJC15,2,1
TNFAIP8L3,1.1504471703133781e-05,1294,TNFAIP8L3,TNFAIP8L3,1,2
NAGK,1.149780611255573e-05,1295,NAGK,NAGK,1,2
SLC5A7__2,1.1479627119585875e-05,1296,SLC5A7__2,SLC5A7__2,1,2
PPP1R14A,1.1467869516022547e-05,1297,PPP1R14A,PPP1R14A,1,2
IDUA,1.1444675244167876e-05,1298,IDUA,IDUA,1,2
DRD2,1.141697756011689e-05,1299,DRD2,DRD2,1,2
DRAM1,1.1406639840713804e-05,1300,DRAM1,DRAM1,1,2
GAB2,1.1338847354009727e-05,1301,GAB2,GAB2,2,1
PDS5B,1.1309485209721068e-05,1302,PDS5B,PDS5B,2,1
PDLIM2,1.1297047147033997e-05,1303,PDLIM2,PDLIM2,1,2
MTERF3,1.1282436687364911e-05,1304,MTERF3,MTERF3,2,1
D4764_22G0000730[nr] | AMEX60DDU001009376,1.125871854965845e-05,1305,D4764_22G0000730,D4764_22G0000730,1,2
SSTR2,1.1256640428850685e-05,1306,SSTR2,SSTR2,1,2
FKBP7,1.1211535394931898e-05,1307,FKBP7,FKBP7,1,2
AMEX60DD015629,1.1091604697641108e-05,1308,AMEX60DD015629,,2,1
KCNC1,1.102405953694022e-05,1309,KCNC1,KCNC1,1,2
ZNF208,1.1007065137692472e-05,1310,ZNF208,ZNF208,1,2
APLNR,1.079215977361721e-05,1311,APLNR,APLNR,1,2
NDST4,1.072497593067222e-05,1312,NDST4,NDST4,2,1
MUC5AC,1.0701288877553133e-05,1313,MUC5AC,MUC5AC,1,2
CDH5,1.063540011119632e-05,1314,CDH5,CDH5,1,2
ANXA9[nr] | AMEX60DD014762,1.0608900316334496e-05,1315,ANXA9,ANXA9,1,2
MARCHF11,1.0593286953567358e-05,1316,MARCHF11,MARCHF11,2,1
TCIM,1.0585701771409114e-05,1317,TCIM,TCIM,1,2
ZNF91,1.0584916116646442e-05,1318,ZNF91,ZNF91,1,2
AMEX60DD030273,1.0499151034043613e-05,1319,AMEX60DD030273,,1,2
RIOK1,1.0461688311913998e-05,1320,RIOK1,RIOK1,1,2
ZAR1,1.041488404369032e-05,1321,ZAR1,ZAR1,1,2
BARD1,1.0405159221530223e-05,1322,BARD1,BARD1,2,1
TYW3,1.0380908114904691e-05,1323,TYW3,TYW3,1,2
ATP1A2,1.0375171600993504e-05,1324,ATP1A2,ATP1A2,1,2
LRRC49,1.0369441550554692e-05,1325,LRRC49,LRRC49,2,1
SHISA4,1.031586636994114e-05,1326,SHISA4,SHISA4,1,2
AMEX60DD011564,1.019862114204569e-05,1327,AMEX60DD011564,,1,2
SLC7A11,1.0181980851181139e-05,1328,SLC7A11,SLC7A11,1,2
PTTG1,1.0049775800767332e-05,1329,PTTG1,PTTG1,1,2
SHC1,1.0046123692272914e-05,1330,SHC1,SHC1,1,2
PIGM,1.0041733995009657e-05,1331,PIGM,PIGM,1,2
AMEX60DD012338,9.99317044098499e-06,1332,AMEX60DD012338,,2,1
AMEX60DD000818,9.954330381210618e-06,1333,AMEX60DD000818,,1,2
ELK3,9.909036769442249e-06,1334,ELK3,ELK3,1,2
SETX__2,9.866114307239948e-06,1335,SETX__2,SETX__2,1,2
AMEX60DD036969,9.861971939357779e-06,1336,AMEX60DD036969,,2,1
MAP3K5,9.849148586279363e-06,1337,MAP3K5,MAP3K5,1,2
LMO2,9.83036816410978e-06,1338,LMO2,LMO2,2,1
CLCN7,9.811315190668175e-06,1339,CLCN7,CLCN7,2,1
PREB,9.794944641464914e-06,1340,PREB,PREB,1,2
CCL5,9.704135552304225e-06,1341,CCL5,CCL5,1,2
P3H1,9.694663418545999e-06,1342,P3H1,P3H1,1,2
WFDC1,9.679735128298888e-06,1343,WFDC1,WFDC1,2,1
CALN1,9.678511935190887e-06,1344,CALN1,CALN1,2,1
ZNF268__2,9.657008436606542e-06,1345,ZNF268__2,ZNF268__2,1,2
FAM151B,9.553564808070768e-06,1346,FAM151B,FAM151B,2,1
AMEX60DD028341,9.511058218107355e-06,1347,AMEX60DD028341,,1,2
AMEX60DD006277,9.439728039833387e-06,1348,AMEX60DD006277,,1,2
SLC29A1,9.416673158180183e-06,1349,SLC29A1,SLC29A1,1,2
ASMTL,9.318668202900615e-06,1350,ASMTL,ASMTL,2,1
UGT8,9.298245657771065e-06,1351,UGT8,UGT8,2,1
AMEX60DD041063,9.291577274100988e-06,1352,AMEX60DD041063,,1,2
SRD5A2[nr] | AMEX60DD035184,9.285352459137429e-06,1353,SRD5A2,SRD5A2,1,2
GGT5,9.268529126989894e-06,1354,GGT5,GGT5,1,2
LAMA2,9.17736368844454e-06,1355,LAMA2,LAMA2,1,2
PRDM9__2,9.120559615871505e-06,1356,PRDM9__2,PRDM9__2,1,2
FAM83A,9.11537638826016e-06,1357,FAM83A,FAM83A,1,2
CLCA2,9.066547661667804e-06,1358,CLCA2,CLCA2,1,2
TIFA,9.043566923221355e-06,1359,TIFA,TIFA,1,2
AMEX60DD017596,9.037776859662543e-06,1360,AMEX60DD017596,,1,2
AMEX60DD021189,9.036471701073449e-06,1361,AMEX60DD021189,,2,1
SLC7A10,9.015257403224867e-06,1362,SLC7A10,SLC7A10,1,2
HEXD,8.938529561804914e-06,1363,HEXD,HEXD,1,2
UTP18,8.921690416014617e-06,1364,UTP18,UTP18,1,2
AMEX60DD052553,8.892739882088223e-06,1365,AMEX60DD052553,,1,2
ZC3H10,8.841995590476468e-06,1366,ZC3H10,ZC3H10,1,2
PTCH1,8.822897572052393e-06,1367,PTCH1,PTCH1,1,2
GDF10,8.788956546842617e-06,1368,GDF10,GDF10,1,2
ANGPTL4,8.767680824181726e-06,1369,ANGPTL4,ANGPTL4,1,2
AMEX60DD011099,8.766471816912224e-06,1370,AMEX60DD011099,,1,2
DGKB,8.754575112517774e-06,1371,DGKB,DGKB,2,1
ABCD4,8.75354224137506e-06,1372,ABCD4,ABCD4,2,1
ADGRL4,8.729860866921211e-06,1373,ADGRL4,ADGRL4,1,2
PXDC1,8.678705814076028e-06,1374,PXDC1,PXDC1,1,2
IL17D,8.659191825075999e-06,1375,IL17D,IL17D,1,2
AMEX60DD023657,8.658273230812964e-06,1376,AMEX60DD023657,,1,2
SLC12A2,8.641104885828027e-06,1377,SLC12A2,SLC12A2,1,2
IGFBP4,8.636269090914842e-06,1378,IGFBP4,IGFBP4,1,2
KMT5C,8.635817137413504e-06,1379,KMT5C,KMT5C,1,2
ARHGAP24,8.615746262873284e-06,1380,ARHGAP24,ARHGAP24,2,1
XPNPEP3,8.524413243478767e-06,1381,XPNPEP3,XPNPEP3,2,1
AMEX60DDU001007999,8.511883151358768e-06,1382,AMEX60DDU001007999,,1,2
AMEX60DD054597,8.502927240771728e-06,1383,AMEX60DD054597,,2,1
FGF10,8.500771710555062e-06,1384,FGF10,FGF10,2,1
AMEX60DD037849,8.499089548584464e-06,1385,AMEX60DD037849,,1,2
BBOF1,8.477287395298774e-06,1386,BBOF1,BBOF1,1,2
EMILIN2,8.464372296846943e-06,1387,EMILIN2,EMILIN2,1,2
GALNT14,8.446850630719725e-06,1388,GALNT14,GALNT14,2,1
OGFRL1,8.445134430700835e-06,1389,OGFRL1,OGFRL1,1,2
SBNO2,8.426979253632893e-06,1390,SBNO2,SBNO2,2,1
TELO2,8.400171528438769e-06,1391,TELO2,TELO2,2,1
RFT1,8.382168405421856e-06,1392,RFT1,RFT1,1,2
CYP1A1,8.357500517667451e-06,1393,CYP1A1,CYP1A1,1,2
MOGS,8.35099780690519e-06,1394,MOGS,MOGS,1,2
C7,8.332752779362482e-06,1395,C7,C7,1,2
PLXND1,8.281951320455651e-06,1396,PLXND1,PLXND1,1,2
JOSD1,8.264271128714543e-06,1397,JOSD1,JOSD1,1,2
AMEX60DD038205,8.243431716452028e-06,1398,AMEX60DD038205,,1,2
DPH6,8.217731529605874e-06,1399,DPH6,DPH6,1,2
ABCC3,8.158208766419283e-06,1400,ABCC3,ABCC3,1,2
ZCCHC24,8.044121374338471e-06,1401,ZCCHC24,ZCCHC24,1,2
ZBTB25,7.983630750583333e-06,1402,ZBTB25,ZBTB25,1,2
ARMC10,7.884388864169117e-06,1403,ARMC10,ARMC10,1,2
VWA7,7.84857395423506e-06,1404,VWA7,VWA7,1,2
PIGF,7.83036707998026e-06,1405,PIGF,PIGF,1,2
TMEM109,7.825551330659273e-06,1406,TMEM109,TMEM109,1,2
AOAH,7.760708885500913e-06,1407,AOAH,AOAH,1,2
ZFYVE19,7.748886799483433e-06,1408,ZFYVE19,ZFYVE19,1,2
AMEX60DD012674,7.715866896595876e-06,1409,AMEX60DD012674,,1,2
TAT,7.707546048904722e-06,1410,TAT,TAT,1,2
MED7,7.656856123737113e-06,1411,MED7,MED7,2,1
PCDH12,7.640260477117218e-06,1412,PCDH12,PCDH12,1,2
PINLYP,7.607394131147331e-06,1413,PINLYP,PINLYP,1,2
KNL1,7.5896158435855786e-06,1414,KNL1,KNL1,1,2
B3GALT5,7.462377304144986e-06,1415,B3GALT5,B3GALT5,1,2
DMRT3,7.456511367280765e-06,1416,DMRT3,DMRT3,1,2
CRISPLD2,7.425790561139358e-06,1417,CRISPLD2,CRISPLD2,1,2
SLC15A3,7.406870319704377e-06,1418,SLC15A3,SLC15A3,1,2
SEMA3E,7.391769196253572e-06,1419,SEMA3E,SEMA3E,1,2
TUBB3,7.38475397314634e-06,1420,TUBB3,TUBB3,2,1
MORN4,7.370508750277584e-06,1421,MORN4,MORN4,1,2
SNX33,7.3198964163090075e-06,1422,SNX33,SNX33,1,2
ACTA2,7.305992333724766e-06,1423,ACTA2,ACTA2,1,2
INHBB,7.258894956311657e-06,1424,INHBB,INHBB,1,2
SLC4A11,7.247787592141557e-06,1425,SLC4A11,SLC4A11,2,1
IGSF6,7.219254311734523e-06,1426,IGSF6,IGSF6,1,2
SEMA3F,7.192334999602218e-06,1427,SEMA3F,SEMA3F,2,1
BMPR1A,7.175533900986396e-06,1428,BMPR1A,BMPR1A,1,2
NMU,7.156820777687113e-06,1429,NMU,NMU,1,2
TLN2,7.130449178930987e-06,1430,TLN2,TLN2,2,1
TRMT61B[nr] | AMEX60DD036314,7.103805719474839e-06,1431,TRMT61B,TRMT61B,1,2
FCN1,7.089074504272913e-06,1432,FCN1,FCN1,2,1
GULP1,7.0475536459819504e-06,1433,GULP1,GULP1,2,1
SMAD5,7.044484093619779e-06,1434,SMAD5,SMAD5,1,2
ZNF268__3,7.039871431891111e-06,1435,ZNF268__3,ZNF268__3,1,2
AMEX60DD003993,7.030584239454175e-06,1436,AMEX60DD003993,,1,2
DOCK10,7.00338917742799e-06,1437,DOCK10,DOCK10,2,1
ALKBH6,6.914561014564693e-06,1438,ALKBH6,ALKBH6,1,2
PRSS1,6.902763697780565e-06,1439,PRSS1,PRSS1,1,2
SEMA3C,6.882736581284986e-06,1440,SEMA3C,SEMA3C,2,1
SHC2,6.878689399340667e-06,1441,SHC2,SHC2,1,2
SKIDA1,6.865927654516666e-06,1442,SKIDA1,SKIDA1,1,2
CPZ,6.8564835512010234e-06,1443,CPZ,CPZ,1,2
AMEX60DD033879,6.802641327743619e-06,1444,AMEX60DD033879,,1,2
MTRF1,6.768998576914889e-06,1445,MTRF1,MTRF1,1,2
CTSO,6.728947338940398e-06,1446,CTSO,CTSO,2,1
LOXHD1,6.6943613166840245e-06,1447,LOXHD1,LOXHD1,1,2
CNTNAP5__4,6.684101789564986e-06,1448,CNTNAP5__4,CNTNAP5__4,1,2
ATP1A3,6.623364993968002e-06,1449,ATP1A3,ATP1A3,1,2
NABP2,6.604054415691554e-06,1450,NABP2,NABP2,1,2
PTPRB,6.5910422652270594e-06,1451,PTPRB,PTPRB,1,2
INF2,6.583380468805944e-06,1452,INF2,INF2,1,2
ZNF182,6.582864361998553e-06,1453,ZNF182,ZNF182,1,2
STXBP5L,6.559930780121333e-06,1454,STXBP5L,STXBP5L,1,2
ANKDD1A,6.495284835353432e-06,1455,ANKDD1A,ANKDD1A,1,2
AMEX60DD003843,6.487598431946891e-06,1456,AMEX60DD003843,,1,2
AMEX60DD047022,6.414148927086485e-06,1457,AMEX60DD047022,,1,2
FLT1,6.40941708348139e-06,1458,FLT1,FLT1,1,2
EPAS1,6.400576714022669e-06,1459,EPAS1,EPAS1,1,2
AMEX60DD021776,6.372982006623559e-06,1460,AMEX60DD021776,,1,2
ZNF570,6.359020275204026e-06,1461,ZNF570,ZNF570,1,2
MAD1L1,6.349631316394691e-06,1462,MAD1L1,MAD1L1,1,2
GOLGA3,6.3008830576015805e-06,1463,GOLGA3,GOLGA3,2,1
IL4R,6.28871462148088e-06,1464,IL4R,IL4R,1,2
PRSS23,6.2678279083552104e-06,1465,PRSS23,PRSS23,1,2
TINAGL1,6.257974597632888e-06,1466,TINAGL1,TINAGL1,1,2
AMEX60DD045145,6.244879935018445e-06,1467,AMEX60DD045145,,2,1
MCHR1,6.23622743246221e-06,1468,MCHR1,MCHR1,1,2
CCDC83,6.216749828400246e-06,1469,CCDC83,CCDC83,1,2
DNAAF2,6.2022496095669305e-06,1470,DNAAF2,DNAAF2,1,2
WDFY4,6.184855133614099e-06,1471,WDFY4,WDFY4,1,2
MSTN,6.170233364961976e-06,1472,MSTN,MSTN,2,1
SLC30A6,6.168698826527505e-06,1473,SLC30A6,SLC30A6,1,2
TRAF3IP3,6.1657766438438875e-06,1474,TRAF3IP3,TRAF3IP3,1,2
EMILIN1,6.145059438317442e-06,1475,EMILIN1,EMILIN1,1,2
INSYN2A,6.136651701053062e-06,1476,INSYN2A,INSYN2A,2,1
SYDE2,6.1135070785104446e-06,1477,SYDE2,SYDE2,1,2
ARHGAP29,6.086755426351799e-06,1478,ARHGAP29,ARHGAP29,1,2
ST6GAL1,6.084247346606247e-06,1479,ST6GAL1,ST6GAL1,1,2
EDAR,6.027697063513815e-06,1480,EDAR,EDAR,2,1
IFNAR1,5.959906645241332e-06,1481,IFNAR1,IFNAR1,2,1
RBPJ,5.949936491628391e-06,1482,RBPJ,RBPJ,1,2
POLH,5.938720012022987e-06,1483,POLH,POLH,1,2
AUTS2,5.933616368291655e-06,1484,AUTS2,AUTS2,2,1
ZNF432,5.897607693171778e-06,1485,ZNF432,ZNF432,1,2
CA8,5.8910350592880185e-06,1486,CA8,CA8,1,2
AMEX60DD005661,5.8836739263225795e-06,1487,AMEX60DD005661,,1,2
GPR143,5.881218018470766e-06,1488,GPR143,GPR143,1,2
LRP10,5.864433920534442e-06,1489,LRP10,LRP10,2,1
OLFML1,5.854731571954901e-06,1490,OLFML1,OLFML1,1,2
DNAJC4,5.843316426806891e-06,1491,DNAJC4,DNAJC4,2,1
AMEX60DD037699,5.815672960598395e-06,1492,AMEX60DD037699,,1,2
EDN2,5.806302230486614e-06,1493,EDN2,EDN2,1,2
RET,5.782785676172986e-06,1494,RET,RET,2,1
PTH1R,5.744684303097446e-06,1495,PTH1R,PTH1R,2,1
ZNF624,5.734228973872279e-06,1496,ZNF624,ZNF624,1,2
VAMP8,5.719232975085064e-06,1497,VAMP8,VAMP8,1,2
MYO10,5.6667441810092246e-06,1498,MYO10,MYO10,1,2
RELL2,5.665322629620097e-06,1499,RELL2,RELL2,2,1
P2RX7,5.64443619520869e-06,1500,P2RX7,P2RX7,2,1
IMMP2L,5.640045980840728e-06,1501,IMMP2L,IMMP2L,1,2
SPIB,5.610628888957422e-06,1502,SPIB,SPIB,1,2
TNS1,5.581901481720837e-06,1503,TNS1,TNS1,2,1
IPPK,5.53661741907203e-06,1504,IPPK,IPPK,1,2
TNFRSF11B,5.536089446258544e-06,1505,TNFRSF11B,TNFRSF11B,1,2
COL24A1,5.5248384105148895e-06,1506,COL24A1,COL24A1,2,1
PLEK2,5.524083913140766e-06,1507,PLEK2,PLEK2,1,2
LHX9,5.48798478868047e-06,1508,LHX9,LHX9,1,2
ETS1,5.455731166706838e-06,1509,ETS1,ETS1,1,2
TRIQK,5.437335503880887e-06,1510,TRIQK,TRIQK,1,2
AMEX60DD030431,5.4310163079138394e-06,1511,AMEX60DD030431,,2,1
ZNF850,5.384478276102463e-06,1512,ZNF850,ZNF850,1,2
ITGB4,5.3640421531761716e-06,1513,ITGB4,ITGB4,1,2
C9ORF85,5.363622260330667e-06,1514,C9ORF85,C9ORF85,1,2
MTMR8,5.2954017602791115e-06,1515,MTMR8,MTMR8,2,1
NSMCE1,5.292812847378915e-06,1516,NSMCE1,NSMCE1,1,2
AMEX60DD041631,5.284279369722471e-06,1517,AMEX60DD041631,,1,2
TNFRSF12A,5.283968035318917e-06,1518,TNFRSF12A,TNFRSF12A,1,2
DDC,5.278292742628234e-06,1519,DDC,DDC,2,1
MYLK,5.274197103146334e-06,1520,MYLK,MYLK,1,2
APBB1IP,5.271228053699802e-06,1521,APBB1IP,APBB1IP,1,2
GMEB2,5.262951510312322e-06,1522,GMEB2,GMEB2,2,1
TDRP,5.25725293951489e-06,1523,TDRP,TDRP,1,2
TMEM120A,5.165114866529804e-06,1524,TMEM120A,TMEM120A,1,2
ABCC10,5.154614341277728e-06,1525,ABCC10,ABCC10,2,1
RSPO2,5.142209631187655e-06,1526,RSPO2,RSPO2,1,2
nan | AMEX60DD050364,5.138915096653545e-06,1527,AMEX60DD050364,,1,2
MPZ,5.132400146999172e-06,1528,MPZ,MPZ,1,2
EGFLAM,5.119354546612544e-06,1529,EGFLAM,EGFLAM,1,2
MON1A,5.115050051568394e-06,1530,MON1A,MON1A,1,2
PRKD2,5.080509878277998e-06,1531,PRKD2,PRKD2,1,2
CHAC2,5.063195103876468e-06,1532,CHAC2,CHAC2,1,2
VAV3,5.050552619018025e-06,1533,VAV3,VAV3,2,1
PIK3CG,5.048786774473558e-06,1534,PIK3CG,PIK3CG,1,2
HEMK1,5.030620433607778e-06,1535,HEMK1,HEMK1,1,2
IL13RA1,4.944146528731505e-06,1536,IL13RA1,IL13RA1,2,1
STARD3,4.928262870432541e-06,1537,STARD3,STARD3,1,2
CSPG4,4.923698143686888e-06,1538,CSPG4,CSPG4,1,2
TNFRSF1B,4.898065685366247e-06,1539,TNFRSF1B,TNFRSF1B,1,2
AMEX60DD049871,4.84357458996259e-06,1540,AMEX60DD049871,,1,2
BLOC1S3,4.840130833705801e-06,1541,BLOC1S3,BLOC1S3,1,2
WARS2,4.819878036133333e-06,1542,WARS2,WARS2,1,2
AMIGO2,4.8126602581500275e-06,1543,AMIGO2,AMIGO2,2,1
AMEX60DD032448,4.7980274680257555e-06,1544,AMEX60DD032448,,1,2
LAPTM5,4.789281902387574e-06,1545,LAPTM5,LAPTM5,1,2
PLN[nr] | AMEX60DD034157,4.785990381062618e-06,1546,PLN,PLN,2,1
ACKR3,4.771170420824335e-06,1547,ACKR3,ACKR3,1,2
BCL2L14,4.770723473032112e-06,1548,BCL2L14,BCL2L14,1,2
TMEM208,4.763234267144396e-06,1549,TMEM208,TMEM208,1,2
OLIG1,4.7443478183128026e-06,1550,OLIG1,OLIG1,1,2
NPR2,4.736707681586258e-06,1551,NPR2,NPR2,2,1
KBTBD3,4.704344431912778e-06,1552,KBTBD3,KBTBD3,2,1
C1QTNF12,4.690375873934557e-06,1553,C1QTNF12,C1QTNF12,2,1
LRP4,4.6767260763927656e-06,1554,LRP4,LRP4,1,2
MXRA5,4.64848281554132e-06,1555,MXRA5,MXRA5,1,2
RXFP1,4.636399321498356e-06,1556,RXFP1,RXFP1,2,1
HMCN1,4.619659506399229e-06,1557,HMCN1,HMCN1,1,2
ROCK2,4.617983276461802e-06,1558,ROCK2,ROCK2,1,2
CSKMT,4.5929625276646685e-06,1559,CSKMT,CSKMT,1,2
AMEX60DD002896,4.554239202885135e-06,1560,AMEX60DD002896,,2,1
