time,cell_index,celltype,current_x,current_y,paper_x,paper_y,direct_spatial_vx,direct_spatial_vy,direct_embedded_vx,direct_embedded_vy,display_direct_embedded_vx_paper_basis,display_direct_embedded_vy_paper_basis,full_embedded_vx,full_embedded_vy,interaction_embedded_vx,interaction_embedded_vy,cosine_full_vs_interaction,in_roi,in_nested_red_display_annotation,low_quintile_threshold,high_quintile_threshold,is_low_extreme,is_high_extreme,hotspot,alignment_class,full_embedded_norm,interaction_embedded_norm,interaction_to_full_norm_ratio,two_niche_region
1.0,7944,reaEGC,0.48401234,-0.6166886,0.4632591903209686,-0.7195703983306885,0.03712054,-0.055255562,0.0032701993,-0.003851523,0.0028909489801579,-0.0041526205563162,0.006117723,0.001254671,-0.003894262,-1.5174792e-05,-0.98038584,True,True,-0.913782716,0.7811685080000003,True,False,L1,low_hotspot,0.0062450566,0.0038942916,0.62357986,
1.0,7945,reaEGC,0.48460752,-0.6344414,0.470422625541687,-0.7191289067268372,0.032095663,-0.0820666,0.0030042501,-0.003600689,0.0026498659680039,-0.0038771028928124,0.0035875672,0.0011056918,-0.0036803528,0.004055119,-0.42415142,True,True,-0.913782716,0.7811685080000003,False,False,,intermediate,0.0037540903,0.0054762205,1.4587344,
1.0,7947,MCG,0.6942651,-0.6418356,0.6795015931129456,-0.7979623079299927,0.009148205,-0.061127536,0.0027816514,-0.00095883885,0.0026810294935746,-0.0012222651495026,-0.0044421996,-0.0022472935,-0.0016201274,0.0010386591,0.50756073,True,False,-0.913782716,0.7811685080000003,False,False,,intermediate,0.0049782996,0.0019244805,0.38657388,
1.0,7948,reaEGC,0.4896777,-0.6264936,0.4739090800285339,-0.7052741646766663,0.032139078,-0.053494312,0.003076392,-0.0036490995,0.0027171430444859,-0.0039322711664572,0.0015362584,-0.00033554676,-0.0021385509,0.004191597,-0.6340774,True,True,-0.913782716,0.7811685080000003,False,False,,intermediate,0.0015724762,0.004705623,2.9924922,
1.0,7950,dpEX,0.4398966,-0.61475503,0.4019731879234314,-0.7394600510597229,0.025977375,-0.049547743,0.0034870054,-0.0036661753,0.0031248252991709,-0.0039886252978533,0.004552808,0.0008313363,-0.0036319739,0.004905808,-0.44097278,True,True,-0.913782716,0.7811685080000003,False,False,,intermediate,0.004628086,0.006103948,1.3188926,
1.0,7951,reaEGC,0.6055423,-0.64077246,0.568149745464325,-0.7602840662002563,0.03952173,0.01963347,0.0034655044,-0.0030498153,0.0031624326013998,-0.0033721503069687,-0.008347149,0.0010645074,-0.0033126848,-0.00028246894,0.9776314,True,True,-0.913782716,0.7811685080000003,False,True,,high_dispersed,0.008414754,0.003324706,0.39510438,
1.0,7952,sstIN,0.32759255,-0.61801255,0.2883625030517578,-0.731523334980011,-0.018638594,-0.027147418,0.0030041938,-0.003739546,0.0026365088248293,-0.004015516584127,-0.0029250549,-0.0036404717,0.005348046,0.0053847427,-0.9944802,True,False,-0.913782716,0.7811685080000003,True,False,L3,low_hotspot,0.0046700086,0.0075892718,1.6251087,
1.0,7953,MCG,0.31479058,-0.6165489,0.2639961242675781,-0.7232531309127808,0.004128749,0.014277018,-0.003155659,0.0035212296,-0.0028084084415322,0.0038123975873578,-0.0028422473,-0.004593665,0.0056008687,0.0016837562,-0.74870646,True,False,-0.913782716,0.7811685080000003,False,False,,intermediate,0.0054018633,0.005848484,1.082679,
1.0,7955,WSN,0.6192752,-0.6741982,0.5674076080322266,-0.8013432621955872,0.005182938,-0.025785768,0.0025659062,-0.0010851114,0.002453869340631,-0.0013274733230634,-0.008528104,-0.0023853504,0.0044262144,0.000696022,-0.9931911,True,True,-0.913782716,0.7811685080000003,True,False,L1,low_hotspot,0.008855419,0.004480605,0.5059732,
1.0,7956,MCG,0.7030742,-0.65880704,0.6427132487297058,-0.8029196858406067,0.02423056,-0.02381747,0.0015615306,-0.00041720667,0.0015166403900817,-0.0005654677303242,-0.003927202,-0.0019764975,-0.0027274059,0.00096206495,0.6928338,True,False,-0.913782716,0.7811685080000003,False,False,,intermediate,0.0043965275,0.002892112,0.6578173,
