"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","pattern","significant_fdr_0p05"
"GO:0019935","cyclic-nucleotide-mediated signaling","11/376","20/1691",0.00134863781232971,0.154029340874286,0.149154128980503,"Adcyap1/Chga/Epha5/Gucy1a1/Nppc/Npr1/Npr2/Npy2r/Prkg1/Rxfp2/Ucn",11,1,FALSE
"GO:0099175","regulation of postsynapse organization","11/376","20/1691",0.00134863781232971,0.154029340874286,0.149154128980503,"Cdh2/Dgkb/Grin2b/Il1rap/Lrfn1/Nrcam/Nrp2/Nrxn1/Ppfia2/Reln/Sema3f",11,1,FALSE
"GO:0071695","anatomical structure maturation","22/376","54/1691",0.00146613811002845,0.154029340874286,0.149154128980503,"Adamts12/C1ql1/Ccl19/Cngb1/Epha8/Ercc2/Grip2/Ift80/Ihh/Kcnq3/Lhx6/Nfasc/Nppc/Npr2/Nrcam/Nrxn1/Pth1r/Ret/Rxfp2/Srrm4/Tgfb2/Vegfa",22,1,FALSE
"GO:0099173","postsynapse organization","22/376","54/1691",0.00146613811002845,0.154029340874286,0.149154128980503,"Cdh2/Cnksr2/Dgkb/Dock10/Epha5/Ephb3/Grin2b/Grip2/Igf1r/Il1rap/Lrfn1/Lrrtm4/Nrcam/Nrp2/Nrxn1/Nrxn2/Nrxn3/Ppfia2/Reln/Sema3f/Slitrk3/Sorbs1",22,1,FALSE
"GO:0007269","neurotransmitter secretion","12/376","23/1691",0.00149756865591242,0.154029340874286,0.149154128980503,"Cacna1e/Cplx3/Gpr158/Npy/Nrxn1/Nrxn2/Nrxn3/P2rx7/Ppfia2/Sv2a/Sv2b/Syt10",12,1,FALSE
"GO:0099643","signal release from synapse","12/376","23/1691",0.00149756865591242,0.154029340874286,0.149154128980503,"Cacna1e/Cplx3/Gpr158/Npy/Nrxn1/Nrxn2/Nrxn3/P2rx7/Ppfia2/Sv2a/Sv2b/Syt10",12,1,FALSE
"GO:0050771","negative regulation of axonogenesis","13/376","26/1691",0.00158235430242477,0.158099799873698,0.153095753109789,"Cdh1/Fstl4/Plxna3/Sema3a/Sema3c/Sema3f/Sema4c/Sema5a/Sema5b/Sema6a/Thy1/Tnr/Wnt3a",13,1,FALSE
"GO:0007416","synapse assembly","23/376","58/1691",0.00177172442015488,0.172103341591156,0.166656066071293,"Ache/Amigo2/Cbln2/Cdh1/Cdh2/Efnb2/Ephb3/Erbb4/Gabrb2/Il1rap/Lrfn1/Lrrtm4/Nectin1/Negr1/Nrg1/Nrxn1/Nrxn2/Nrxn3/Plxnb2/Reln/Sdk2/Slitrk3/Wnt3a",23,1,FALSE
"GO:0061564","axon development","49/376","152/1691",0.00183767245182541,0.173684880109013,0.168187547013438,"Ache/Auts2/Cdh1/Cdh2/Cnp/Cnr1/Cntn1/Efna3/Efnb2/Epha3/Epha5/Epha8/Ephb3/Erbb2/Fstl4/Igf1r/Jun/Nectin1/Neurod6/Nfasc/Ngfr/Npr2/Nrcam/Nrg1/Nrp2/Pax6/Plp1/Plxna3/Plxnb2/Plxnb3/Prkg1/Ptprm/Reln/Ret/Sema3a/Sema3c/Sema3f/Sema4c/Sema5a/Sema5b/Sema6a/Slitrk3/Tgfb2/Thy1/Tnr/Tubb3/Vash2/Vegfa/Wnt3a",49,1,FALSE
"GO:0007600","sensory perception","31/376","86/1691",0.00192188892495324,0.17485208976836,0.16931781309839,"Adgrv1/Adora1/Aqp4/Cacna1e/Cdc14a/Cdh1/Cdkn2d/Cln5/Cngb1/Coch/Cplx3/Grik2/Grin2b/Htr2a/Jag2/Kcnq3/Nmb/Npr2/Ntsr1/P2rx3/P2rx7/Pcdh15/Penk/Rgs9/Sema5a/Sema5b/Slc26a5/Srrm4/Syt10/Th/Ucn",31,1,FALSE
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","22/376","55/1691",0.00195002330596684,0.17485208976836,0.16931781309839,"Amigo2/Cdh1/Cdh2/Epha3/Igsf11/Igsf21/Il1rap/Itga5/Nectin1/Nrcam/Nrg1/Nrxn1/Pcdh15/Plxnb2/Plxnb3/Ptprm/Ptprt/Ret/Sdk2/Selp/Slitrk3/Tgfb2",22,1,FALSE
"GO:0042461","photoreceptor cell development","6/376","8/1691",0.00216364947662949,0.188345897304925,0.182384525572278,"Cngb1/Fam151b/Pax6/Th/Thy1/Vegfa",6,1,FALSE
"GO:0030517","negative regulation of axon extension","11/376","21/1691",0.00227554236859824,0.188345897304925,0.182384525572278,"Cdh1/Plxna3/Sema3a/Sema3c/Sema3f/Sema4c/Sema5a/Sema5b/Sema6a/Tnr/Wnt3a",11,1,FALSE
"GO:0008361","regulation of cell size","20/376","49/1691",0.0023403133448737,0.188345897304925,0.182384525572278,"Aqp4/Cdh1/Fstl4/Il7r/P2rx7/Plxna3/Prr16/Ret/Sema3a/Sema3c/Sema3f/Sema4c/Sema5a/Sema5b/Sema6a/Slc26a5/Tnr/Ucn/Vegfa/Wnt3a",20,1,FALSE
"GO:0019725","cellular homeostasis","39/376","116/1691",0.00234297378634364,0.188345897304925,0.182384525572278,"Adora1/Aqp4/Bmp6/C1qtnf12/Cacna1e/Calb2/Cartpt/Cav2/Ccdc22/Ccl19/Chga/Cln5/Cngb1/Cnr1/Epha5/Grik2/Grin2b/Grm2/Htr2a/Igf1r/Kat5/Lrp5/Mstn/Ngfr/Nppc/Npy/Ntsr1/P2rx7/Prkaa2/Pth1r/Scgn/Slc4a11/Slc9a1/Sv2a/Sv2b/Tfr2/Tgfb2/Thy1/Trpc4",39,1,FALSE
"GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","14/376","30/1691",0.00242593811927499,0.188345897304925,0.182384525572278,"Amigo2/Cdh1/Cdh2/Igsf11/Igsf21/Nectin1/Nrcam/Pcdh15/Plxnb2/Plxnb3/Ptprm/Ptprt/Ret/Sdk2",14,1,FALSE
"GO:0120035","regulation of plasma membrane bounded cell projection organization","48/376","150/1691",0.00244274229163382,0.188345897304925,0.182384525572278,"Ache/Adcyap1/Alk/Arhgap24/Auts2/Ccl19/Cdh1/Cdh2/Cnr1/Cntn1/Creb3l2/Crmp1/Dab2ip/Efnb2/Epha3/Ephb3/Fstl4/Grin2b/Igf1r/Lrp6/Mstn/Negr1/Ngfr/Nrcam/Nrg1/Nrxn1/P2rx7/Pax6/Plxna3/Plxnb2/Plxnb3/Podxl/Ppfia2/Reln/Ret/Sema3a/Sema3c/Sema3f/Sema4c/Sema5a/Sema5b/Sema6a/Setx/Sh3glb1/Thy1/Tnr/Vegfa/Wnt3a",48,1,FALSE
"GO:0050805","negative regulation of synaptic transmission","8/376","13/1691",0.0024775268161357,0.188345897304925,0.182384525572278,"Adora1/Grik2/Grm2/Htr2a/Npy2r/Penk/Slc6a1/Tnr",8,1,FALSE
"GO:1900078","positive regulation of cellular response to insulin stimulus","5/376","6/1691",0.00260837513636026,0.19003099691358,0.184016289773486,"Adipor1/C1qtnf12/Myo1c/Ptpn2/Sorbs1",5,1,FALSE
"GO:2001224","positive regulation of neuron migration","5/376","6/1691",0.00260837513636026,0.19003099691358,0.184016289773486,"Dab2ip/Pax6/Reln/Sema3a/Sema6a",5,1,FALSE
"GO:0050803","regulation of synapse structure or activity","26/376","70/1691",0.00274524748541435,0.195921029724367,0.189719896038195,"Amigo2/C1ql1/Camkv/Cbln2/Cdh2/Dab2ip/Dgkb/Ephb3/Gpr158/Grin2b/Il1rap/Lrfn1/Lrrtm4/Nectin1/Negr1/Nrcam/Nrg1/Nrp2/Nrxn1/Ppfia2/Ptprt/Reln/Sema3f/Slc17a6/Slitrk3/Wnt3a",26,1,FALSE
"GO:0031344","regulation of cell projection organization","48/376","151/1691",0.00285273351517572,0.19952018205139,0.193205130912006,"Ache/Adcyap1/Alk/Arhgap24/Auts2/Ccl19/Cdh1/Cdh2/Cnr1/Cntn1/Creb3l2/Crmp1/Dab2ip/Efnb2/Epha3/Ephb3/Fstl4/Grin2b/Igf1r/Lrp6/Mstn/Negr1/Ngfr/Nrcam/Nrg1/Nrxn1/P2rx7/Pax6/Plxna3/Plxnb2/Plxnb3/Podxl/Ppfia2/Reln/Ret/Sema3a/Sema3c/Sema3f/Sema4c/Sema5a/Sema5b/Sema6a/Setx/Sh3glb1/Thy1/Tnr/Vegfa/Wnt3a",48,1,FALSE
"GO:0006836","neurotransmitter transport","17/376","40/1691",0.00297816917032131,0.204208972325757,0.197745515395741,"Cacna1e/Cplx3/Ddc/Gpr158/Npy/Nrxn1/Nrxn2/Nrxn3/P2rx7/Ppfia2/Slc17a6/Slc6a1/Slc6a11/Sv2a/Sv2b/Syt10/Th",17,1,FALSE
"GO:0015837","amine transport","16/376","37/1691",0.00318698637204694,0.214324833520157,0.207541197548077,"Adora1/Cartpt/Chga/Cnr1/Ddc/Grin2b/Grm2/Htr2a/Npy2r/Ntsr1/P2rx7/Slc6a1/Sv2a/Syt10/Th/Trh",16,1,FALSE
"GO:0060078","regulation of postsynaptic membrane potential","14/376","31/1691",0.00354507181854601,0.229794437733684,0.222521170383415,"Adcyap1/Adora1/Gabra3/Gabrb2/Grik2/Grin2b/Grip2/Igsf11/Insyn2a/Ngfr/Npy2r/Nrxn1/Ntsr1/Reln",14,1,FALSE
"GO:0010975","regulation of neuron projection development","41/376","126/1691",0.00363023391519814,0.229794437733684,0.222521170383415,"Ache/Adcyap1/Alk/Cdh1/Cdh2/Cnr1/Cntn1/Creb3l2/Crmp1/Dab2ip/Efnb2/Epha3/Ephb3/Fstl4/Igf1r/Lrp6/Negr1/Ngfr/Nrcam/Nrg1/Nrxn1/Pax6/Plxna3/Plxnb2/Plxnb3/Ppfia2/Reln/Ret/Sema3a/Sema3c/Sema3f/Sema4c/Sema5a/Sema5b/Sema6a/Setx/Sh3glb1/Thy1/Tnr/Vegfa/Wnt3a",41,1,FALSE
"GO:0097107","postsynaptic density assembly","7/376","11/1691",0.00364021103830128,0.229794437733684,0.222521170383415,"Il1rap/Lrfn1/Nrxn1/Nrxn2/Nrxn3/Reln/Slitrk3",7,1,FALSE
"GO:0006874","intracellular calcium ion homeostasis","21/376","54/1691",0.00369746223890495,0.229794437733684,0.222521170383415,"Adora1/Calb2/Cav2/Ccl19/Chga/Cngb1/Cnr1/Grik2/Grin2b/Htr2a/Nppc/Npy/Ntsr1/P2rx7/Pth1r/Scgn/Sv2a/Sv2b/Tgfb2/Thy1/Trpc4",21,1,FALSE
"GO:0030182","neuron differentiation","85/376","300/1691",0.00375804477003281,0.229794437733684,0.222521170383415,"Ache/Adcyap1/Adgrv1/Alk/Auts2/Bmp6/Brinp2/C1ql1/Cdh1/Cdh2/Cngb1/Cnp/Cnr1/Cntn1/Creb3l2/Crmp1/Dab2ip/Dock10/Efna3/Efnb2/Epha3/Epha5/Epha8/Ephb3/Erbb2/Erbb4/Ercc2/Fam151b/Fstl4/Fuom/Gabrb2/Grip2/Igf1r/Ihh/Jag2/Jun/Kcnq3/Lhx6/Lrp6/Myo16/Myt1l/Nectin1/Negr1/Neurod6/Nfasc/Ngfr/Npr2/Nrcam/Nrg1/Nrp2/Nrxn1/Pax6/Pcdh15/Plp1/Plxna3/Plxnb2/Plxnb3/Ppfia2/Prkg1/Ptprm/Reln/Ret/Sall3/Sdk2/Sema3a/Sema3c/Sema3f/Sema4c/Sema5a/Sema5b/Sema6a/Setx/Sh3glb1/Slitrk3/Srrm4/Tgfb2/Th/Thy1/Tnr/Tubb3/Ucn/Vash2/Vegfa/Wnt3a/Wnt4",85,1,FALSE
"GO:0007611","learning or memory","23/376","61/1691",0.00384062494633768,0.229794437733684,0.222521170383415,"C1ql1/Cacna1e/Chst10/Cnr1/Csmd1/Cyp7b1/Grin2b/Htr2a/Itga5/Jun/Nptx2/Nrg1/Nrxn1/Nrxn2/Nrxn3/Nts/Ntsr1/Pax6/Reln/Slc6a1/Th/Tnr/Ucn",23,1,FALSE
"GO:0050890","cognition","25/376","68/1691",0.00387700080820342,0.229794437733684,0.222521170383415,"Adora1/C1ql1/Cacna1e/Chst10/Cnr1/Csmd1/Cyp7b1/Gpr158/Grin2b/Htr2a/Itga5/Jun/Nptx2/Nrg1/Nrxn1/Nrxn2/Nrxn3/Nts/Ntsr1/Pax6/Reln/Slc6a1/Th/Tnr/Ucn",25,1,FALSE
"GO:0048608","reproductive structure development","20/376","51/1691",0.00409423085409363,0.234713529455171,0.227284566999469,"Acvr2a/Adcyap1/Bmp6/Cdh1/Csmd1/Cyp7b1/Fgf10/Fgf7/Fgf9/Fst/Igf1r/Lrp6/Nppc/Npr2/Prlr/Rxfp2/Sema3a/Tgfb2/Vegfa/Wnt4",20,1,FALSE
"GO:0061458","reproductive system development","20/376","51/1691",0.00409423085409363,0.234713529455171,0.227284566999469,"Acvr2a/Adcyap1/Bmp6/Cdh1/Csmd1/Cyp7b1/Fgf10/Fgf7/Fgf9/Fst/Igf1r/Lrp6/Nppc/Npr2/Prlr/Rxfp2/Sema3a/Tgfb2/Vegfa/Wnt4",20,1,FALSE
"GO:0045913","positive regulation of carbohydrate metabolic process","8/376","14/1691",0.00467274975339671,0.263558159477876,0.255216230164299,"Gpd1/Htr2a/Ntsr1/P2rx7/Prkaa2/Pth1r/Ptpn2/Sorbs1",8,1,FALSE
