dataset,target,method,space,sliced_w2,projection_sd,n_projection_repeats,input_manifest_sha256,display_name,source_role,source_file_sha256,rank
mosta,2,paste,spatial,0.2095979340909164,0.0004253951868187,5.0,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,PASTE,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1,6.0
mosta,2,spateo,joint,0.0636584034574606,0.0008224958923621,5.0,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,Spateo,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1,6.0
mosta,2,spateo,state,0.0605552106168598,0.0007850848347196,5.0,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,Spateo,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1,9.0
mosta,2,spateo,spatial,0.1225755859745312,0.0006217101508247,5.0,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,Spateo,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1,5.0
mosta,2,random_independent_pairs,joint,0.0720170489638679,0.0006786227819714,5.0,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,Random interpolation,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1,7.0
mosta,2,random_independent_pairs,state,0.05519247975843,0.000959480447048,5.0,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,Random interpolation,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1,5.0
mosta,2,random_independent_pairs,spatial,0.2444213131695956,0.0004732056429615,5.0,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,Random interpolation,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1,7.0
mosta,2,mioflow,state,0.0577392173099162,0.0009019858986616,5.0,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,MIOFlow,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1,7.0
mosta,2,stories,state,0.0614876324701732,0.0009107889556194,5.0,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,STORIES,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1,10.0
mosta,2,wot,state,0.0577991997957134,0.0008838977816919,5.0,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,Waddington-OT,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1,8.0
arista,1,CytoBridge-0.015,joint,0.0486485407819145,0.0005808077658072,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,CytoBridge,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,2.0
arista,1,CytoBridge-0.015,state,0.048585505960221,0.0010626743612335,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,CytoBridge,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,1.0
arista,1,CytoBridge-0.015,spatial,0.0338135038611113,0.0001129086835156,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,CytoBridge,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,2.0
arista,1,stvcr,joint,0.0499245197895627,0.0007516746766612,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,stVCR,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,3.0
arista,1,stvcr,state,0.0532092233101187,0.0005453932728002,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,stVCR,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,4.0
arista,1,stvcr,spatial,0.0625381969053552,0.0003348738830717,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,stVCR,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,5.0
arista,1,moscot,joint,0.0622918097715027,0.0005245599042248,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MOSCOT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,6.0
arista,1,moscot,state,0.0712459694456296,0.0004948806854721,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MOSCOT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,10.0
arista,1,moscot,spatial,0.043569501197827,7.780717887653421e-05,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MOSCOT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,4.0
arista,1,paste,joint,0.0605982781663115,0.0003199964793122,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,PASTE,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,4.0
arista,1,paste,state,0.0497220986522057,0.0007422814358855,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,PASTE,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,2.0
arista,1,paste,spatial,0.2150779557062082,0.0016139714819317,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,PASTE,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,6.0
arista,1,spateo,joint,0.061107651812957,0.000547561314053,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Spateo,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,5.0
arista,1,spateo,state,0.0701251331446716,0.0005384492422665,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Spateo,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,9.0
arista,1,spateo,spatial,0.0352817845534505,7.095619693165409e-05,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Spateo,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,3.0
arista,1,random_independent_pairs,joint,0.0731904647703898,0.000127697732856,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Random interpolation,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,7.0
arista,1,random_independent_pairs,state,0.0620119877028896,0.0005878336044643,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Random interpolation,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,6.0
arista,1,random_independent_pairs,spatial,0.2241014560420821,0.0009876845894013,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Random interpolation,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,7.0
arista,1,mioflow,state,0.0674119608944309,0.0009120213141058,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MIOFlow,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,8.0
arista,1,stories,state,0.0783346046345252,0.0003886859118222,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,STORIES,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,11.0
arista,1,wot,state,0.0666666571403921,0.0005616857499266,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Waddington-OT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,7.0
arista,2,CytoBridge-0.015,joint,0.0629798195780042,0.0008044443178201,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,CytoBridge,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,4.0
arista,2,CytoBridge-0.015,state,0.0634960139523174,0.0016227296363622,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,CytoBridge,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,4.0
arista,2,CytoBridge-0.015,spatial,0.0458668983323426,0.0002442236905948,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,CytoBridge,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,2.0
arista,2,stvcr,joint,0.055235067056493,0.0013185634872975,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,stVCR,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,2.0
arista,2,stvcr,state,0.0552636853913095,0.0011822982760077,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,stVCR,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,1.0
arista,2,stvcr,spatial,0.0505698836099059,0.0002653976604552,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,stVCR,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,3.0
arista,2,moscot,joint,0.0673255667669483,0.0006333608199301,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MOSCOT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,6.0
arista,2,moscot,state,0.0737146011701665,0.0009240373460358,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MOSCOT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,9.0
arista,2,moscot,spatial,0.0642952652399435,0.0002255538638572,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MOSCOT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,4.0
arista,2,paste,joint,0.0627436916245951,0.0007418488510557,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,PASTE,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,3.0
arista,2,paste,state,0.0559392870968735,0.0012351470995987,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,PASTE,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,2.0
arista,2,paste,spatial,0.1783817217819863,0.0009572498113126,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,PASTE,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,6.0
arista,2,spateo,joint,0.0669998942430746,0.0006077458933795,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Spateo,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,5.0
arista,2,spateo,state,0.0740050633275772,0.0009104666043511,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Spateo,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,10.0
arista,2,spateo,spatial,0.0781517694758084,0.0002683918990638,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Spateo,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,5.0
arista,2,random_independent_pairs,joint,0.0769662233578714,0.0007082278209059,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Random interpolation,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,8.0
arista,2,random_independent_pairs,state,0.0661526203433645,0.0010362526223042,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Random interpolation,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,6.0
arista,2,random_independent_pairs,spatial,0.2241252896972467,0.0006247979172835,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Random interpolation,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,8.0
arista,2,mioflow,state,0.0706045862050446,0.0008343846800169,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MIOFlow,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,8.0
arista,2,stories,state,0.079400169874524,0.0007675029083875,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,STORIES,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,11.0
arista,2,wot,state,0.0699216384122229,0.0009663839359292,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Waddington-OT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,7.0
arista,3,CytoBridge-0.015,joint,0.0637158861787396,0.0017582391364557,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,CytoBridge,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,2.0
arista,3,CytoBridge-0.015,state,0.0643122206647393,0.0013294158343637,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,CytoBridge,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,3.0
arista,3,CytoBridge-0.015,spatial,0.0560061218772215,0.0004699361170019,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,CytoBridge,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,3.0
arista,3,stvcr,joint,0.0641524698461688,0.0009271451985498,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,stVCR,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,3.0
arista,3,stvcr,state,0.06513013317955,0.0014603057445951,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,stVCR,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,4.0
arista,3,stvcr,spatial,0.0686599831998542,0.0005921425541486,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,stVCR,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,4.0
arista,3,moscot,joint,0.0664770578601137,0.0009730378482414,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MOSCOT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,5.0
arista,3,moscot,state,0.0756992394473822,0.0007840738336181,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MOSCOT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,11.0
arista,3,moscot,spatial,0.0455622498292533,0.0003157928628405,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MOSCOT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,1.0
arista,3,paste,joint,0.0647792295127012,0.0013504991891157,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,PASTE,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,4.0
arista,3,paste,state,0.0598967878032073,0.0009951289124112,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,PASTE,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,1.0
arista,3,paste,spatial,0.1689868210369517,0.0029376931001356,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,PASTE,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,6.0
arista,3,spateo,joint,0.0666987575423076,0.0011703731266104,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Spateo,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,6.0
arista,3,spateo,state,0.0746333553087444,0.000838474298119,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Spateo,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,9.0
arista,3,spateo,spatial,0.072864956881747,0.0008333478178839,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Spateo,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,5.0
arista,3,random_independent_pairs,joint,0.0789069890532036,0.0012114468650775,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Random interpolation,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,8.0
arista,3,random_independent_pairs,state,0.0700248780354166,0.0007945063971525,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Random interpolation,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,6.0
arista,3,random_independent_pairs,spatial,0.2147871527785695,0.0021651402381436,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Random interpolation,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,8.0
arista,3,mioflow,state,0.0720933671127145,0.0007822669527281,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MIOFlow,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,8.0
arista,3,stories,state,0.0754916452806595,0.0007157709723108,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,STORIES,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,10.0
arista,3,wot,state,0.0711294197932607,0.0008759454507228,5.0,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Waddington-OT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92,7.0
admouse,1,CytoBridge-0.015,joint,0.0244668199582412,0.0003873400742571,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,CytoBridge,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,1.0
admouse,1,CytoBridge-0.015,state,0.0233735606468122,0.0002821449817186,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,CytoBridge,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,1.0
admouse,1,CytoBridge-0.015,spatial,0.0365305832686718,0.0004146993247459,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,CytoBridge,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,2.0
admouse,1,stvcr,joint,0.0290967559606287,0.0003879059342934,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,stVCR,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,2.0
admouse,1,stvcr,state,0.0250151172803794,0.0002965957911148,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,stVCR,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,2.0
admouse,1,stvcr,spatial,0.083049885931776,0.0007220015625854,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,stVCR,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,5.0
admouse,1,moscot,joint,0.0447501279788271,0.0002553780452549,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,MOSCOT,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,6.0
admouse,1,moscot,state,0.0532496816901294,0.000219429643561,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,MOSCOT,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,11.0
admouse,1,moscot,spatial,0.0423582211276815,0.0003440481247429,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,MOSCOT,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,3.0
admouse,1,paste,joint,0.0382481155519271,0.0002581259850131,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,PASTE,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,4.0
admouse,1,paste,state,0.0318130522798082,0.0003008239712181,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,PASTE,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,3.0
admouse,1,paste,spatial,0.1191093421622663,0.0010129187083148,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,PASTE,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,6.0
admouse,1,spateo,joint,0.0396130467463051,0.0001687039468239,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,Spateo,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,5.0
admouse,1,spateo,state,0.0455576841097946,0.0002233310118599,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,Spateo,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,8.0
admouse,1,spateo,spatial,0.0488248077435812,0.0004451715594114,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,Spateo,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,4.0
admouse,1,random_independent_pairs,joint,0.0620828020663164,0.0003776231291037,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,Random interpolation,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,8.0
admouse,1,random_independent_pairs,state,0.0484117900139154,0.0002386230310414,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,Random interpolation,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,10.0
admouse,1,random_independent_pairs,spatial,0.2118983648857288,0.0011129828399142,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,Random interpolation,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,8.0
admouse,1,mioflow,state,0.0336170015578846,0.0004049984563203,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,MIOFlow,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,5.0
admouse,1,stories,state,0.0453044509541891,0.0002782112000764,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,STORIES,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,7.0
admouse,1,wot,state,0.0474954437123942,0.0002625181150632,5.0,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,Waddington-OT,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0,9.0
chicken_heart,1,CytoBridge-0.015,joint,0.0793220037128637,0.0007273123580442,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,CytoBridge,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,1.0
chicken_heart,1,CytoBridge-0.015,state,0.0807686035069609,0.0008288001122168,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,CytoBridge,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,1.0
chicken_heart,1,CytoBridge-0.015,spatial,0.0606785759632136,0.0003477372414187,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,CytoBridge,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,1.0
