"SYMBOL","mapped"
"Lst1",TRUE
"Lysmd1",TRUE
"Lyz2",TRUE
"Map2",TRUE
"Map3k11",TRUE
"Mast3",TRUE
"Matn1",TRUE
"Mdga1",TRUE
"Med12l",TRUE
"Mef2c",TRUE
"Megf8",TRUE
"Mfsd12",TRUE
"Miat",TRUE
"Mib2",TRUE
"Mllt11",TRUE
"Mmp23",TRUE
"Msrb1",TRUE
"Mybpc3",TRUE
"Myh6",TRUE
"Myh7",TRUE
"Myl1",TRUE
"Myl2",TRUE
"Myl3",TRUE
"Myl4",TRUE
"Myl9",TRUE
"Mypop",TRUE
"N4bp3",TRUE
"Naga",TRUE
"Nav3",TRUE
"Ncf2",TRUE
"Nckap5l",TRUE
"Nckipsd",TRUE
"Ncmap",TRUE
"Nnat",TRUE
"Nppa",TRUE
"Npy",TRUE
"Nrg1",TRUE
"Nrp2",TRUE
"Nrros",TRUE
"Nrxn3",TRUE
"Ntm",TRUE
"Ntpcr",TRUE
"Nxph1",TRUE
"Oaf",TRUE
"Olfml2b",TRUE
"Otulin",TRUE
"Pacsin1",TRUE
"Pcdh9",TRUE
"Pcp4",TRUE
"Pcyt1b",TRUE
"Penk",TRUE
"Pf4",TRUE
"Phactr1",TRUE
"Pid1",TRUE
"Pik3r2",TRUE
"Pitpnm1",TRUE
"Pla2g6",TRUE
"Plbd2",TRUE
"Plekha2",TRUE
"Pln",TRUE
"Plxna2",TRUE
"Pmch",TRUE
"Pmp22",TRUE
"Pnmal2",FALSE
"Pomgnt1",TRUE
"Postn",TRUE
"Ppp2r2b",TRUE
"Ppp2r3a",TRUE
"Prkcb",TRUE
"Prr36",TRUE
"Prrc2a",TRUE
"Prrg3",TRUE
"Ptprd",TRUE
"Pxdn",TRUE
"Rab12",TRUE
"Rab6b",TRUE
"Rasa4",TRUE
"Rbfa",TRUE
"Rbp4",TRUE
"Rcan2",TRUE
"Reln",TRUE
"Rhbdd2",TRUE
"Rhog",TRUE
"Rimkla",TRUE
"Rnf19b",TRUE
"Rtn1",TRUE
"S100a4",TRUE
"S100a6",TRUE
"S100a8",TRUE
"Sbno2",TRUE
"Scg3",TRUE
"Scn3a",TRUE
"Sema3a",TRUE
"Serpina6",TRUE
"Serping1",TRUE
"Sh3gl2",TRUE
"Shisa6",TRUE
"Siah3",TRUE
"Sirt7",TRUE
"Ski",TRUE
"Slc15a3",TRUE
"Slc22a15",TRUE
"Slc29a3",TRUE
"Slc39a1",TRUE
"Slc4a3",TRUE
"Slc8a1",TRUE
"Slc9a1",TRUE
"Sln",TRUE
"Smad7",TRUE
"Smarcc2",TRUE
"Spns2",TRUE
"Spp1",TRUE
"Spryd3",TRUE
"Srgn",TRUE
"Sst",TRUE
"St8sia4",TRUE
"Stac2",TRUE
"Stmn2",TRUE
"Stx4a",TRUE
"Svop",TRUE
"Synpo2l",TRUE
"Tac1",TRUE
"Tac2",TRUE
"Tagln",TRUE
"Taok2",TRUE
"Taok3",TRUE
"Tardbp",TRUE
"Tbc1d20",TRUE
"Tbr1",TRUE
"Tceal7",TRUE
"Tenm2",TRUE
"Tepsin",TRUE
"Tm6sf1",TRUE
"Tmsb10",TRUE
"Tnip1",TRUE
"Tnnc1",TRUE
"Tnnc2",TRUE
"Tnni1",TRUE
"Tnni3",TRUE
"Tnnt1",TRUE
"Tnnt2",TRUE
"Tpm2",TRUE
"Trim67",TRUE
"Ttr",TRUE
"Tyk2",TRUE
"Ulk3",TRUE
"Usp20",TRUE
"Wdr86",TRUE
"Wfikkn2",TRUE
"Wnk2",TRUE
"Zcchc18",TRUE
"Zcwpw1",TRUE
"Zfp398",TRUE
