"SYMBOL","mapped"
"Bend4",TRUE
"Bloc1s2",TRUE
"Bloc1s6os",TRUE
"Bmpr1a",TRUE
"Boc",TRUE
"Brip1os",TRUE
"Bsg",TRUE
"C030018K13Rik",TRUE
"C130079G13Rik",FALSE
"C1qbp",TRUE
"C1qtnf3",TRUE
"C87436",TRUE
"Cacna2d1",TRUE
"Cacng4",TRUE
"Cacng7",TRUE
"Calm2",TRUE
"Calm4",TRUE
"Calml3",TRUE
"Capns2",TRUE
"Capzb",TRUE
"Carnmt1",TRUE
"Cartpt",TRUE
"Casc4",FALSE
"Cast",TRUE
"Ccdc181",TRUE
"Ccdc182",TRUE
"Ccdc28b",TRUE
"Ccdc51",TRUE
"Ccdc62",TRUE
"Ccer2",TRUE
"Ccl27a",TRUE
"Ccm2",TRUE
"Ccnd2",TRUE
"Ccndbp1",TRUE
"Ccnh",TRUE
"Cd27",TRUE
"Cdca8",TRUE
"Cdk12",TRUE
"Cdk19",TRUE
"Cdk5r1",TRUE
"Cdkn1c",TRUE
"Cdkn3",TRUE
"Cdon",TRUE
"Cdr2",TRUE
"Cebpg",TRUE
"Celf2",TRUE
"Celf4",TRUE
"Cenpi",TRUE
"Cenpt",TRUE
"Cer1",TRUE
"Cfap61",TRUE
"Cga",TRUE
"Chrnb2",TRUE
"Chtf18",TRUE
"Clcn2",TRUE
"Clcn3",TRUE
"Cldn34d",TRUE
"Cnksr3",TRUE
"Cnr1",TRUE
"Coa7",TRUE
"Coasy",TRUE
"Col25a1",TRUE
"Commd7",TRUE
"Cox17",TRUE
"Cpsf4",TRUE
"Crabp1",TRUE
"Creb1",TRUE
"Creb3l2",TRUE
"Crebl2",TRUE
"Crmp1",TRUE
"Csrp3",TRUE
"Cstb",TRUE
"Ctf2",TRUE
"Ctnna2",TRUE
"Ctps2",TRUE
"Ctsz",TRUE
"Cul7",TRUE
"Cyp26b1",TRUE
"Cyp4f15",TRUE
"Cysrt1",TRUE
"Dag1",TRUE
"Daxx",TRUE
"Dcc",TRUE
"Dct",TRUE
"Ddost",TRUE
"Defb11",TRUE
"Dffa",TRUE
"Dimt1",TRUE
"Dlg1",TRUE
"Dmd",TRUE
"Dmkn",TRUE
"Dnah14",TRUE
"Dnah7c",TRUE
"Dnajb6",TRUE
"Dnajc27",TRUE
"Dnmt3b",TRUE
"Dram2",TRUE
"Dvl2",TRUE
"Dynlrb2",TRUE
"Dynlt1a",TRUE
"E130218I03Rik",FALSE
"E330009J07Rik",FALSE
"Eaf1",TRUE
"Eapp",TRUE
"Ebf1",TRUE
"Ebf2",TRUE
"Ebf3",TRUE
"Ebna1bp2",TRUE
"Eda2r",TRUE
"Eef1e1",TRUE
"Efna3",TRUE
"Efna5",TRUE
"Egfem1",TRUE
"Elavl3",TRUE
"Elavl4",TRUE
"Elf2",TRUE
"Elp2",TRUE
"Emc2",TRUE
"Emc3",TRUE
"Emid1",TRUE
"En2",TRUE
"Enho",TRUE
"Enox1",TRUE
"Eomes",TRUE
"Epha3",TRUE
"Epha7",TRUE
"Ephb3",TRUE
"Erbb4",TRUE
"Ercc8",TRUE
"Etfa",TRUE
"Evx1",TRUE
"Exo1",TRUE
"Exoc7",TRUE
"Eya2",TRUE
"Ezr",TRUE
"Fabp7",TRUE
"Faf1",TRUE
"Fam159a",FALSE
"Fam173b",FALSE
"Fam25c",FALSE
"Fam3b",TRUE
"Fam49a",FALSE
"Fam57a",FALSE
"Fam60a",FALSE
"Fam69b",FALSE
"Fancf",TRUE
"Fars2",TRUE
"Fastkd5",TRUE
"Fbxl18",TRUE
"Fbxl7",TRUE
"Fbxo15",TRUE
"Fbxo34",TRUE
"Fbxo36",TRUE
"Fbxo44",TRUE
"Fbxw8",TRUE
"Fcrl6",TRUE
"Fezf1",TRUE
"Fgf14",TRUE
"Fkbp2",TRUE
"Fkbp6",TRUE
"Flg",TRUE
"Flvcr1",TRUE
"Fmr1os",TRUE
"Fnbp4",TRUE
"Folh1",TRUE
"Foxp2",TRUE
"Frzb",TRUE
"Fundc1",TRUE
"Fzd7",TRUE
"G6pc",FALSE
"Gabpb1",TRUE
"Gadd45g",TRUE
"Galnt7",TRUE
"Ganc",TRUE
"Gap43",TRUE
"Gar1",TRUE
"Gatad1",TRUE
"Gcg",TRUE
"Gdap2",TRUE
"Gde1",TRUE
"Gdf3",TRUE
"Gdi1",TRUE
"Gdpd2",TRUE
"Ggct",TRUE
"Gipr",TRUE
"Gk",TRUE
"Gle1",TRUE
"Gm10390",TRUE
"Gm10602",TRUE
"Gm10800",FALSE
"Gm10801",FALSE
"Gm11961",TRUE
"Gm11973",TRUE
"Gm12239",TRUE
"Gm12248",FALSE
"Gm12762",TRUE
"Gm12949",FALSE
"Gm13201",TRUE
"Gm13269",TRUE
"Gm13849",FALSE
"Gm14019",FALSE
"Gm14226",TRUE
"Gm14243",TRUE
"Gm14268",TRUE
"Gm14325",TRUE
"Gm14547",FALSE
"Gm15083",TRUE
"Gm15091",TRUE
"Gm15524",TRUE
"Gm15567",TRUE
"Gm15917",FALSE
"Gm15972",TRUE
"Gm15999",FALSE
"Gm16029",FALSE
"Gm16133",TRUE
"Gm16161",FALSE
"Gm16185",TRUE
"Gm16191",TRUE
"Gm16194",TRUE
"Gm17116",TRUE
"Gm1720",TRUE
"Gm17276",TRUE
"Gm17324",TRUE
"Gm17514",TRUE
"Gm20442",FALSE
"Gm2163",TRUE
"Gm21738",FALSE
"Gm23925",TRUE
"Gm2453",TRUE
"Gm26518",FALSE
"Gm26535",TRUE
"Gm26551",FALSE
"Gm26579",TRUE
"Gm26604",TRUE
"Gm26606",TRUE
"Gm26665",FALSE
"Gm26794",FALSE
"Gm26799",TRUE
"Gm26852",FALSE
"Gm26881",TRUE
"Gm26904",FALSE
"Gm26917",TRUE
"Gm26982",FALSE
"Gm27184",FALSE
"Gm27209",FALSE
"Gm28578",TRUE
"Gm28643",TRUE
"Gm28940",TRUE
"Gm29260",TRUE
"Gm29346",TRUE
"Gm29394",FALSE
"Gm29455",TRUE
"Gm29478",TRUE
"Gm30075",TRUE
"Gm30292",TRUE
"Gm30978",TRUE
"Gm31946",TRUE
"Gm33180",TRUE
"Gm33222",TRUE
"Gm33460",TRUE
"Gm33474",TRUE
"Gm34921",TRUE
"Gm35239",TRUE
"Gm35823",TRUE
"Gm36670",TRUE
"Gm3764",TRUE
"Gm37933",FALSE
"Gm38037",FALSE
"Gm42495",FALSE
"Gm42529",TRUE
"Gm42791",FALSE
"Gm42903",FALSE
"Gm43126",FALSE
"Gm43518",FALSE
"Gm44175",FALSE
"Gm44516",FALSE
"Gm44618",FALSE
"Gm44626",FALSE
"Gm44929",FALSE
"Gm45151",FALSE
"Gm45282",FALSE
"Gm45620",TRUE
"Gm45646",FALSE
"Gm45824",FALSE
"Gm46440",TRUE
"Gm47001",FALSE
"Gm47423",FALSE
"Gm47430",FALSE
"Gm47757",FALSE
"Gm47827",FALSE
"Gm48089",TRUE
"Gm48616",FALSE
"Gm4869",FALSE
"Gm49240",FALSE
"Gm49324",FALSE
"Gm49366",FALSE
"Gm49380",FALSE
"Gm49383",FALSE
"Gm5083",TRUE
"Gm5426",FALSE
"Gm6408",TRUE
"Gm7008",TRUE
"Gm9047",FALSE
"Gm9885",TRUE
"Gmnn",TRUE
"Gpc6",TRUE
"Gper1",TRUE
"Gpha2",TRUE
"Gpr182",TRUE
"Gpx1",TRUE
"Grid2",TRUE
"Grik2",TRUE
"Grm4",TRUE
"Gsdma2",TRUE
"Gstt4",TRUE
"Gtdc1",TRUE
"Gtpbp3",TRUE
"Gzma",TRUE
"H2-Q4",TRUE
"Hacd2",TRUE
"Hba-x",TRUE
"Hbb-bh1",TRUE
"Hbs1l",TRUE
"Hdgf",TRUE
"Hdgfl2",TRUE
"Heatr1",TRUE
"Hes5",TRUE
"Hes7",TRUE
"Hist1h2be",FALSE
"Hist1h4i",FALSE
"Hist1h4m",FALSE
"Hmga2",TRUE
"Hnrnpd",TRUE
"Hook2",TRUE
"Hormad1",TRUE
"Hoxa1",TRUE
"Hoxa5",TRUE
"Hoxb1",TRUE
"Hoxd9",TRUE
"Hprt",FALSE
"Hpse2",TRUE
"Hsdl1",TRUE
"Hspa4",TRUE
"Hspb1",TRUE
"Hspb11",FALSE
"Hspd1",TRUE
"Id4",TRUE
"Igf2bp1",TRUE
"Igfbp2",TRUE
"Igfbpl1",TRUE
"Il17rd",TRUE
"Il9r",TRUE
"Insl6",TRUE
"Ipmk",TRUE
"Ipo9",TRUE
"Irx4",TRUE
"Isoc2a",TRUE
"Jmjd8",TRUE
"Jpt2",TRUE
"Kank4os",TRUE
"Kcnab3",TRUE
"Kcnab3os",FALSE
"Kcne2",TRUE
"Kcnk5",TRUE
"Kctd14",TRUE
"Kdm4a",TRUE
"Kdm6a",TRUE
"Kif3a",TRUE
"Klhl38",TRUE
"Klhl8",TRUE
"Klrb1",TRUE
"Krt1",TRUE
"Krt10",TRUE
"Krt77",TRUE
"Krt79",TRUE
"Lamtor1",TRUE
"Lat2",TRUE
"Lats2",TRUE
"Lbr",TRUE
"Lca5",TRUE
"Ldhb",TRUE
"Lemd2",TRUE
"Lgals7",TRUE
"Lhx4",TRUE
"Lhx5",TRUE
"Lhx9",TRUE
"Lor",TRUE
"Lrch4",TRUE
"Lrp11",TRUE
"Lrrc1",TRUE
"Lrrc14",TRUE
"Lrrc36",TRUE
"Lrrc37a",TRUE
"Lrrc51",TRUE
"Lrrc8d",TRUE
"Lrriq1",TRUE
"Lrrn2",TRUE
"Lrrtm3",TRUE
"Lxn",TRUE
"Ly6d",TRUE
"Lysmd1",TRUE
"Mak",TRUE
"Man2c1os",TRUE
"Map1b",TRUE
"Map2",TRUE
"Map2k3os",TRUE
"Map7d3",TRUE
"Mavs",TRUE
"Mccc1os",TRUE
"Mcm3",TRUE
"Mctp1",TRUE
"Mdga1",TRUE
"Mdk",TRUE
"Meaf6",TRUE
"Mecom",TRUE
"Med10",TRUE
"Med12l",TRUE
"Med31",TRUE
"Mef2c",TRUE
"Meis2",TRUE
"Meis3",TRUE
"Men1",TRUE
"Metap2",TRUE
"Mettl26",TRUE
"Miat",TRUE
"Mib2",TRUE
"Mir17hg",TRUE
"Mir9-3hg",TRUE
"Mis18bp1",TRUE
"Mkks",TRUE
"Mknk2",TRUE
"Mkrn1",TRUE
"Mlc1",TRUE
"Mlip",TRUE
"Mllt11",TRUE
"Mlycd",TRUE
"Mogat2",TRUE
"Morc3",TRUE
"Mpi",TRUE
"Mpped1",TRUE
"Mrm1",TRUE
"Mrpl11",TRUE
"Mrpl36",TRUE
"Mrpl40",TRUE
"Mrpl49",TRUE
"Msrb1",TRUE
"Msx1",TRUE
"mt-Nd5",FALSE
"Mybpc2",TRUE
"Mybpc3",TRUE
"Myh6",TRUE
"Myl2",TRUE
"Myl7",TRUE
"Myl9",TRUE
"Mypop",TRUE
"Naa38",TRUE
"Naa60",TRUE
"Nat14",TRUE
"Nav2",TRUE
"Ncapg2",TRUE
"Nckap5l",TRUE
"Nckipsd",TRUE
"Ndfip1",TRUE
"Ndufb9",TRUE
"Nes",TRUE
"Nfrkb",TRUE
"Nfs1",TRUE
"Nhlh1",TRUE
"Nhlh2",TRUE
"Nkd1",TRUE
"Nme9",TRUE
"Noc3l",TRUE
"Nop58",TRUE
"Npas2",TRUE
"Npas3",TRUE
"Npdc1",TRUE
"Nppa",TRUE
"Nr1h2",TRUE
"Nr2f1",TRUE
"Nr2f2",TRUE
"Nrg1",TRUE
"Ntpcr",TRUE
"Numb",TRUE
"Oaf",TRUE
"Ocm",TRUE
"Ofd1",TRUE
"Olfr984",FALSE
"Opa1",TRUE
"Osbpl11",TRUE
"Otulin",TRUE
"Otx1",TRUE
"Palld",TRUE
"Pank4",TRUE
"Pantr1",TRUE
"Pard3b",TRUE
"Pcdh9",TRUE
"Pcdhgb4",TRUE
"Pcp2",TRUE
"Pcyt1b",TRUE
"Pdcd6",TRUE
"Pdlim1",TRUE
"Pdzk1",TRUE
"Pex26",TRUE
"Pf4",TRUE
"Pfas",TRUE
"Pgp",TRUE
"Phip",TRUE
"Phka1",TRUE
"Phka2",TRUE
"Phlpp2",TRUE
"Pi16",TRUE
"Pi4ka",TRUE
"Pigx",TRUE
"Pik3r2",TRUE
"Pinlyp",TRUE
"Pipox",TRUE
"Pitpnm2os2",TRUE
"Pla2g6",TRUE
"Plac1",TRUE
"Plekhh1",TRUE
"Pln",TRUE
"Plpp1",TRUE
"Plscr1",TRUE
"Plxna2",TRUE
"Pmch",TRUE
"Poglut1",TRUE
"Polg2",TRUE
"Poli",TRUE
"Polr1a",TRUE
"Polr1e",TRUE
"Polr2c",TRUE
"Polr2l",TRUE
"Polr3h",TRUE
"Polrmt",TRUE
"Pomc",TRUE
"Pomgnt1",TRUE
"Pop7",TRUE
"Ppbp",TRUE
"Ppp1r12b",TRUE
"Ppp1r42",TRUE
"Ppp2cb",TRUE
"Ppp2r2b",TRUE
"Ppp2r3a",TRUE
"Pqbp1",TRUE
"Prag1",TRUE
"Prdm13",TRUE
"Prkx",TRUE
"Prl8a2",TRUE
"Prmt5",TRUE
"Prr36",TRUE
"Prr7",TRUE
"Prrc2a",TRUE
"Prss27",TRUE
"Psat1",TRUE
"Psca",TRUE
"Psma1",TRUE
"Psmb10",TRUE
"Psmc5",TRUE
"Psmg2",TRUE
"Ptchd3",TRUE
"Ptpn9",TRUE
"Pyy",TRUE
"Qprt",TRUE
"Rab11a",TRUE
"Rab12",TRUE
"Rab39b",TRUE
"Rabif",TRUE
"Rabl6",TRUE
"Rad51",TRUE
"Rala",TRUE
"Ralgapa2",TRUE
"Raly",TRUE
"Ranbp1",TRUE
"Ranbp2",TRUE
"Rapgef6",TRUE
"Rbfa",TRUE
"Rbm20",TRUE
"Rbp2",TRUE
"Rdm1",TRUE
"Reep4",TRUE
"Reln",TRUE
"Rfc3",TRUE
"Rhbdd2",TRUE
"Rhbdl3",TRUE
"Rhox6",TRUE
"Rictor",TRUE
"Rmst",TRUE
"Rnd2",TRUE
"Rnf144a",TRUE
"Rnf150",TRUE
"Rnf169",TRUE
"Rnf19b",TRUE
"Robo1",TRUE
"Ropn1l",TRUE
"Rora",TRUE
"Rras2",TRUE
"Rrp1b",TRUE
"Rsph10b",TRUE
"Rspo2",TRUE
"Rtca",TRUE
"Rtn1",TRUE
"Rtn3",TRUE
"Rwdd4a",TRUE
"Rybp",TRUE
"Samd4",TRUE
"Sbno1",TRUE
"Sbsn",TRUE
"Scamp4",TRUE
"Scg3",TRUE
"Scg5",TRUE
"Scn3a",TRUE
"Sde2",TRUE
"Sdk1",TRUE
"Sec31b",TRUE
"Sema3a",TRUE
"Senp7",TRUE
"Serpinb2",TRUE
"Sf3b4",TRUE
"Sft2d2",TRUE
"Sh2d2a",TRUE
"Siah3",TRUE
"Sirt6",TRUE
"Sirt7",TRUE
"Slc15a3",TRUE
"Slc19a2",TRUE
"Slc22a15",TRUE
"Slc25a27",TRUE
"Slc25a33",TRUE
"Slc25a43",TRUE
"Slc2a1",TRUE
"Slc39a1",TRUE
"Slc8a1",TRUE
"Slfn3",TRUE
"Slit1",TRUE
"Slit2",TRUE
"Slit3",TRUE
"Smad2",TRUE
"Smad7",TRUE
"Smarcc2",TRUE
"Snhg7os",TRUE
"Snrpn",TRUE
"Sos2",TRUE
"Sox11",TRUE
"Sox15",TRUE
"Sox5",TRUE
"Sox6",TRUE
"Sox9",TRUE
"Spaca9",TRUE
"Spata17",TRUE
"Spen",TRUE
"Spns2",TRUE
"Srp14",TRUE
"Srpk2",TRUE
"Sst",TRUE
"Star",TRUE
"Stk11ip",TRUE
"Stmn1",TRUE
"Stmn2",TRUE
"Stox1",TRUE
"Stra8",TRUE
"Stx4a",TRUE
"Suds3",TRUE
"Sugct",TRUE
"Supt16",TRUE
"Suz12",TRUE
"Svop",TRUE
"Syce1",TRUE
"Syce1l",TRUE
"Synpo2l",TRUE
"Taf2",TRUE
"Tal2",TRUE
"Tank",TRUE
"Taok3",TRUE
"Tardbp",TRUE
"Tarm1",TRUE
"Tbc1d20",TRUE
"Tbr1",TRUE
"Tcf7l2",TRUE
"Tchh",TRUE
"Tctn1",TRUE
"Tecta",TRUE
"Tenm2",TRUE
"Tenm3",TRUE
"Tepsin",TRUE
"Tex14",TRUE
"Tfap2b",TRUE
"Tgm6",TRUE
"Timm8a2",TRUE
"Tm2d3",TRUE
"Tm6sf1",TRUE
"Tmem159",FALSE
"Tmem185b",TRUE
"Tmem201",TRUE
"Tmem205",TRUE
"Tmem232",TRUE
"Tmem242",TRUE
"Tmem40",TRUE
"Tmem88",TRUE
"Tmigd3",TRUE
"Tmsb10",TRUE
"Tnfaip3",TRUE
"Tnip1",TRUE
"Tnnc1",TRUE
"Tnni3",TRUE
"Tnnt1",TRUE
"Tomm5",TRUE
"Tomm6",TRUE
"Topaz1",TRUE
"Tor1a",TRUE
"Trappc11",TRUE
"Trim50",TRUE
"Trip6",TRUE
"Triqk",TRUE
"Trp53i13",TRUE
"Trps1",TRUE
"Tspan2",TRUE
"Ttc30a1",FALSE
"Ttc30a2",FALSE
"Ttk",TRUE
"Ttn",TRUE
"Ttr",TRUE
"Tubb2b",TRUE
"Tyk2",TRUE
"Ube2b",TRUE
"Ube2q1",TRUE
"Ubxn4",TRUE
"Ufsp2",TRUE
"Unc5c",TRUE
"Upf3b",TRUE
"Uqcrc1",TRUE
"Usp36",TRUE
"Usp38",TRUE
"Usp45",TRUE
"Usp50",TRUE
"Vcan",TRUE
"Vkorc1l1",TRUE
"Vps72",TRUE
"Wdr18",TRUE
"Wdr66",FALSE
"Whamm",TRUE
"Wnk2",TRUE
"Wnt1",TRUE
"Wnt3a",TRUE
"Wnt7b",TRUE
"Wwc1",TRUE
"Wwox",TRUE
"Xpo5",TRUE
"Zbtb11os1",TRUE
"Zbtb3",TRUE
"Zc3h12a",TRUE
"Zc3hc1",TRUE
"Zcchc18",TRUE
"Zcwpw1",TRUE
"Zdhhc2",TRUE
"Zdhhc21",TRUE
"Zdhhc4",TRUE
"Zfand2a",TRUE
"Zfp236",TRUE
"Zfp28",TRUE
"Zfp286",TRUE
"Zfp362",TRUE
"Zfp398",TRUE
"Zfp512",TRUE
"Zfp532",TRUE
"Zfp592",TRUE
"Zfp688",TRUE
"Zfp873",TRUE
"Zfp994",TRUE
"Zfpm2",TRUE
"Zfyve21",TRUE
"Zic1",TRUE
"Zic3",TRUE
"Zkscan8",TRUE
"Zmym6",TRUE
"Zmynd10",TRUE
"Zpr1",TRUE
