pair,pair_id,ligand,receptor,auc,peak_time,peak_score,start_score,end_score,delta_end_start,score_range,pair_id_identity,ligand_identity,receptor_identity,cluster
TNN_ITGA8_ITGB1,"[""TNN"",""ITGA8_ITGB1""]",TNN,ITGA8_ITGB1,0.0038431310715333,2.5,0.0021204101121182,0.0002401748380666,0.0001727653548308,-6.740948323573733e-05,0.0019476447572874,"[""TNN"",""ITGA8_ITGB1""]",TNN,ITGA8_ITGB1,2
WNT2B_FZD2_LRP6,"[""WNT2B"",""FZD2_LRP6""]",WNT2B,FZD2_LRP6,2.133093739683777,3.0,0.7695990314964923,0.2390034436939485,0.4342002922153077,0.1951968485213591,0.5305955878025438,"[""WNT2B"",""FZD2_LRP6""]",WNT2B,FZD2_LRP6,2
WNT2B_FZD3_LRP6,"[""WNT2B"",""FZD3_LRP6""]",WNT2B,FZD3_LRP6,2.016082613954966,3.0,0.7618692801147503,0.2458686959487075,0.4347950242553888,0.1889263283066812,0.5160005841660427,"[""WNT2B"",""FZD3_LRP6""]",WNT2B,FZD3_LRP6,2
LAMC3_DAG1,"[""LAMC3"",""DAG1""]",LAMC3,DAG1,1.0253397881693664,3.0,0.5905344924745883,0.0635202721808903,0.0481100338364922,-0.015410238344398,0.5552345544419632,"[""LAMC3"",""DAG1""]",LAMC3,DAG1,2
WNT2B_FZD6_LRP5,"[""WNT2B"",""FZD6_LRP5""]",WNT2B,FZD6_LRP5,0.8469511937351673,3.0,0.3364215723243682,0.1833084256686934,0.1519531392554018,-0.0313552864132916,0.2321055276126171,"[""WNT2B"",""FZD6_LRP5""]",WNT2B,FZD6_LRP5,2
WNT2B_FZD6_LRP6,"[""WNT2B"",""FZD6_LRP6""]",WNT2B,FZD6_LRP6,0.8460265428035287,3.0,0.3367609778522061,0.1779549631860233,0.1524294896801837,-0.0255254735058396,0.2324434164025837,"[""WNT2B"",""FZD6_LRP6""]",WNT2B,FZD6_LRP6,2
WNT2B_FZD7_LRP6,"[""WNT2B"",""FZD7_LRP6""]",WNT2B,FZD7_LRP6,0.8380536763612804,3.0,0.4046596910524693,0.1676863676850746,0.113465242949519,-0.0542211247355555,0.3369210039309737,"[""WNT2B"",""FZD7_LRP6""]",WNT2B,FZD7_LRP6,2
WNT2B_FZD7_LRP5,"[""WNT2B"",""FZD7_LRP5""]",WNT2B,FZD7_LRP5,0.8291775672796031,3.0,0.3909548172400974,0.1666820236875284,0.1132173852187966,-0.0534646384687318,0.3232170036379861,"[""WNT2B"",""FZD7_LRP5""]",WNT2B,FZD7_LRP5,2
LAMC3_SV2B,"[""LAMC3"",""SV2B""]",LAMC3,SV2B,0.7403303030053467,3.0,0.393909113715384,0.0792250803900528,0.0315250007039236,-0.0477000796861291,0.3665110524286982,"[""LAMC3"",""SV2B""]",LAMC3,SV2B,2
WNT11_FZD7,"[""WNT11"",""FZD7""]",WNT11,FZD7,0.6163531676843429,3.0,0.2843506458860783,0.1108014890800377,0.083074892101226,-0.0277265969788116,0.2236793228580077,"[""WNT11"",""FZD7""]",WNT11,FZD7,2
WNT2B_FZD10_LRP6,"[""WNT2B"",""FZD10_LRP6""]",WNT2B,FZD10_LRP6,0.5608714473387632,3.0,0.2856396186000461,0.0828876747565962,0.1509983782660707,0.0681107035094745,0.2147892557917234,"[""WNT2B"",""FZD10_LRP6""]",WNT2B,FZD10_LRP6,2
WNT2B_FZD10_LRP5,"[""WNT2B"",""FZD10_LRP5""]",WNT2B,FZD10_LRP5,0.5608572624351904,3.0,0.2856231821091979,0.0828660743059502,0.1509983782660707,0.0681323039601204,0.2147728193008753,"[""WNT2B"",""FZD10_LRP5""]",WNT2B,FZD10_LRP5,2
WNT11_FZD10,"[""WNT11"",""FZD10""]",WNT11,FZD10,0.3710222220153634,3.0,0.1453286856565034,0.051082833014358,0.1055320163234899,0.0544491833091318,0.0942458526421454,"[""WNT11"",""FZD10""]",WNT11,FZD10,2
WNT8B_FZD4_LRP5,"[""WNT8B"",""FZD4_LRP5""]",WNT8B,FZD4_LRP5,0.1777535767325996,3.0,0.0978337803789544,0.0129297808648495,0.0253049739933674,0.0123751931285178,0.0880858913506506,"[""WNT8B"",""FZD4_LRP5""]",WNT8B,FZD4_LRP5,2
WNT8B_FZD4_LRP6,"[""WNT8B"",""FZD4_LRP6""]",WNT8B,FZD4_LRP6,0.1777535767325996,3.0,0.0978337803789544,0.0129297808648495,0.0253049739933674,0.0123751931285178,0.0880858913506506,"[""WNT8B"",""FZD4_LRP6""]",WNT8B,FZD4_LRP6,2
WNT3A_FZD7_LRP6,"[""WNT3A"",""FZD7_LRP6""]",WNT3A,FZD7_LRP6,0.1539500638219247,3.0,0.0572519492911012,0.0224393775455064,0.0268430919069954,0.004403714361489,0.0357514244731998,"[""WNT3A"",""FZD7_LRP6""]",WNT3A,FZD7_LRP6,2
WNT3A_FZD7_LRP5,"[""WNT3A"",""FZD7_LRP5""]",WNT3A,FZD7_LRP5,0.153052689423018,3.0,0.0562915830475573,0.0223516363435135,0.0267952754224156,0.004443639078902,0.0347921950483139,"[""WNT3A"",""FZD7_LRP5""]",WNT3A,FZD7_LRP5,2
WNT2B_FZD4_LRP5,"[""WNT2B"",""FZD4_LRP5""]",WNT2B,FZD4_LRP5,0.0793555931474392,3.0,0.0499698208471119,0.0070984368214592,0.0072909257397664,0.0001924889183072,0.0463268764228544,"[""WNT2B"",""FZD4_LRP5""]",WNT2B,FZD4_LRP5,2
WNT2B_FZD4_LRP6,"[""WNT2B"",""FZD4_LRP6""]",WNT2B,FZD4_LRP6,0.0793555931474392,3.0,0.0499698208471119,0.0070984368214592,0.0072909257397664,0.0001924889183072,0.0463268764228544,"[""WNT2B"",""FZD4_LRP6""]",WNT2B,FZD4_LRP6,2
NCAM1_NCAM1,"[""NCAM1"",""NCAM1""]",NCAM1,NCAM1,0.0699802421797742,3.0,0.044844088732341,0.0129362167581142,0.0041431090124431,-0.008793107745671,0.0420979942118894,"[""NCAM1"",""NCAM1""]",NCAM1,NCAM1,2
LAMC3_ITGA7_ITGB1,"[""LAMC3"",""ITGA7_ITGB1""]",LAMC3,ITGA7_ITGB1,0.0428293834017445,3.0,0.0241194505066452,0.0019454615025354,0.0011842095810711,-0.0007612519214642,0.0230393882550037,"[""LAMC3"",""ITGA7_ITGB1""]",LAMC3,ITGA7_ITGB1,2
LAMC3_ITGA1_ITGB1,"[""LAMC3"",""ITGA1_ITGB1""]",LAMC3,ITGA1_ITGB1,0.0314112674062953,3.0,0.0186214495774906,0.0020910356962579,0.0003108460947482,-0.0017801896015096,0.0183106034827423,"[""LAMC3"",""ITGA1_ITGB1""]",LAMC3,ITGA1_ITGB1,2
PSAP_GPR37L1,"[""PSAP"",""GPR37L1""]",PSAP,GPR37L1,147.9626853771893,3.5,72.05703348881991,24.09064086392019,59.700817529017584,35.6101766650974,49.62780043698144,"[""PSAP"",""GPR37L1""]",PSAP,GPR37L1,2
L1CAM_L1CAM,"[""L1CAM"",""L1CAM""]",L1CAM,L1CAM,87.86258062269508,3.5,64.06592213908556,9.722618735236166,20.9997641017972,11.277145366561037,55.681953422767165,"[""L1CAM"",""L1CAM""]",L1CAM,L1CAM,2
CNTN1_NRCAM,"[""CNTN1"",""NRCAM""]",CNTN1,NRCAM,61.69741659131738,3.5,25.35541926965754,13.136875093055888,12.30241132573619,-0.8344637673196988,17.650620040791726,"[""CNTN1"",""NRCAM""]",CNTN1,NRCAM,2
NCAM2_L1CAM,"[""NCAM2"",""L1CAM""]",NCAM2,L1CAM,47.460865526248014,3.5,31.277746822854468,6.172932423710496,12.413503437106442,6.240571013395946,25.448491275516385,"[""NCAM2"",""L1CAM""]",NCAM2,L1CAM,2
AGRN_DAG1,"[""AGRN"",""DAG1""]",AGRN,DAG1,47.3025435959311,3.5,20.858244588815644,8.030325268252412,15.59474783749356,7.564422569241149,13.398163475094794,"[""AGRN"",""DAG1""]",AGRN,DAG1,2
CDH2_CDH2,"[""CDH2"",""CDH2""]",CDH2,CDH2,42.862013602389474,3.5,15.681001985805535,10.178666933942669,10.240959341167986,0.0622924072253177,8.794582839070376,"[""CDH2"",""CDH2""]",CDH2,CDH2,2
SEMA5B_PLXNA1,"[""SEMA5B"",""PLXNA1""]",SEMA5B,PLXNA1,38.16214487178694,3.5,17.009975733993027,7.798769793757995,10.262393817213876,2.463624023455881,11.231032086245277,"[""SEMA5B"",""PLXNA1""]",SEMA5B,PLXNA1,2
GRN_SORT1,"[""GRN"",""SORT1""]",GRN,SORT1,29.247720456206885,3.5,13.080724930127095,5.2028834617865165,7.478985874318448,2.276102412531931,8.376710651231281,"[""GRN"",""SORT1""]",GRN,SORT1,2
THBS1_SDC4,"[""THBS1"",""SDC4""]",THBS1,SDC4,25.565292454750832,3.5,10.543072706432609,6.35763176430114,5.794814269903632,-0.5628174943975086,6.583715769290155,"[""THBS1"",""SDC4""]",THBS1,SDC4,2
TNC_SDC4,"[""TNC"",""SDC4""]",TNC,SDC4,24.759701681645453,3.5,11.784024005686762,5.777035328587972,6.102576774765057,0.3255414461770858,7.925145067368062,"[""TNC"",""SDC4""]",TNC,SDC4,2
ANGPTL4_SDC3,"[""ANGPTL4"",""SDC3""]",ANGPTL4,SDC3,19.17062460922289,3.5,8.399804672540665,7.428027681977897,4.215696055161379,-3.2123316268165185,5.915745208214928,"[""ANGPTL4"",""SDC3""]",ANGPTL4,SDC3,2
SEMA6D_PLXNA1,"[""SEMA6D"",""PLXNA1""]",SEMA6D,PLXNA1,18.391994437632476,3.5,9.458076779681225,3.3811393235691987,4.661533688403445,1.2803943648342462,6.439161867480257,"[""SEMA6D"",""PLXNA1""]",SEMA6D,PLXNA1,2
EFNA5_EPHA5,"[""EFNA5"",""EPHA5""]",EFNA5,EPHA5,15.369386813408044,3.5,7.710802033633982,2.5188760500229184,4.129242071396575,1.610366021373657,5.841649975626852,"[""EFNA5"",""EPHA5""]",EFNA5,EPHA5,2
EFNB1_EPHB2,"[""EFNB1"",""EPHB2""]",EFNB1,EPHB2,15.351180135274785,3.5,6.69078329374734,2.8503962932875484,4.115596933456546,1.2652006401689977,3.910038695689548,"[""EFNB1"",""EPHB2""]",EFNB1,EPHB2,2
COL1A2_SDC4,"[""COL1A2"",""SDC4""]",COL1A2,SDC4,9.412120111475575,3.5,5.5391094448105,0.6774449796161546,0.6085623933953446,-0.06888258622081,5.112794342024038,"[""COL1A2"",""SDC4""]",COL1A2,SDC4,2
LAMC1_DAG1,"[""LAMC1"",""DAG1""]",LAMC1,DAG1,8.433654810761283,3.5,3.5688050637803665,1.48886878825603,2.495638206053737,1.0067694177977071,2.307686593759168,"[""LAMC1"",""DAG1""]",LAMC1,DAG1,2
LAMA5_DAG1,"[""LAMA5"",""DAG1""]",LAMA5,DAG1,8.306765089094029,3.5,3.6499126869673018,1.184507829503987,2.6100885223361634,1.4255806928321764,2.465404857463314,"[""LAMA5"",""DAG1""]",LAMA5,DAG1,2
EFNB1_EPHB1,"[""EFNB1"",""EPHB1""]",EFNB1,EPHB1,8.187910270668443,3.5,3.607479406688163,1.3800654494225602,1.547785427036557,0.1677199776139968,2.495667266674265,"[""EFNB1"",""EPHB1""]",EFNB1,EPHB1,2
ANGPTL4_SDC2,"[""ANGPTL4"",""SDC2""]",ANGPTL4,SDC2,7.183003043567902,3.5,2.6523020681886216,2.6206042827610143,1.3911750355734671,-1.229429247187547,1.456414469318607,"[""ANGPTL4"",""SDC2""]",ANGPTL4,SDC2,2
EFNA5_EPHA4,"[""EFNA5"",""EPHA4""]",EFNA5,EPHA4,7.037187566260663,3.5,4.2082262470615115,1.0419733216652085,1.722234679376793,0.6802613577115846,3.500173264181853,"[""EFNA5"",""EPHA4""]",EFNA5,EPHA4,2
LAMC1_SV2A,"[""LAMC1"",""SV2A""]",LAMC1,SV2A,6.254099683837882,3.5,2.7622272258549883,1.265739400583768,1.9149775731579832,0.6492381725742156,1.8313189468460975,"[""LAMC1"",""SV2A""]",LAMC1,SV2A,2
SST_SSTR5,"[""SST"",""SSTR5""]",SST,SSTR5,6.216010163512555,3.5,3.5500723351238443,0.6909890366609985,1.0625655236721263,0.371576487011128,2.967287854610741,"[""SST"",""SSTR5""]",SST,SSTR5,2
HSPG2_DAG1,"[""HSPG2"",""DAG1""]",HSPG2,DAG1,6.213064852311099,3.5,2.8320567291468044,1.0852377783276526,1.2078343687208049,0.1225965903931523,2.297151017999824,"[""HSPG2"",""DAG1""]",HSPG2,DAG1,2
WNT7B_FZD7_LRP6,"[""WNT7B"",""FZD7_LRP6""]",WNT7B,FZD7_LRP6,6.142121097143541,3.5,2.3908705828822496,1.6768906054418375,1.425625829943327,-0.2512647754985102,1.721789850793915,"[""WNT7B"",""FZD7_LRP6""]",WNT7B,FZD7_LRP6,2
WNT7B_FZD7_LRP5,"[""WNT7B"",""FZD7_LRP5""]",WNT7B,FZD7_LRP5,6.115992315279536,3.5,2.3908705828822496,1.670243827010606,1.4230125695633031,-0.2472312574473028,1.7217967080521783,"[""WNT7B"",""FZD7_LRP5""]",WNT7B,FZD7_LRP5,2
LAMA5_SV2A,"[""LAMA5"",""SV2A""]",LAMA5,SV2A,6.062313843529057,3.5,2.795440859194515,0.9499206329600232,1.9647409557800617,1.0148203228200383,1.920332593855424,"[""LAMA5"",""SV2A""]",LAMA5,SV2A,2
LAMC1_SV2B,"[""LAMC1"",""SV2B""]",LAMC1,SV2B,6.036792727143943,3.5,2.5187404145741734,1.3106162616666857,1.695781361931693,0.3851651002650074,1.6120721560359614,"[""LAMC1"",""SV2B""]",LAMC1,SV2B,2
LAMA5_SV2B,"[""LAMA5"",""SV2B""]",LAMA5,SV2B,5.907644301116796,3.5,2.5370263480353588,0.9982556020819264,1.8510315518892588,0.8527759498073324,1.5387707459534323,"[""LAMA5"",""SV2B""]",LAMA5,SV2B,2
EFNB2_EPHB2,"[""EFNB2"",""EPHB2""]",EFNB2,EPHB2,5.766706401214547,3.5,2.772002946208731,1.0010930877052515,1.866697499864719,0.8656044121594673,1.7709098585034797,"[""EFNB2"",""EPHB2""]",EFNB2,EPHB2,2
VSIR_IGSF11,"[""VSIR"",""IGSF11""]",VSIR,IGSF11,5.725091819146771,3.5,2.120893388203204,1.193546293752258,1.7481663473512412,0.5546200535989831,1.1667109318649185,"[""VSIR"",""IGSF11""]",VSIR,IGSF11,2
EFNA5_EPHB2,"[""EFNA5"",""EPHB2""]",EFNA5,EPHB2,5.51172900186595,3.5,3.1877838151306994,0.491857425322428,1.207139409768478,0.7152819844460501,2.6959263898082715,"[""EFNA5"",""EPHB2""]",EFNA5,EPHB2,2
SEMA4A_NRP1_PLXNA1,"[""SEMA4A"",""NRP1_PLXNA1""]",SEMA4A,NRP1_PLXNA1,4.966518790251719,3.5,2.6699072802692245,0.6814266034371942,1.2648033054634698,0.5833767020262756,2.0149977443143667,"[""SEMA4A"",""NRP1_PLXNA1""]",SEMA4A,NRP1_PLXNA1,2
WNT11_FZD2,"[""WNT11"",""FZD2""]",WNT11,FZD2,4.887359841981949,3.5,1.7948535981371456,0.7691408574380958,1.1108018664045558,0.34166100896646,1.0257127406990498,"[""WNT11"",""FZD2""]",WNT11,FZD2,2
SEMA4A_NRP1_PLXNA4,"[""SEMA4A"",""NRP1_PLXNA4""]",SEMA4A,NRP1_PLXNA4,4.775037216286166,3.5,2.4414777576667595,0.5835171278458144,1.230394157470142,0.6468770296243276,1.857960629820945,"[""SEMA4A"",""NRP1_PLXNA4""]",SEMA4A,NRP1_PLXNA4,2
LRRC4C_NTNG1,"[""LRRC4C"",""NTNG1""]",LRRC4C,NTNG1,4.680891527338071,3.5,2.71199425127477,0.3408613890148949,1.5096454403191315,1.168784051304237,2.3711328622598753,"[""LRRC4C"",""NTNG1""]",LRRC4C,NTNG1,2
EFNB3_EPHA4,"[""EFNB3"",""EPHA4""]",EFNB3,EPHA4,4.520246724436613,3.5,2.8031435158902713,0.6938313016349451,1.1190706365026322,0.425239334867687,2.297647902137866,"[""EFNB3"",""EPHA4""]",EFNB3,EPHA4,2
CNTN2_L1CAM,"[""CNTN2"",""L1CAM""]",CNTN2,L1CAM,4.501492433098086,3.5,3.8039049767699975,0.3168154898837318,1.0463125998665708,0.7294971099828389,3.538963536423312,"[""CNTN2"",""L1CAM""]",CNTN2,L1CAM,2
THBS1_ITGA3_ITGB1,"[""THBS1"",""ITGA3_ITGB1""]",THBS1,ITGA3_ITGB1,4.473186627862214,3.5,2.1293967648473338,0.7420593240975986,1.5612982822743124,0.8192389581767139,1.3873374407497352,"[""THBS1"",""ITGA3_ITGB1""]",THBS1,ITGA3_ITGB1,2
FN1_SDC4,"[""FN1"",""SDC4""]",FN1,SDC4,4.361809832463003,3.5,2.1423176255501692,0.7030179073195171,0.4951730515494769,-0.2078448557700402,1.789897762097486,"[""FN1"",""SDC4""]",FN1,SDC4,2
COL6A1_SDC4,"[""COL6A1"",""SDC4""]",COL6A1,SDC4,4.32418003105236,3.5,3.117968203263807,0.2487025071930724,0.7983873177272418,0.5496848105341694,2.869265696070735,"[""COL6A1"",""SDC4""]",COL6A1,SDC4,2
SEMA4A_NRP1_PLXNA3,"[""SEMA4A"",""NRP1_PLXNA3""]",SEMA4A,NRP1_PLXNA3,4.1238679921277885,3.5,1.95750232188326,0.6034665338093853,1.1606017703389238,0.5571352365295384,1.3944701422122767,"[""SEMA4A"",""NRP1_PLXNA3""]",SEMA4A,NRP1_PLXNA3,2
EFNB3_EPHB2,"[""EFNB3"",""EPHB2""]",EFNB3,EPHB2,3.5586157101749367,3.5,2.1202179174209532,0.3364871173403861,0.8068463289395874,0.4703592115992012,1.783730800080567,"[""EFNB3"",""EPHB2""]",EFNB3,EPHB2,2
JAM3_JAM2,"[""JAM3"",""JAM2""]",JAM3,JAM2,3.357551879305845,3.5,1.7261456974848468,0.5501711904314371,1.2351942422003064,0.6850230517688692,1.2757683474956685,"[""JAM3"",""JAM2""]",JAM3,JAM2,2
COL6A2_SDC4,"[""COL6A2"",""SDC4""]",COL6A2,SDC4,3.3126630523356524,3.5,2.1490056001781523,0.3329572936615872,0.3983432565432794,0.0653859628816921,2.0095941179137604,"[""COL6A2"",""SDC4""]",COL6A2,SDC4,2
JAM2_JAM3,"[""JAM2"",""JAM3""]",JAM2,JAM3,3.2574741198174384,3.5,1.701654287063072,0.4779414796735967,1.1590797028315312,0.6811382231579345,1.259866693124894,"[""JAM2"",""JAM3""]",JAM2,JAM3,2
EFNB2_EPHB1,"[""EFNB2"",""EPHB1""]",EFNB2,EPHB1,3.207336481228206,3.5,1.5142006526246592,0.5007966796593301,0.7490732131992331,0.2482765335399031,1.1135513098538463,"[""EFNB2"",""EPHB1""]",EFNB2,EPHB1,2
CCK_CCKAR,"[""CCK"",""CCKAR""]",CCK,CCKAR,3.1550222591513646,3.5,3.0087171743125483,0.0231104471978993,0.2790443492535862,0.2559339020556869,2.985606727114649,"[""CCK"",""CCKAR""]",CCK,CCKAR,2
TNR_SDC4,"[""TNR"",""SDC4""]",TNR,SDC4,2.942398688065637,3.5,1.5942222769900454,0.6451093579330928,0.5746032776472244,-0.0705060802858683,1.201809123375064,"[""TNR"",""SDC4""]",TNR,SDC4,2
LAMA1_DAG1,"[""LAMA1"",""DAG1""]",LAMA1,DAG1,2.8617780593534814,3.5,1.2026452234507128,0.5248758771574675,0.8128884747696451,0.2880125976121775,0.7532563821542337,"[""LAMA1"",""DAG1""]",LAMA1,DAG1,2
COL4A1_SDC4,"[""COL4A1"",""SDC4""]",COL4A1,SDC4,2.815845717523349,3.5,1.6038145721697386,0.5727925764537091,0.4835304719541273,-0.0892621044995817,1.452447747915865,"[""COL4A1"",""SDC4""]",COL4A1,SDC4,2
NPY_NPY1R,"[""NPY"",""NPY1R""]",NPY,NPY1R,2.7543087743469377,3.5,1.9652551729832664,0.231234420746876,0.5619139659569573,0.3306795452100813,1.7340207522363904,"[""NPY"",""NPY1R""]",NPY,NPY1R,2
LAMA4_DAG1,"[""LAMA4"",""DAG1""]",LAMA4,DAG1,2.6208879599085604,3.5,1.1631302793884537,0.4940924554042346,0.5241358153000151,0.0300433598957804,0.8370051848124044,"[""LAMA4"",""DAG1""]",LAMA4,DAG1,2
LAMC1_ITGA6_ITGB4,"[""LAMC1"",""ITGA6_ITGB4""]",LAMC1,ITGA6_ITGB4,2.6174658235237103,3.5,0.939633644103225,0.6049197209870706,0.5455922186432622,-0.0593275023438083,0.4810460220286647,"[""LAMC1"",""ITGA6_ITGB4""]",LAMC1,ITGA6_ITGB4,2
PROS1_TYRO3,"[""PROS1"",""TYRO3""]",PROS1,TYRO3,2.611613336517569,3.5,1.2017741748501076,0.3664796289730002,0.5196174007529465,0.1531377717799462,0.8352945458771074,"[""PROS1"",""TYRO3""]",PROS1,TYRO3,2
LAMA5_ITGA6_ITGB4,"[""LAMA5"",""ITGA6_ITGB4""]",LAMA5,ITGA6_ITGB4,2.580068579632884,3.5,0.9695496449320936,0.4943448885929022,0.5930563826631642,0.0987114940702619,0.4848686899078888,"[""LAMA5"",""ITGA6_ITGB4""]",LAMA5,ITGA6_ITGB4,2
JAM2_ITGA3_ITGB1,"[""JAM2"",""ITGA3_ITGB1""]",JAM2,ITGA3_ITGB1,2.5377472122433926,3.5,1.335655621289534,0.4171847142506273,1.1261357494460786,0.7089510351954513,0.9184709070389068,"[""JAM2"",""ITGA3_ITGB1""]",JAM2,ITGA3_ITGB1,2
LAMA2_DAG1,"[""LAMA2"",""DAG1""]",LAMA2,DAG1,2.458277356593503,3.5,1.0859371729375775,0.2753682447589993,0.4763813798475275,0.2010131350885281,0.8105689281785784,"[""LAMA2"",""DAG1""]",LAMA2,DAG1,2
EFNA1_EPHA4,"[""EFNA1"",""EPHA4""]",EFNA1,EPHA4,2.3430962417442105,3.5,0.8900655019870669,0.6133719238974402,0.5702347747702075,-0.0431371491272327,0.5974686263006443,"[""EFNA1"",""EPHA4""]",EFNA1,EPHA4,2
COL4A2_SDC4,"[""COL4A2"",""SDC4""]",COL4A2,SDC4,2.275993895935381,3.5,1.2609037323749963,0.4528483369628464,0.5333194504602897,0.0804711134974432,1.0081872063312742,"[""COL4A2"",""SDC4""]",COL4A2,SDC4,2
SST_SSTR2,"[""SST"",""SSTR2""]",SST,SSTR2,2.2651325910596163,3.5,1.5666204135780837,0.3385272273608001,0.4712929068640621,0.132765679503262,1.4004178192256218,"[""SST"",""SSTR2""]",SST,SSTR2,2
LAMA4_SV2A,"[""LAMA4"",""SV2A""]",LAMA4,SV2A,2.1696894913740428,3.5,0.9405916234048328,0.5211032952291539,0.4205290360066205,-0.1005742592225333,0.6846881064616837,"[""LAMA4"",""SV2A""]",LAMA4,SV2A,2
LAMA4_SV2B,"[""LAMA4"",""SV2B""]",LAMA4,SV2B,2.0879350474523286,3.5,0.8548458398604581,0.5297418526700665,0.3676573209040621,-0.1620845317660043,0.6075011323092825,"[""LAMA4"",""SV2B""]",LAMA4,SV2B,2
EFNB3_EPHB1,"[""EFNB3"",""EPHB1""]",EFNB3,EPHB1,2.057867234507898,3.5,1.1787575383201676,0.1787081320536616,0.325657031802872,0.1469488997492103,1.000049406266506,"[""EFNB3"",""EPHB1""]",EFNB3,EPHB1,2
SEMA3C_NRP2_PLXNA1,"[""SEMA3C"",""NRP2_PLXNA1""]",SEMA3C,NRP2_PLXNA1,2.054796602816128,3.5,1.190063663680578,0.3928557225105331,0.4980040583123336,0.1051483358018004,0.8648865598874811,"[""SEMA3C"",""NRP2_PLXNA1""]",SEMA3C,NRP2_PLXNA1,2
GAS6_AXL,"[""GAS6"",""AXL""]",GAS6,AXL,2.014681813944196,3.5,0.762896421943767,0.6234864665632616,0.427552593291489,-0.1959338732717725,0.549925697735898,"[""GAS6"",""AXL""]",GAS6,AXL,2
SEMA3C_NRP2_PLXNA4,"[""SEMA3C"",""NRP2_PLXNA4""]",SEMA3C,NRP2_PLXNA4,1.952931689186799,3.5,1.0959981917082344,0.2982899809724284,0.46852732881594,0.1702373478435116,0.797708210735806,"[""SEMA3C"",""NRP2_PLXNA4""]",SEMA3C,NRP2_PLXNA4,2
LAMA2_SV2A,"[""LAMA2"",""SV2A""]",LAMA2,SV2A,1.9414521142694052,3.5,0.871383195567695,0.2562797044359962,0.3900287132205485,0.1337490087845523,0.6151034911316987,"[""LAMA2"",""SV2A""]",LAMA2,SV2A,2
LAMA1_SV2B,"[""LAMA1"",""SV2B""]",LAMA1,SV2B,1.917223399815629,3.5,0.8241789237897985,0.3794316451326965,0.4832238290735208,0.1037921839408242,0.5625589634338337,"[""LAMA1"",""SV2B""]",LAMA1,SV2B,2
SEMA3C_NRP1_PLXNA1,"[""SEMA3C"",""NRP1_PLXNA1""]",SEMA3C,NRP1_PLXNA1,1.8897123753729643,3.5,1.12048781586252,0.3137198464445238,0.413317437443837,0.0995975909993132,0.8730306383042432,"[""SEMA3C"",""NRP1_PLXNA1""]",SEMA3C,NRP1_PLXNA1,2
WNT8B_FZD6_LRP5,"[""WNT8B"",""FZD6_LRP5""]",WNT8B,FZD6_LRP5,1.855695671116325,3.5,0.714025617337206,0.2764780627215651,0.5308524854049987,0.2543744226834336,0.4375475546156409,"[""WNT8B"",""FZD6_LRP5""]",WNT8B,FZD6_LRP5,2
WNT8B_FZD6_LRP6,"[""WNT8B"",""FZD6_LRP6""]",WNT8B,FZD6_LRP6,1.8551965163129072,3.5,0.714025617337206,0.2696259058520916,0.5332038678214573,0.2635779619693657,0.4443997114851144,"[""WNT8B"",""FZD6_LRP6""]",WNT8B,FZD6_LRP6,2
SEMA3C_NRP1_PLXNA4,"[""SEMA3C"",""NRP1_PLXNA4""]",SEMA3C,NRP1_PLXNA4,1.8142003699991136,3.5,1.0285851953094376,0.2698550794408558,0.3995717054821845,0.1297166260413287,0.7587301158685817,"[""SEMA3C"",""NRP1_PLXNA4""]",SEMA3C,NRP1_PLXNA4,2
LAMA2_SV2B,"[""LAMA2"",""SV2B""]",LAMA2,SV2B,1.787789928469342,3.5,0.7781706231166605,0.2484326519843218,0.3147694401746287,0.0663367881903068,0.5303672985053145,"[""LAMA2"",""SV2B""]",LAMA2,SV2B,2
WNT8B_FZD7_LRP6,"[""WNT8B"",""FZD7_LRP6""]",WNT8B,FZD7_LRP6,1.7784688105938111,3.5,0.7628016523307499,0.231014745381544,0.4005255636783245,0.1695108182967804,0.581401779456753,"[""WNT8B"",""FZD7_LRP6""]",WNT8B,FZD7_LRP6,2
COL1A2_ITGA3_ITGB1,"[""COL1A2"",""ITGA3_ITGB1""]",COL1A2,ITGA3_ITGB1,1.7716389526383267,3.5,1.149964883561479,0.0868050144568001,0.1633956510422506,0.0765906365854504,1.0631598691046789,"[""COL1A2"",""ITGA3_ITGB1""]",COL1A2,ITGA3_ITGB1,2
WNT8B_FZD7_LRP5,"[""WNT8B"",""FZD7_LRP5""]",WNT8B,FZD7_LRP5,1.762994497847832,3.5,0.7628016523307499,0.2297479540029374,0.3991961569079525,0.1694482029050151,0.5814029873141081,"[""WNT8B"",""FZD7_LRP5""]",WNT8B,FZD7_LRP5,2
WNT2B_FZD2_LRP5,"[""WNT2B"",""FZD2_LRP5""]",WNT2B,FZD2_LRP5,1.757489810144479,3.5,0.6151122789475715,0.2686125566044163,0.3515289981055595,0.0829164415011432,0.3464997223431552,"[""WNT2B"",""FZD2_LRP5""]",WNT2B,FZD2_LRP5,2
WNT11_FZD3,"[""WNT11"",""FZD3""]",WNT11,FZD3,1.7361940632558586,3.5,0.6919626736462587,0.2657337042180221,0.4391876331274428,0.1734539289094206,0.4262289694282365,"[""WNT11"",""FZD3""]",WNT11,FZD3,2
