pair,time_0.0,time_0.5,time_1.0,time_1.5,time_2.0,time_2.5,time_3.0,time_3.5,time_4.0
FGF8_FGFR1,0.44058492422091516,0.4385205193746281,0.34403567184583494,0.6856442323183629,0.2600753937325425,0.5740714309262884,0.0,1.0,0.8525016236849147
FGF8_FGFR3,0.23243619729195766,0.2964601127572891,0.14506855706296579,0.47915662697441147,0.21848774487177453,0.4472702437960018,0.0,1.0,0.7441639168534071
FGF8_FGFR4,0.19764239473613407,0.2661144729559094,0.10721294134248051,0.4111429270349274,0.08598052621805588,0.3390850133161904,0.0,1.0,0.8295516123986776
FGF9_FGFR1,0.31817640188349805,0.25813546745667193,0.3144323464179487,0.5723978175649705,0.23811887818600552,0.4096996108600527,0.0,1.0,0.4270073277790161
FGF9_FGFR3,0.0922615926548843,0.052820680180342666,0.0,0.3241771517020282,0.08540243871669971,0.24871387606187584,0.18066346864827448,1.0,0.23902099004015037
FGF9_FGFR4,0.20642853916992873,0.11837152611886065,0.0,0.32338133898349053,0.3039751563991568,0.20477913808408982,0.1777859683947948,1.0,0.28614224174664266
FN1_CD44,0.0,0.1570192320577321,0.2278475981455903,0.6062202470874363,0.4949080357560256,1.0,0.01974893916649909,0.9262521251151605,0.44082520410218484
FN1_ITGA3_ITGB1,0.04444874436743734,0.05347187038740568,0.0,0.31902428162115526,0.2648677624725987,0.7420571052068571,0.21014269354226772,1.0,0.16972777044370002
FN1_ITGA4_ITGB1,0.113909441850707,0.11539581017237974,0.057924921356852184,0.6715562978134509,0.4317682225591858,1.0,0.15037381938564287,0.6061653081883562,0.0
FN1_ITGA4_ITGB7,0.05854652882344156,0.14291135353243964,0.006474042043773365,0.6821137543196072,0.2751666458164278,1.0,0.029808414022851108,0.6188774275586718,0.0
FN1_ITGA5_ITGB1,0.0,0.03724600015414743,0.0986069071248453,0.486325359528121,0.4675288762906665,1.0,0.06240947272087207,0.875246622585029,0.06201862294799893
FN1_ITGA8_ITGB1,0.02518816614641142,0.0328301902513877,0.0,0.1681582168416103,0.31655997070790404,1.0,0.3175329000686825,0.6166775611531502,0.014658981409737103
FN1_SDC4,0.19587601665917875,0.026770494559257965,0.0,0.3720095295417494,0.46755871355094814,0.9968764834572938,0.29762740416612005,1.0,0.07975493970644944
GAL_GALR1,0.0,0.08483591706845117,0.04345814985880386,0.1532342318635506,0.08998478412055999,0.4812923751529589,0.1527628575998996,1.0,0.24314025212049908
GAL_GALR2,0.0,0.06184425210588266,0.018932986295279123,0.11018863107958851,0.0497380541485389,0.3935457181203759,0.20000477489191756,1.0,0.0739358983188773
GAS6_AXL,0.7464931063333268,0.14395328558852732,0.0,0.5503071723705132,0.8160584193649507,0.9459391085435472,0.20432568351519778,1.0,0.3902015671700308
GAS6_MERTK,0.084014410165376,0.298761265923033,0.3895306420047289,0.6485705890769288,0.5322224117310137,0.8766360907160572,0.0,1.0,0.935033290006992
GAS6_TYRO3,0.05855342539365539,0.0615866601662908,0.05988957464314731,0.32994196882323,0.17383748423534057,0.38568188120425834,0.0,1.0,0.38064558208725613
